"ensembl","entrez","hgnc_symbol","P13555_106","P13555_109","P13555_110","P13555_116","P13555_118","P13555_119","P13555_120","P13555_210","P13555_211","P13555_212"
"ENSG00000132204",NA,"LINC00470",10.8384363572825,10.5232656918054,10.4750025241952,10.5811056751323,10.8944969078062,10.9178859419957,11.0581557924849,10.2601468117004,10.1732164589774,10.932555851282
"ENSG00000215105",NA,"TTC3P1",4.81020568041892,4.71053199576477,4.76259711294854,6.00595668740216,5.58675018844661,4.83207515309658,5.16949691998761,4.33057497578978,4.33057497578978,8.1103738029311
"ENSG00000259129",100506433,"LINC00648",9.82176975233708,9.41770088518545,9.68829626134292,9.40956161432527,9.60200494867275,9.6828604146722,9.60674836435343,9.3409516440979,9.14277944129134,9.60195624410046
"ENSG00000102383",158866,"ZDHHC15",9.19212020355645,9.28102192458798,9.34515824055731,9.00482196839313,9.02903124716217,9.22759179317698,9.24401626557536,9.06023400748427,9.02370230352034,8.93350919254858
"ENSG00000022556",55655,"NLRP2",9.57652066367714,9.27449002398073,9.42369793302263,9.48726319398128,9.72531488447207,9.9516202680938,9.94191230016635,9.32340638107393,9.02974540057325,9.74812155588692
"ENSG00000099290",101930591,"FAM21A",4.67050226832838,4.71053199576477,4.33057497578978,6.66904596789277,5.58675018844661,5.74297521239075,5.4660356986802,4.77880194166747,4.66572829409432,6.3507252146765
"ENSG00000166446",124359,"CDYL2",9.01230298419712,8.81123899761297,9.38103207717123,9.41213466196787,9.30356915961466,9.46688980397819,9.46920600975564,8.27655062056802,8.31378525905501,9.73315156368057
"ENSG00000226752",253039,"PSMD5-AS1",9.45019300628217,9.43244257341923,9.35320779443586,9.15069286636485,9.49124105089754,9.55201252365157,9.63083855553677,9.22996937881446,8.99000365297597,9.48963797313043
"ENSG00000152583",8404,"SPARCL1",9.70629680032732,9.53708015712807,9.71664072281577,9.67462166597459,9.65531856355644,9.91537417225556,9.84228788897407,9.71342687104759,9.60188797907391,9.73649169334014
"ENSG00000152402",2977,"GUCY1A2",5.94808552740883,5.2484107202343,6.49649360572891,6.34618513980724,6.05856773942189,5.62069244384807,5.16949691998761,5.56541656297302,5.55073370886971,6.3691458943688
"ENSG00000262074",780852,"SNORD3B-2",7.0630816721423,6.47626170667088,6.79605384574881,7.30155044558415,7.08530575091377,7.10847303232754,6.56318523407975,6.6411626555235,6.45936161249345,7.04227396848571
"ENSG00000130414",4705,"NDUFA10",9.53563012055167,9.52887351735863,9.59975562437863,9.58398594474352,9.57151102312779,9.44161559205535,9.56067300194364,9.67936374066246,9.58558459999745,9.77110345363637
"ENSG00000187145",54460,"MRPS21",7.362712546668,6.67600528654765,7.35037185673084,7.34594160300272,7.51671616123193,7.38147958331407,7.35507918848778,7.10995664611935,7.23837547111927,7.07502451280466
"ENSG00000185829",100506084,"ARL17A",5.85653232194457,6.05377817311011,6.22536785936184,6.17468057364843,5.92207315401146,5.31917690005135,5.26535123602001,6.16592571766069,6.98277551790115,6.27425556534436
