ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,Score
RGPD1,0.31285556727371144,-20.369174804843517,6.469752115993642,1.24722682140657e-4,8.853126411145024e-4,0.9498989858147997,0.9551178045702821
PTPMT1,-0.9987521095613836,-18.977424667338223,-6.46883374675677,1.2485449052820858e-4,8.853126411145024e-4,0.948761628179831,3.049093645693812
KIAA1191,-0.3040098232579407,-15.342624454515924,-6.46859258714476,1.2488912803467652e-4,8.853126411145024e-4,0.9484629451478295,0.9281126031677381
SELENOF,0.2916150913096267,-13.394581889321733,6.468014912947077,1.2497214147846511e-4,8.853126411145024e-4,0.947747448693983,0.8902726846715665
EEF1B2,-0.22957029600236822,-11.051689174312187,-6.466886264896861,1.2513450542720974e-4,8.85702244019281e-4,0.946349401962955,0.7008120559881824
SLC39A1,0.36938825002070885,-16.925790740801848,6.466411927232349,1.2520281098900643e-4,8.85702244019281e-4,0.9457617948279502,1.1276360376876424
MSANTD2,0.31180863755020916,-15.779807844421217,6.465837133501284,1.252856370078835e-4,8.85702244019281e-4,0.9450497042675607,0.9518620490613552
ARMC10,-0.3131657294992287,-14.994989937069306,-6.463441276896608,1.256315178552185e-4,8.86668112128075e-4,0.9420811069168131,0.9558566248854498
SDSL,-0.41308623487315543,-18.277266190871945,-6.4633221682041695,1.2564874032621877e-4,8.86668112128075e-4,0.9419335053799358,1.2608378793039836
HEXIM1,0.31226977925346056,-14.577881827278052,6.462659877386381,1.2574455103697027e-4,8.86668112128075e-4,0.9411127497869529,0.9531219706838081
AGO1,0.31436534041966624,-12.503945266674542,6.462502685638714,1.2576730299472064e-4,8.86668112128075e-4,0.9409179388136089,0.9595181240137826
SLU7,0.38144972902842156,-16.11123859127131,6.458809506240835,1.2630315037488035e-4,8.890796167830928e-4,0.9363399864183908,1.1638257609195592
MRPL39,-0.2594757819532951,-14.287467007382226,-6.4588034286954485,1.2630403422512617e-4,8.890796167830928e-4,0.936332451425498,0.7916760096832856
TRAF3,0.3513409010117705,-14.696887747315094,6.4581180923237005,1.2640374523238904e-4,8.890796167830928e-4,0.9354827348798231,1.0719619397913387
NVL,0.37696719007289303,-16.663190829431095,6.457654052623092,1.2647130814637654e-4,8.890796167830928e-4,0.9349073592539767,1.1501492685438603
SLC25A16,-0.36594351582573736,-17.42378925949827,-6.457169973023961,1.2654183085452522e-4,8.890796167830928e-4,0.9343071059299728,1.116515384200822
ARHGAP39,-0.3399365179127667,-14.497472311819577,-6.455772536103073,1.2674565630690554e-4,8.899034161056571e-4,0.9325741296587164,1.0370297607866843
ZFP91,0.3876390814071584,-16.505918118066855,6.454182077128408,1.269780717340385e-4,8.909266889789636e-4,0.930601477376328,1.1823604572678212
PTDSS1,-0.272751315080626,-14.992997445990982,-6.452831604123526,1.2717578322798089e-4,8.910144437325569e-4,0.9289262237059379,0.8319229471677994
TSPAN11,0.6379082405055847,-18.157529206736772,6.452510798933204,1.2722279905067333e-4,8.910144437325569e-4,0.9285282321057409,1.9456936561686526
COL12A1,0.6517839461079138,-15.51053211430185,6.452320974608694,1.2725062782365925e-4,8.910144437325569e-4,0.9282927293748919,1.9880161575113504
NME4,0.5094122500573413,-14.743406688250534,6.449429388672559,1.276753654256734e-4,8.933497217607834e-4,0.9247047496838405,1.5531869947610302
FAIM,-0.48582492650509224,-19.291705891614345,-6.4488682971712254,1.2775796196014705e-4,8.933497217607834e-4,0.9240084026065727,1.4812697525304992
SEC11A,0.2432792794131906,-12.989254390050458,6.448065738372474,1.2787620560276468e-4,8.935686725974291e-4,0.9230123097830507,0.7417273991052273
LIPT2,-0.4269369595279251,-17.676849610816976,-6.446936848092682,1.2804273110629877e-4,8.941244789685089e-4,0.9216110507388322,1.3015608751046481
B3GALNT1,-0.6084967907177727,-19.155884724016595,-6.446026264297875,1.281772262421628e-4,8.944560139464979e-4,0.9204806490349995,1.8549665722358912
TTC7B,-0.30143621139186116,-15.346509144603662,-6.445035707072536,1.2832370886771164e-4,8.947486075170918e-4,0.9192508461281435,0.918867692351713
LRRFIP1,-0.2540951693209479,-13.933304690770266,-6.444503982878371,1.2840241512476546e-4,8.947486075170918e-4,0.9185906441139533,0.7745580426239432
HOMER3,0.4309122789860993,-14.034349816223706,6.443942334191298,1.2848560809354553e-4,8.947486075170918e-4,0.917893247337993,1.3135494556864822
PSD2,-0.4784552380180642,-12.916150360378063,-6.4432726702350065,1.2858487753645504e-4,8.947486075170918e-4,0.9170616750652965,1.4584746086784135
PSMA4,0.29388006895581853,-14.894569985101555,6.442804102167719,1.2865438679932498e-4,8.947486075170918e-4,0.9164797841933634,0.8958343111556447
FRMD3,-0.48375614464808336,-17.085925483652595,-6.440466338555937,1.290017937039925e-4,8.961141839149599e-4,0.9135762094198743,1.4743129553676746
TMEM245,-0.22450401711472878,-13.465449896033485,-6.440309759478842,1.290250989584727e-4,8.961141839149599e-4,0.9133817080586706,0.6842066702948332
FAM153A,0.34923408790735166,-21.345031932560786,6.43286592935997,1.3013836317749358e-4,9.03235810331841e-4,0.9041313714592487,1.0631380096239507
EFNB2,0.3123845844907329,-14.012901806236382,6.4311872287899945,1.3039086874641007e-4,9.043776922026648e-4,0.9020442825501149,0.9507893901614607
TAGLN3,0.5326560280067465,-9.571607277709736,6.429603820933639,1.3062953108081523e-4,9.054220836006067e-4,0.9000753338435228,1.6209516148146756
STK26,-0.35344118058652185,-19.33542179937708,-6.427386529979335,1.3096453887429752e-4,9.071324090895581e-4,0.8973176124428388,1.0752844654467852
MEX3A,0.37685674816749426,-14.217424203925031,6.4261017999443695,1.3115907641753175e-4,9.078681121183898e-4,0.8957194573871963,1.1463896498202124
GMPS,0.2717554323736948,-12.004071940732631,6.423155810620351,1.3160635924588989e-4,9.103511215938777e-4,0.8920539504372584,0.8263514915464969
KLF12,0.4170044762557765,-16.858644015978452,6.419988083307474,1.3208916738886997e-4,9.130763628716842e-4,0.8881112918604899,1.2674821447673663
RNF11,-0.37680499665130185,-17.534745952599405,-6.418774511896302,1.3227464566347176e-4,9.133957731018852e-4,0.8866004953477571,1.1452388762683352
RBM12,0.2802642320210378,-12.20929023047134,6.4182914090372725,1.323485606516732e-4,9.133957731018852e-4,0.8859990188217655,0.8518185719150876
SLC5A6,-0.4998233229525155,-17.24606741009905,-6.417942606697519,1.3240195563010107e-4,9.133957731018852e-4,0.8855647313395352,1.5191335194542632
POP4,0.2729448880352088,-16.965569258488703,6.415411247448356,1.3279016398528518e-4,9.148199883316189e-4,0.8824125081512335,0.8293879021131594
TMEM230,0.4852418680761268,-16.75191976290185,6.414424548577424,1.3294182030882981e-4,9.148199883316189e-4,0.8811835771217282,1.4744871680073905
NA,0.3555127627544703,-14.355547770182204,6.414418036380038,1.3294282186630428e-4,9.148199883316189e-4,0.881175465775554,1.080283959878919
TAMM41,-0.26844072401257435,-15.346663856532414,-6.414174337893219,1.3298030792625095e-4,9.148199883316189e-4,0.8808719202173361,0.8157012594491486
PXMP4,-0.9084055925064725,-20.577155476222185,-6.413699388988777,1.3305339843912542e-4,9.148199883316189e-4,0.8802803119670859,2.7603396937026226
YARS1,-0.2637201222920744,-10.935239443807871,-6.412197878388215,1.3328475660704688e-4,9.157981371416008e-4,0.8784097999006253,0.8012345399539496
KANSL3,0.2639946924461505,-17.59432293430959,6.410268065145717,1.3358275456703235e-4,9.172325545721612e-4,0.8760052979344941,0.8018893006547188
CERT1,-0.3031699677090529,-13.480379035353245,-6.409328446157836,1.3372811197828058e-4,9.176176655705915e-4,0.87483437947966,0.920829734377969
SNRPG,0.5311014663912275,-13.638253104176975,6.408233196117914,1.3389776327870005e-4,9.181688517289912e-4,0.8734693744585709,1.6129962843034114
NDUFB6,-0.30393571475795156,-15.415844329250936,-6.407026152659956,1.3408500335478307e-4,9.188398329892101e-4,0.8719648611210484,0.9229798776186883
SRCIN1,-0.45712838565385816,-12.401600589781516,-6.404611969276882,1.3446035685448982e-4,9.207981399782151e-4,0.8689551456411628,1.3877666116963578
P2RX3,1.0384679308515672,-20.188855031524653,6.396603663718485,1.3571371469356744e-4,9.287624988915976e-4,0.8589659161169898,3.1487337620787224
CDK6,1.233548632156328,-14.778249323815215,6.395943438231401,1.358176125510751e-4,9.288551160429148e-4,0.8581420055866698,3.7401836249917664
PRKCG,0.4039760600564257,-16.69549477014731,6.393686782098609,1.361733925620033e-4,9.305060173900596e-4,0.8553254439964011,1.2245648801770788
ATP9A,-0.34732940846382654,-11.160973171313623,-6.393264650018448,1.36240057999031e-4,9.305060173900596e-4,0.8547985018636055,1.0528529720253061
LMO4,0.4483383750215957,-17.396738060174815,6.391500266298753,1.3651908525546806e-4,9.317926144362258e-4,0.8525957927063299,1.3587704764655149
CDK9,0.2388263831412143,-16.043175357539898,6.3874469330396035,1.3716246303992666e-4,9.35562679221902e-4,0.8475339544257299,0.7233877067360038
BAZ1B,0.5570407174265704,-12.217599354064104,6.382517854579166,1.3794931062026462e-4,9.403056789560345e-4,0.8413755920094559,1.6860123748158609
PLEKHA1,-0.46473523639812164,-14.810460981433671,-6.380212056807242,1.3831908472083682e-4,9.422013729923669e-4,0.8384936536785528,1.4062220276605615
SYNGR1,-0.7435569821993244,-15.126244789218248,-6.377500895333056,1.3875525069292585e-4,9.444714865922732e-4,0.835104177761048,2.2491194495312254
ITGA6,0.5880040519721454,-13.810488114813046,6.3769992798156885,1.3883611404231198e-4,9.444714865922732e-4,0.8344769562537326,1.7786012119501597
PTPRF,-0.43596617261582793,-18.3580940741357,-6.3743146969467945,1.3926975990728092e-4,9.467948823326327e-4,0.8311195877960635,1.318250141465808
USP12,-0.3712219512171231,-17.347805573556993,-6.371065008031438,1.3979666796650465e-4,9.497488103289499e-4,0.8270542327921504,1.1219779741141294
SCAMP2,0.5133942738144412,-14.83590599639022,6.369741860622563,1.4001182764849962e-4,9.504518643939593e-4,0.8253985827024142,1.5515133679025805
PLCL1,-0.5058932983603821,-13.377178028626494,-6.3692918716941245,1.400850836226139e-4,9.504518643939593e-4,0.824835460899946,1.5288448959642118
MFSD14B,0.43253992898432614,-20.743159802792523,6.3679357040841476,1.4030611421476827e-4,9.507181282886376e-4,0.8231381757231713,1.3071132705865092
TP53I3,0.4845081403052305,-14.035435952601443,6.3679161110925175,1.403093103039073e-4,9.507181282886376e-4,0.8231136527352092,1.4641585145382177
SMARCA5,0.5730070675664649,-11.497949992046982,6.365728022866054,1.4066674081063943e-4,9.525121401795538e-4,0.820374681319155,1.7311285442716005
KCTD12,-0.32825968856499976,-12.36976960224204,-6.3630881736768785,1.4109929143257894e-4,9.548121241839888e-4,0.8170693787901957,0.9913712013698002
EPHA6,-0.5846973919902361,-20.731115408459655,-6.360612149353215,1.4150631860567094e-4,9.569364795708497e-4,0.813968370254365,1.765269771272044
CYP46A1,-0.5204056682138472,-17.773070409287367,-6.3582060819358945,1.419030740104396e-4,9.589886244268959e-4,0.8109542088388366,1.5706813854442794
STXBP1,-0.5698194464139235,-9.645627997590578,-6.357174554089362,1.4207354254190216e-4,9.595098185205073e-4,0.8096617474181667,1.7196869269968569
PRPF38A,0.33086761358969774,-15.456581093471039,6.355871434879213,1.4228921346595426e-4,9.603354072334496e-4,0.8080287943672229,0.9984185201868037
CHCHD7,-0.4314168268923808,-18.111938696640216,-6.3522485758844525,1.4289068995120138e-4,9.637620748086607e-4,0.8034877824335691,1.301166164763551
GSTP1,0.3822502593277761,-11.173641198520878,6.350523261177338,1.4317810634111705e-4,9.650673803805523e-4,0.801324611869294,1.1526536254120152
AKAP17A,0.2901191897121471,-14.950358402972775,6.347504116227698,1.4368257867320444e-4,9.678330446801235e-4,0.7975383211854918,0.8744771322015933
NXF1,0.30173084508902015,-13.3361103986441,6.34545545088226,1.440259973168854e-4,9.685347559071304e-4,0.7949684231772842,0.909382004684921
EGLN1,-0.280951999037109,-14.062490176537471,-6.345288831262972,1.4405396720812037e-4,9.685347559071304e-4,0.7947593871124585,0.8467569566155019
SELENOK,0.4074371753672743,-18.627331342583563,6.345193422577471,1.4406998582209448e-4,9.685347559071304e-4,0.7946396885497915,1.2279687057163138
