,Node1,Sign,Node2,Weight
10169,GSK3A,-1,NFATC1,0
10170,GSK3A,-1,NOL3,0
10171,GSK3A,-1,NOTCH1,0
10172,GSK3A,-1,PSEN1,0
10173,GSK3A,-1,RICTOR,0
10174,GSK3A,-1,SFPQ,0
10175,GSK3A,-1,STAT2,0
10176,GSK3A,-1,UNG,0
10177,GSK3A,1,ANAPC1,0
10178,GSK3A,1,ARHGAP31,0
10179,GSK3A,1,CREB1,0
10180,GSK3A,1,LRP6,0
10181,GSK3A,1,LTC4S,0
10182,GSK3A,1,MAF,0
10183,GSK3A,1,MAFA,0
10184,GSK3A,1,MAFB,0
10185,GSK3A,1,MITF,0
10186,GSK3A,1,NIFK,0
10187,GSK3A,1,OSBP2,0
10188,GSK3A,1,PPARA,0
10189,GSK3A,1,RELA,0
10190,GSK3A,1,SERPINB2,0
10191,GSK3A,1,STMN3,0
10192,GSK3A,1,TSC2,0
10193,GSK3B,-1,AKAP11,0
10194,GSK3B,-1,AR,0
10195,GSK3B,-1,AREL1,0
10196,GSK3B,-1,ATP2A2,0
10197,GSK3B,-1,BCL2,0
10198,GSK3B,-1,BLM,0
10199,GSK3B,-1,BMAL1,0
10200,GSK3B,-1,CAMKK2,0
10201,GSK3B,-1,CCND1_CDK4,0
10202,GSK3B,-1,CCND2,0
10203,GSK3B,-1,CCND3,0
10204,GSK3B,-1,CCNE1,0
10205,GSK3B,-1,CD274,0
10206,GSK3B,-1,CDC25A,0
10207,GSK3B,-1,CDK1,0
10208,GSK3B,-1,CDKN1A,0
10209,GSK3B,-1,CEBPD,0
10210,GSK3B,-1,CLASP2,0
10211,GSK3B,-1,CLOCK,0
10212,GSK3B,-1,CREB1,0
10213,GSK3B,-1,CREB3L3,0
10214,GSK3B,-1,CTNNB1,0
10215,GSK3B,-1,CTNND2,0
10216,GSK3B,-1,CTPS1,0
10217,GSK3B,-1,CYC1,0
10218,GSK3B,-1,DDIT4,0
10219,GSK3B,-1,DEK,0
10220,GSK3B,-1,DNM1L,0
10221,GSK3B,-1,DPYSL2,0
10222,GSK3B,-1,DPYSL3,0
10223,GSK3B,-1,EIF2B1,0
10224,GSK3B,-1,EIF2B2,0
10225,GSK3B,-1,EIF2B3,0
10226,GSK3B,-1,EIF2B4,0
10227,GSK3B,-1,EIF2B5,0
10228,GSK3B,-1,EIF4EBP1,0
10229,GSK3B,-1,ERG,100
10230,GSK3B,-1,EZH2,100
10231,GSK3B,-1,FAAP20,0
10232,GSK3B,-1,FCAR,0
10233,GSK3B,-1,FOSL1,0
10234,GSK3B,-1,FOXM1,100
10235,GSK3B,-1,FOXP3,0
10236,GSK3B,-1,GATA6,100
10237,GSK3B,-1,GCM1,0
10238,GSK3B,-1,GFI1,0
10239,GSK3B,-1,GLI2,100
10240,GSK3B,-1,GPHN,0
10241,GSK3B,-1,GRB14,0
10242,GSK3B,-1,GYS1,0
10243,GSK3B,-1,HDAC4,0
10244,GSK3B,-1,HIF1A,100
10245,GSK3B,-1,HNRNPD,0
10246,GSK3B,-1,HSF1,100
10247,GSK3B,-1,IKBKG,0
10248,GSK3B,-1,IL17RA,0
10249,GSK3B,-1,IRS1,0
10250,GSK3B,-1,JUN,0
10251,GSK3B,-1,JUNB,100
10252,GSK3B,-1,KLC2,0
10253,GSK3B,-1,KLF5,100
10254,GSK3B,-1,MACF1,0
10255,GSK3B,-1,MAF,0
10256,GSK3B,-1,MAFA,0
10257,GSK3B,-1,MAFB,0
10258,GSK3B,-1,MAML1,0
10259,GSK3B,-1,MAP1B,0
10260,GSK3B,-1,MAP3K4,0
10261,GSK3B,-1,MAPT,0
10262,GSK3B,-1,MCL1,0
10263,GSK3B,-1,MNX1,0
10264,GSK3B,-1,MUC1,0
10265,GSK3B,-1,MYC,100
10266,GSK3B,-1,MYCN,100
10267,GSK3B,-1,MYOCD,0
10268,GSK3B,-1,NACA,0
10269,GSK3B,-1,NBR1,0
10270,GSK3B,-1,NEB,0
10271,GSK3B,-1,NEFH,0
10272,GSK3B,-1,NFATC1,100
10273,GSK3B,-1,NFATC2,100
10274,GSK3B,-1,NFATC3,0
10275,GSK3B,-1,NFE2L1,0
10276,GSK3B,-1,NFKB2,100
10277,GSK3B,-1,NOTCH2,0
10278,GSK3B,-1,NR3C1,0
10279,GSK3B,-1,PDX1,0
10280,GSK3B,-1,PGR,100
10281,GSK3B,-1,PHLPP1,0
10282,GSK3B,-1,PIAS1,0
10283,GSK3B,-1,PPARGC1A,0
10284,GSK3B,-1,PSEN1,0
10285,GSK3B,-1,PTEN,0
10286,GSK3B,-1,PTPN1,100
10287,GSK3B,-1,PTTG1,0
10288,GSK3B,-1,RBM38,0
10289,GSK3B,-1,RICTOR,0
10290,GSK3B,-1,ROR2,0
10291,GSK3B,-1,SCN2A,0
10292,GSK3B,-1,SFPQ,0
10293,GSK3B,-1,SIGIRR,0
10294,GSK3B,-1,SMAD4,0
10295,GSK3B,-1,SNAI1,100
10296,GSK3B,-1,SNAI2,0
10297,GSK3B,-1,SNCAIP,0
10298,GSK3B,-1,SOX10,100
10299,GSK3B,-1,SOX9,100
10300,GSK3B,-1,SPI1,100
10301,GSK3B,-1,SRC,0
10302,GSK3B,-1,SREBF1,0
10303,GSK3B,-1,STAT2,0
10304,GSK3B,-1,STK38,0
10305,GSK3B,-1,TCAP,0
10306,GSK3B,-1,TOP2A,0
10307,GSK3B,-1,TRAF6,0
10308,GSK3B,-1,UNG,0
10309,GSK3B,-1,VDAC1,0
10310,GSK3B,-1,WEE1,0
10311,GSK3B,-1,WT1,100
10312,GSK3B,-1,WWTR1,100
10313,GSK3B,-1,ZNF281,0
10314,GSK3B,-1,ZNF322,0
10315,GSK3B,1,ACLY,0
10316,GSK3B,1,AHR,0
10317,GSK3B,1,APBB1,0
10318,GSK3B,1,APC,0
10319,GSK3B,1,APC2,0
10320,GSK3B,1,ARHGAP31,0
10321,GSK3B,1,ATXN3,0
10322,GSK3B,1,AXIN1,0
10323,GSK3B,1,BAX,0
10324,GSK3B,1,BCL2L12,0
10325,GSK3B,1,BICD1,0
10326,GSK3B,1,BORA,0
10327,GSK3B,1,CAP1,0
10328,GSK3B,1,CCND1,0
10329,GSK3B,1,CDH1,0
10330,GSK3B,1,CDKN1B,0
10331,GSK3B,1,CEBPA,0
10332,GSK3B,1,CEBPB,0
10333,GSK3B,1,CIITA,0
10334,GSK3B,1,CRMP1,0
10335,GSK3B,1,CTTN,0
10336,GSK3B,1,CYCS,0
10337,GSK3B,1,DCX,0
10338,GSK3B,1,DNM1L,0
10339,GSK3B,1,DPYSL3,0
10340,GSK3B,1,DPYSL5,0
10341,GSK3B,1,DROSHA,0
10342,GSK3B,1,DZIP1,0
10343,GSK3B,1,ESR1,0
10344,GSK3B,1,ETS1,0
10345,GSK3B,1,FBXL21P,0
10346,GSK3B,1,FBXO4,0
10347,GSK3B,1,FGF14,0
10348,GSK3B,1,GLI1,0
10349,GSK3B,1,GLI3,0
10350,GSK3B,1,GLIS2,0
10351,GSK3B,1,H1_5,0
10352,GSK3B,1,HDAC3,0
10353,GSK3B,1,HDAC6,0
10354,GSK3B,1,IFNGR1,0
10355,GSK3B,1,IRF3,0
10356,GSK3B,1,KAT5,0
10357,GSK3B,1,KDM1A,0
10358,GSK3B,1,KLF6,0
10359,GSK3B,1,LRP6,0
10360,GSK3B,1,MAF,0
10361,GSK3B,1,MAFA,0
10362,GSK3B,1,MAFB,0
10363,GSK3B,1,MAP3K1,0
10364,GSK3B,1,MAP3K11,0
10365,GSK3B,1,MARK2,0
10366,GSK3B,1,MDM2,100
10367,GSK3B,1,MITF,100
10368,GSK3B,1,MYO1C,0
10369,GSK3B,1,NEUROD1,0
10370,GSK3B,1,NFKB1,0
10371,GSK3B,1,NFKB1_RELA,0
10372,GSK3B,1,NIFK,0
10373,GSK3B,1,NOTCH1,0
10374,GSK3B,1,NR1D1,0
10375,GSK3B,1,OGT,0
10376,GSK3B,1,OSBP2,0
10377,GSK3B,1,OTUD7B,0
10378,GSK3B,1,PAX3,0
10379,GSK3B,1,PPIF,0
10380,GSK3B,1,PPP1R2,0
10381,GSK3B,1,PRKCE,0
10382,GSK3B,1,RCAN1,0
10383,GSK3B,1,RELA,0
10384,GSK3B,1,RXRA,0
10385,GSK3B,1,SCN8A,0
10386,GSK3B,1,SIK1,0
10387,GSK3B,1,SMAD1,0
10388,GSK3B,1,SMAD3,0
10389,GSK3B,1,SMARCC2,0
10390,GSK3B,1,SMO,0
10391,GSK3B,1,SNRNP70,0
10392,GSK3B,1,SPAG5,0
10393,GSK3B,1,SRC,0
10394,GSK3B,1,STMN3,0
10395,GSK3B,1,SUFU,0
10396,GSK3B,1,TP53,0
10397,GSK3B,1,TP53BP1,0
10398,GSK3B,1,TSC2,0
10399,GSK3B,1,UBE2A,0
10400,GSK3B,1,USF1,0
10401,GSK3B,1,USF2,0
10402,GSK3B,1,XIAP,0
10403,GSK3B,1,ZBTB16,0
10404,GSK3B,1,ZC3HAV1,0
10405,GSK3B,1,ZHX1,0
10406,GSK3B,1,ZYX,0
10407,GSN,-1,CASP9,0
10408,GSN,1,ACTG1,0
10409,GSTM2,-1,RYR2,0
10410,GSTP1,1,TRAF2,0
10411,GTF2A1_GTF2A2,1,POLR2A_POLR2B_POLR2C_POLR2D_POLR2E_POLR2F_POLR2G_POLR2H_POLR2I_POLR2J_POLR2J2_POLR2J3_POLR2K_POLR2L_POLR2M_POLR2M,0
10412,GTF2A2,1,TBP,0
10413,GTF2B,1,FOXF2,0
10414,GTF2B,1,GTF2F1_GTF2F2,0
10415,GTF2E1_GTF2E2,1,CCNH_CDK7_ERCC2_ERCC3_GTF2H1_GTF2H2_GTF2H2C_2_GTF2H3_GTF2H4_GTF2H5_MNAT1,0
10416,GTF2F1_GTF2F2,1,POLR2A_POLR2B_POLR2C_POLR2D_POLR2E_POLR2F_POLR2G_POLR2H_POLR2I_POLR2J_POLR2J2_POLR2J3_POLR2K_POLR2L_POLR2M_POLR2M,0
10417,GTF2F2,1,GTF2F1,0
10418,GTF2F2,1,POLR2E,0
10419,GTF2H1,-1,E2F1,0
10420,GTF2H2,1,ESR1,0
10421,GTF2I,1,AEBP2_EED_EZH2_RBBP4_SUZ12,0
10422,GTF2I,1,ARID3A,0
10423,GTF2I,1,CCND1,0
10424,GTF2I,1,KDM1A,0
10425,GTF2I,1,PRRX1,0
10426,GTF2I,1,USF1,100
10427,GTF2I,1,USF2,100
10428,GTF3A,1,BDP1_BRF1_BRF2_TBP,0
10429,GTF3A,1,CRCP_POLR1C_POLR1D_POLR2E_POLR2F_POLR2H_POLR2K_POLR2L_POLR3A_POLR3B_POLR3C_POLR3D_POLR3E_POLR3F_POLR3G_POLR3H_POLR3K,0
10430,GTF3C1_GTF3C2_GTF3C3_GTF3C4_GTF3C5_GTF3C6,1,CRCP_POLR1C_POLR1D_POLR2E_POLR2F_POLR2H_POLR2K_POLR2L_POLR3A_POLR3B_POLR3C_POLR3D_POLR3E_POLR3F_POLR3G_POLR3H_POLR3K,0
10431,GTF3C4,1,H3C3,0
10432,GUCA2A,1,GUCY2C,0
10433,GUCA2B,1,GUCY2C,0
10434,GUCY1A2_GUCY1B2,-1,IDH2,0
10435,GXYLT1,1,NOTCH1,0
10436,GXYLT1,1,NOTCH2,0
10437,GXYLT2,1,NOTCH1,0
10438,GXYLT2,1,NOTCH2,0
10439,GYS1,1,CHEBI_58885_GYG1,0
10440,GYS1,1,CHEBI_58885_GYG2,0
10441,GYS2,1,CHEBI_58885_GYG1,0
10442,GYS2,1,CHEBI_58885_GYG2,0
10443,GZMA,-1,APEX1,0
10444,GZMA,-1,HMGB2,0
10445,GZMA,-1,SET,0
10446,GZMA,1,IL1B,0
10447,GZMB,-1,DFFA,0
10448,GZMB,-1,HAX1,0
10449,GZMB,1,BAD,0
10450,GZMB,1,BID,0
10451,GZMB,1,CASP3,0
10452,GZMB,1,CASP7,0
10453,GZMB,1,IGF2R,0
10454,GZMB,1,RAB3A,0
10455,GZMB,1,TUBA4B,0
10456,H1_2,-1,TP53BP1,0
10457,H1_2,1,LIG3,0
10458,H2AC16,1,RNF168,0
10459,H2AC16,1,SGO1,0
10460,H2AX,1,KAT2A,0
10461,H2AX,1,MCPH1,0
10462,H2AX,1,MDC1,0
10463,H2AX,1,TP53BP1,0
10464,H2AX_MDC1,1,ACTL6A,0
10465,H2AX_MDC1,1,BARD1,0
10466,H2AX_MDC1,1,BLM,0
10467,H2AX_MDC1,1,BRCA1,0
10468,H2AX_MDC1,1,NBN,0
10469,H2AX_MDC1,1,RNF8,0
10470,H3C13,1,TP53BP1,0
10471,H3C3,1,AURKB_BIRC5_CDCA8_INCENP,0
10472,H3_4,1,TP53BP1,0
10473,H4C6,1,BRD2,0
10474,H4C6,1,BRD4,0
10475,H4C6,1,BRDT,0
10476,H4C6,1,TP53BP1,0
10477,HABP4,-1,MEF2C,0
10478,HACD1,1,FASN,0
10479,HACD2,1,FASN,0
10480,HACD3,1,FASN,0
10481,HACD4,1,FASN,0
10482,HACE1,-1,CCND1,0
10483,HACE1,-1,OPTN,0
10484,HACE1,-1,RAC1,0
10485,HAP1,1,AHI1,0
10486,HAP1,1,KIF5C,0
10487,HAP1,1,NEUROD1,100
10488,HAS2,1,CD44,0
10489,HAS2,1,HMMR,0
10490,HASPIN,1,H3C3,0
10491,HASPIN,1,PLK1,0
10492,HAT1,-1,H4C6,0
10493,HAUS1_HAUS2_HAUS3_HAUS4_HAUS5_HAUS6_HAUS7_HAUS8,1,NEDD1,0
10494,HAUS6,1,NEDD1,0
10495,HAX1,-1,ATP2A2,0
10496,HBA1,1,CD163,0
10497,HBB,1,CD163,0
10498,HBEGF,1,EGFR,0
10499,HBEGF,1,ERBB4,0
10500,HBP1,-1,MYC,0
10501,HCFC1,-1,ZBTB17,0
10502,HCFC1,1,ASH2L_SETD1A_WDR5,0
10503,HCFC1,1,CREB3,0
10504,HCFC1_KANSL1_KANSL2_KANSL3_KAT8_MCRS1_OGT_PHF20_WDR5,-1,H4C6,0
10505,HCK,-1,TBK1,0
10506,HCK,1,ABL1,0
10507,HCK,1,ABL2,0
10508,HCK,1,ADAM15,0
10509,HCK,1,BCR,0
10510,HCK,1,CBL,0
10511,HCK,1,CSF3R,0
10512,HCK,1,ELMO1,0
10513,HCK,1,GLI1,0
10514,HCK,1,PIK3R1,0
10515,HCK,1,PLCG1,0
10516,HCK,1,PLCG2,0
10517,HCK,1,PTK2,0
10518,HCK,1,PTK2B,0
10519,HCK,1,PXN,0
10520,HCK,1,RAPGEF1,0
10521,HCK,1,SHC1,0
10522,HCK,1,STAT3,0
10523,HCK,1,STAT5B,0
10524,HCK,1,TRPV4,0
10525,HCK,1,WAS,0
10526,HCRT,1,HCRTR1,0
10527,HCRT,1,HCRTR2,0
10528,HCRTR1,1,GNA12,0
10529,HCRTR1,1,GNA14,0
10530,HCRTR1,1,GNA15,0
10531,HCRTR1,1,GNAI1,0
10532,HCRTR1,1,GNAI3,0
10533,HCRTR1,1,GNAO1,0
10534,HCRTR1,1,GNAQ,0
10535,HCRTR1,1,GNAZ,0
10536,HCRTR2,1,GNA13,0
10537,HCRTR2,1,GNA14,0
10538,HCRTR2,1,GNAI1,0
10539,HCRTR2,1,GNAI3,0
10540,HCRTR2,1,GNAO1,0
10541,HCRTR2,1,GNAQ,0
10542,HCRTR2,1,GNAZ,0
10543,HDAC1,-1,AR,0
10544,HDAC1,-1,MAFK,0
10545,HDAC1,-1,MYOD1,100
10546,HDAC1,-1,NFE2L2,100
10547,HDAC1,-1,NFKB1_RELA,0
10548,HDAC1,-1,RELA,100
10549,HDAC1,-1,TP53,0
10550,HDAC1,-1,YY1,100
10551,HDAC1,1,FLI1,0
10552,HDAC1,1,FOXO3,0
10553,HDAC1,1,GLI1,0
10554,HDAC1,1,GLI2,0
10555,HDAC1,1,TRIM28,0
10556,HDAC10,-1,TRIM28,0
10557,HDAC11,-1,BRD2,0
10558,HDAC1_KDM1A_RCOR1,-1,SCN1A,0
10559,HDAC1_KDM1A_RCOR1,-1,SCN3A,0
10560,HDAC1_KDM1A_RCOR1,-1,TAL1,0
10561,HDAC1_MORF4L1_PHF12_SIN3B,-1,H3C13,0
10562,HDAC1_MORF4L1_PHF12_SIN3B,-1,H3C3,0
10563,HDAC1_MORF4L1_PHF12_SIN3B,-1,H3Y1,0
10564,HDAC1_MORF4L1_PHF12_SIN3B,-1,H3Y2,0
10565,HDAC1_MORF4L1_PHF12_SIN3B,-1,H3_3B,0
10566,HDAC1_MORF4L1_PHF12_SIN3B,-1,H3_4,0
10567,HDAC1_MORF4L1_PHF12_SIN3B,-1,H3_5,0
10568,HDAC2,-1,CCND1,0
10569,HDAC2,-1,CIITA,0
10570,HDAC2,-1,H2AZ1,0
10571,HDAC2,-1,H2BC11,0
10572,HDAC2,-1,H3C3,0
10573,HDAC2,-1,H4C6,0
10574,HDAC2,-1,NFE2L2,0
10575,HDAC2,-1,YY1,0
10576,HDAC2,1,STAT3,0
10577,HDAC2,1,ZNF318,0
10578,HDAC3,-1,CREBBP,0
10579,HDAC3,-1,H3C3,0
10580,HDAC3,-1,H4C6,0
10581,HDAC3,-1,MAFK,0
10582,HDAC3,-1,NFE2L2,0
10583,HDAC3,-1,PAG1,0
10584,HDAC3,-1,RELA,0
10585,HDAC3,-1,YY1,0
10586,HDAC3,1,CDKN1A,0
10587,HDAC3,1,E2F1,0
10588,HDAC3,1,E2F1_HDAC1_SMAD7,0
10589,HDAC3,1,FASN,0
10590,HDAC3,1,HDAC1,0
10591,HDAC3,1,SMAD7,0
10592,HDAC3,1,TRIM28,0
10593,HDAC4,-1,CDKN1A,0
10594,HDAC4,-1,MEF2A,0
10595,HDAC4,-1,MEF2C,0
10596,HDAC4,-1,MEF2D,0
10597,HDAC4,-1,RUNX2,0
10598,HDAC5,-1,MEF2A,0
10599,HDAC5,-1,MEF2C,0
10600,HDAC5,-1,MEF2D,0
10601,HDAC5,-1,RUNX2,0
10602,HDAC6,-1,ELAVL1,0
10603,HDAC6,-1,TUBA4B,0
10604,HDAC6,1,CTTN,0
10605,HDAC6,1,HSP90AA1,0
10606,HDAC6,1,HSP90B1,0
10607,HDAC6,1,SRSF2,0
10608,HDAC7,-1,PLAG1,0
10609,HDAC7,-1,PLAGL2,0
10610,HDAC8,-1,TP53,0
10611,HDAC8,1,SMG5,0
10612,HDAC9,-1,MEF2C,0
10613,HDC,1,HRH1,0
10614,HDC,1,HRH2,0
10615,HDC,1,HRH3,0
10616,HDC,1,HRH4,0
10617,HDLBP,1,BRCA1,100
10618,HDLBP,1,CTCF,100
10619,HDLBP,1,RAD51,0
10620,HEBP1,1,FPR3,0
10621,HECTD1,-1,HSP90AA1,0
10622,HECTD2,-1,PIAS1,0
10623,HECTD3,-1,CASP8,0
10624,HECTD3,-1,CASP9,0
10625,HECTD3,-1,RAF1,0
10626,HECTD3,-1,STX8,0
10627,HECTD3,-1,TRIOBP,0
10628,HECTD3,1,MALT1,0
10629,HECTD4,-1,AR,0
10630,HECTD4,-1,MYC,0
10631,HECW1,-1,DVL1,0
10632,HECW2,1,AMOTL1,0
10633,HECW2,1,PIK3CA_PIK3R1,0
10634,HECW2,1,TP73,0
10635,HELLS,-1,HOXC6,0
10636,HELLS,-1,HOXC8,0
10637,HELLS,1,DNMT1,0
10638,HELLS,1,DNMT3L,0
10639,HERC1,-1,PSMC5,0
10640,HERC2,-1,BRCA1,0
10641,HERC2,-1,NEURL4,0
10642,HERC2,-1,USP20,0
10643,HERC2,-1,XPA,0
10644,HERC2,1,RNF168,0
10645,HERC2,1,RNF8,0
10646,HERC3,-1,RELA,0
10647,HERC4,-1,SMO,0
10648,HERC5,1,NME2,0
10649,HERPUD1,1,HSPA5,0
10650,HES1,-1,NOTCH1_NOTCH2_RBPJ,0
10651,HES1,-1,NOTCH1_NOTCH3_RBPJ,0
10652,HES1,-1,NOTCH1_NOTCH4_RBPJ,0
10653,HES1,-1,NOTCH1_RBPJ,0
10654,HES1,-1,NR3C1,0
10655,HES5,-1,ATOH1,0
10656,HEXIM1,-1,CCNT1_CDK9,0
10657,HEXIM1,1,KDM5B,0
10658,HGF,1,MET,0
10659,HGS,1,SMAD2,0
10660,HGS,1,ZFYVE9,0
10661,HHAT,1,SHH,0
10662,HIC1,-1,STAT3,0
10663,HIC1,1,SIRT1,0
10664,HIF1A,1,BNIP3,0
10665,HIF1AN,-1,EP300,0
10666,HIF1AN,-1,EPAS1,0
10667,HIF1AN,-1,HIF1A,0
10668,HIF1AN,-1,NOTCH1,0
10669,HINFP,1,ATM,0
10670,HINFP,1,CKS2,0
10671,HINFP,1,H4C6,0
10672,HINFP,1,PRKDC,0
10673,HIPK1,-1,DAXX,0
10674,HIPK1,-1,MYB,0
10675,HIPK1,1,PAGE4,0
10676,HIPK2,-1,AATF,0
10677,HIPK2,-1,BCHE,0
10678,HIPK2,-1,CTBP1,0
10679,HIPK2,-1,DAZAP2,0
10680,HIPK2,-1,HDAC3,0
10681,HIPK2,-1,HMGA1,76.5432098765432
10682,HIPK2,-1,MDM2,0
10683,HIPK2,-1,MEF2C,0
10684,HIPK2,-1,PPM1D,0
10685,HIPK2,-1,TCF3,76.5432098765432
10686,HIPK2,-1,ZBTB4,0
10687,HIPK2,1,CBX4,0
10688,HIPK2,1,CDKN1B,0
10689,HIPK2,1,CREB1,0
10690,HIPK2,1,CREBBP,0
10691,HIPK2,1,DAXX,0
10692,HIPK2,1,EP300,0
10693,HIPK2,1,FOXM1,0
10694,HIPK2,1,MECP2,0
10695,HIPK2,1,NLK,0
10696,HIPK2,1,PAX6,0
10697,HIPK2,1,PML,0
10698,HIPK2,1,SKI,0
10699,HIPK2,1,SMAD1,0
10700,HIPK2,1,TP53,0
10701,HIPK3,-1,FADD,0
10702,HIPK3,1,AR,0
10703,HIPK3,1,HSF1,0
10704,HIPK4,1,TP53,0
10705,HJURP,1,CENPA,0
10706,HLA_A,1,KIR2DL1,0
10707,HLA_A,1,KIR2DL2,0
10708,HLA_A,1,KIR2DL3,0
10709,HLA_A,1,KIR2DS2,0
10710,HLA_A,1,KIR2DS4,0
10711,HLA_A,1,KIR3DL1,0
10712,HLA_A,1,KIR3DL2,0
10713,HLA_A,1,KLRD1,0
10714,HLA_B,1,KIR2DL1,0
10715,HLA_B,1,KIR2DL3,0
10716,HLA_B,1,KIR3DL1,0
10717,HLA_B,1,KIR3DL2,0
10718,HLA_B,1,KIR3DS1,0
10719,HLA_B,1,KLRD1,0
10720,HLA_C,1,KIR2DL1,0
10721,HLA_C,1,KIR2DL2,0
10722,HLA_C,1,KIR2DL3,0
10723,HLA_C,1,KIR2DL5A,0
10724,HLA_C,1,KIR2DS1,0
10725,HLA_C,1,KIR2DS2,0
10726,HLA_C,1,KIR2DS4,0
10727,HLA_C,1,KIR2DS5,0
10728,HLA_C,1,KIR3DL1,0
10729,HLA_C,1,KLRD1,0
10730,HLA_E,1,KIR3DL1,0
10731,HLA_E,1,KLRC1,0
10732,HLA_E,1,KLRC2,0
10733,HLA_E,1,KLRD1,0
10734,HLA_F,1,KIR3DL1,0
10735,HLA_F,1,KIR3DL2,0
10736,HLA_G,1,KIR2DL4,0
10737,HLA_G,1,KIR3DL1,0
10738,HLA_G,1,KLRC1,0
10739,HLA_G,1,KLRD1,0
10740,HLA_G,1,LILRB1,0
10741,HLTF,-1,PCNA,0
10742,HMGA1,1,POU3F1,0
10743,HMGA2,-1,E4F1,0
10744,HMGA2,1,ATM,0
10745,HMGB1,-1,BECN1,0
10746,HMGB1,-1,TLR9,0
10747,HMGB1,1,AGER,0
10748,HMGB1,1,HOXB1,0
10749,HMGB1,1,HOXB3,0
10750,HMGB1,1,HOXC6,0
10751,HMGB1,1,HOXD10,0
10752,HMGB1,1,HOXD11,0
10753,HMGB1,1,HOXD3,0
10754,HMGB1,1,HOXD9,0
10755,HMGB1,1,TLR2,0
10756,HMGB1,1,TLR4,0
10757,HMGB2,1,POU2F1,0
10758,HMGB2,1,POU2F2,0
10759,HMGB2,1,POU3F1,0
10760,HMGN1,-1,PBRM1,0
10761,HMGN1,1,ATM,0
10762,HMGN1,1,KAT2B,0
10763,HMGN1,1,TRRAP,0
10764,HMGN2,-1,PBRM1,0
10765,HMOX1,-1,HBA1,0
10766,HMOX2,-1,HBA1,0
10767,HNF1A,1,ESR1,0
10768,HNF1B,-1,DPP4,0
10769,HNF1B,1,ATF1,0
10770,HNF1B,1,CREB1,0
10771,HNF4A,1,APOA1,0
10772,HNF4A,1,F2,0
10773,HNF4A,1,G6PC1,0
10774,HNF4A,1,TTR,0
10775,HNRNPA0,1,GADD45A,0
10776,HNRNPD,-1,GADD45A,0
10777,HNRNPH1,-1,TERF2,0
10778,HNRNPH1,1,SRC,0
10779,HNRNPH2,-1,TERF2,0
10780,HNRNPK,-1,ALOX15,0
10781,HNRNPK,-1,AR,0
10782,HNRNPK,-1,SPN,0
10783,HNRNPK,-1,TK1,0
10784,HNRNPK,1,CDKN1A,0
10785,HNRNPK,1,EIF4E,0
10786,HNRNPK,1,MDM2,0
10787,HNRNPK,1,MYC,0
10788,HNRNPK,1,TP53,0
10789,HNRNPU,1,TNF,0
10790,HOMER1,1,SHANK1,0
10791,HOMER1,1,TRPC3,0
10792,HOMER2,1,RYR1,0
10793,HOOK1,-1,PTPN11,0
10794,HOOK2,1,CNTRL,0
10795,HOOK3,-1,MARCO,0
10796,HOOK3,-1,MSR1,0
10797,HOXA10,1,FOXO1,0
10798,HOXA5,1,TP53,0
10799,HOXA9,1,MEIS1,0
10800,HOXB7,1,PRKDC,0
10801,HOXB8,1,PBX1,0
10802,HOXB8,1,PBX3,0
10803,HOXD10,1,MEIS1,0
10804,HOXD11,1,MEIS1,0
10805,HOXD12,-1,MAF,0
10806,HOXD12,-1,MAFB,0
10807,HOXD12,-1,MAFF,0
10808,HOXD12,-1,MAFG,0
10809,HOXD12,-1,MAFK,0
10810,HOXD12,1,MEIS1,0
10811,HOXD13,1,MEIS1,0
10812,HOXD9,1,MEIS1,0
10813,HP,-1,HBA1,0
10814,HP,-1,HBB,0
10815,HP,1,APOA1,0
10816,HPCA,1,NAIP,0
10817,HPN,1,F7,0
10818,HPS1_HPS4,1,RAB32,0
10819,HPS1_HPS4,1,RAB38,0
10820,HPS3_HPS5_HPS6,1,KIF13A,0
10821,HRAS,1,ARAF,0
10822,HRAS,1,ARHGEF6,0
10823,HRAS,1,BRAF,0
10824,HRAS,1,PIK3CA,0
10825,HRAS,1,PIK3CA_PIK3R1,0
10826,HRAS,1,PIK3CB,0
10827,HRAS,1,PIK3CD,0
10828,HRAS,1,PIK3CG,0
10829,HRAS,1,PLCE1,0
10830,HRAS,1,RAF1,0
10831,HRAS,1,SDC2,0
10832,HRAS,1,SHC1,0
10833,HRAS,1,TIAM1,0
10834,HRC,-1,ATP2A2,0
10835,HRG,1,ERBB3,0
10836,HRH1,1,GNA14,0
10837,HRH1,1,GNAI1,0
10838,HRH1,1,GNAI3,0
10839,HRH1,1,GNAL,0
10840,HRH1,1,GNAO1,0
10841,HRH1,1,GNAQ,0
10842,HRH1,1,GNAS,0
10843,HRH1,1,GNAZ,0
10844,HRH2,1,GNA14,0
10845,HRH2,1,GNAI1,0
10846,HRH2,1,GNAI3,0
10847,HRH2,1,GNAL,0
10848,HRH2,1,GNAO1,0
10849,HRH2,1,GNAQ,0
10850,HRH2,1,GNAS,0
10851,HRH2,1,GNAZ,0
10852,HRH3,1,GNAI1,0
10853,HRH3,1,GNAI3,0
10854,HRH3,1,GNAO1,0
10855,HRH4,1,GNAI1,0
10856,HRH4,1,GNAI3,0
10857,HRK,-1,BCL2,0
10858,HRK,-1,BCL2L1,0
10859,HSBP1,-1,HSF1,0
