,Node1,Sign,Node2,Weight
35109,RPS27A_UBE2Z,1,DZIP3,0
35110,RPS27A_UBE2Z,1,FANCL,0
35111,RPS27A_UBE2Z,1,G2E3,0
35112,RPS27A_UBE2Z,1,HACE1,0
35113,RPS27A_UBE2Z,1,HECTD1,0
35114,RPS27A_UBE2Z,1,HECTD2,0
35115,RPS27A_UBE2Z,1,HECTD3,0
35116,RPS27A_UBE2Z,1,HECTD4,0
35117,RPS27A_UBE2Z,1,HECW1,0
35118,RPS27A_UBE2Z,1,HECW2,0
35119,RPS27A_UBE2Z,1,HERC1,0
35120,RPS27A_UBE2Z,1,HERC2,0
35121,RPS27A_UBE2Z,1,HERC3,0
35122,RPS27A_UBE2Z,1,HERC4,0
35123,RPS27A_UBE2Z,1,HERC5,0
35124,RPS27A_UBE2Z,1,HERC6,0
35125,RPS27A_UBE2Z,1,HLTF,0
35126,RPS27A_UBE2Z,1,HUWE1,0
35127,RPS27A_UBE2Z,1,IHO1,0
35128,RPS27A_UBE2Z,1,IRF2BP1,0
35129,RPS27A_UBE2Z,1,IRF2BP2,0
35130,RPS27A_UBE2Z,1,IRF2BPL,0
35131,RPS27A_UBE2Z,1,ITCH,0
35132,RPS27A_UBE2Z,1,KCMF1,0
35133,RPS27A_UBE2Z,1,KMT2C,0
35134,RPS27A_UBE2Z,1,KMT2D,0
35135,RPS27A_UBE2Z,1,LNX1,0
35136,RPS27A_UBE2Z,1,LNX2,0
35137,RPS27A_UBE2Z,1,LONRF1,0
35138,RPS27A_UBE2Z,1,LONRF2,0
35139,RPS27A_UBE2Z,1,LONRF3,0
35140,RPS27A_UBE2Z,1,LRSAM1,0
35141,RPS27A_UBE2Z,1,LTN1,0
35142,RPS27A_UBE2Z,1,MAEA,0
35143,RPS27A_UBE2Z,1,MAP3K1,0
35144,RPS27A_UBE2Z,1,MARCHF1,0
35145,RPS27A_UBE2Z,1,MARCHF10,0
35146,RPS27A_UBE2Z,1,MARCHF11,0
35147,RPS27A_UBE2Z,1,MARCHF2,0
35148,RPS27A_UBE2Z,1,MARCHF3,0
35149,RPS27A_UBE2Z,1,MARCHF4,0
35150,RPS27A_UBE2Z,1,MARCHF5,0
35151,RPS27A_UBE2Z,1,MARCHF6,0
35152,RPS27A_UBE2Z,1,MARCHF7,0
35153,RPS27A_UBE2Z,1,MARCHF8,0
35154,RPS27A_UBE2Z,1,MARCHF9,0
35155,RPS27A_UBE2Z,1,MDM2,0
35156,RPS27A_UBE2Z,1,MDM4,0
35157,RPS27A_UBE2Z,1,MECOM,0
35158,RPS27A_UBE2Z,1,MEX3A,0
35159,RPS27A_UBE2Z,1,MEX3B,0
35160,RPS27A_UBE2Z,1,MEX3C,0
35161,RPS27A_UBE2Z,1,MEX3D,0
35162,RPS27A_UBE2Z,1,MGRN1,0
35163,RPS27A_UBE2Z,1,MIB1,0
35164,RPS27A_UBE2Z,1,MIB2,0
35165,RPS27A_UBE2Z,1,MID1,0
35166,RPS27A_UBE2Z,1,MID2,0
35167,RPS27A_UBE2Z,1,MKRN1,0
35168,RPS27A_UBE2Z,1,MKRN2,0
35169,RPS27A_UBE2Z,1,MKRN3,0
35170,RPS27A_UBE2Z,1,MKRN4P,0
35171,RPS27A_UBE2Z,1,MNAT1,0
35172,RPS27A_UBE2Z,1,MUL1,0
35173,RPS27A_UBE2Z,1,MYCBP2,0
35174,RPS27A_UBE2Z,1,MYLIP,0
35175,RPS27A_UBE2Z,1,NEDD4,0
35176,RPS27A_UBE2Z,1,NEDD4L,0
35177,RPS27A_UBE2Z,1,NEURL1,0
35178,RPS27A_UBE2Z,1,NEURL1B,0
35179,RPS27A_UBE2Z,1,NEURL3,0
35180,RPS27A_UBE2Z,1,NFX1,0
35181,RPS27A_UBE2Z,1,NFXL1,0
35182,RPS27A_UBE2Z,1,NHLRC1,0
35183,RPS27A_UBE2Z,1,NSMCE1,0
35184,RPS27A_UBE2Z,1,OBI1,0
35185,RPS27A_UBE2Z,1,PCGF1,0
35186,RPS27A_UBE2Z,1,PCGF2,0
35187,RPS27A_UBE2Z,1,PCGF3,0
35188,RPS27A_UBE2Z,1,PCGF5,0
35189,RPS27A_UBE2Z,1,PCGF6,0
35190,RPS27A_UBE2Z,1,PDZRN3,0
35191,RPS27A_UBE2Z,1,PDZRN4,0
35192,RPS27A_UBE2Z,1,PEX10,0
35193,RPS27A_UBE2Z,1,PEX12,0
35194,RPS27A_UBE2Z,1,PEX2,0
35195,RPS27A_UBE2Z,1,PHF7,0
35196,RPS27A_UBE2Z,1,PHRF1,0
35197,RPS27A_UBE2Z,1,PJA1,0
35198,RPS27A_UBE2Z,1,PJA2,0
35199,RPS27A_UBE2Z,1,PLAG1,0
35200,RPS27A_UBE2Z,1,PLAGL1,0
35201,RPS27A_UBE2Z,1,PML,0
35202,RPS27A_UBE2Z,1,PPCDC,0
35203,RPS27A_UBE2Z,1,PRKN,0
35204,RPS27A_UBE2Z,1,RAD18,0
35205,RPS27A_UBE2Z,1,RAG1,0
35206,RPS27A_UBE2Z,1,RAPSN,0
35207,RPS27A_UBE2Z,1,RBBP6,0
35208,RPS27A_UBE2Z,1,RBCK1,0
35209,RPS27A_UBE2Z,1,RBX1,0
35210,RPS27A_UBE2Z,1,RC3H1,0
35211,RPS27A_UBE2Z,1,RC3H2,0
35212,RPS27A_UBE2Z,1,RCHY1,0
35213,RPS27A_UBE2Z,1,RFFL,0
35214,RPS27A_UBE2Z,1,RFPL1,0
35215,RPS27A_UBE2Z,1,RFPL2,0
35216,RPS27A_UBE2Z,1,RFPL3,0
35217,RPS27A_UBE2Z,1,RFPL4A,0
35218,RPS27A_UBE2Z,1,RFPL4AL1,0
35219,RPS27A_UBE2Z,1,RFPL4B,0
35220,RPS27A_UBE2Z,1,RFWD3,0
35221,RPS27A_UBE2Z,1,RING1,0
35222,RPS27A_UBE2Z,1,RLF,0
35223,RPS27A_UBE2Z,1,RLIM,0
35224,RPS27A_UBE2Z,1,RMND5A,0
35225,RPS27A_UBE2Z,1,RMND5B,0
35226,RPS27A_UBE2Z,1,RNF10,0
35227,RPS27A_UBE2Z,1,RNF103,0
35228,RPS27A_UBE2Z,1,RNF11,0
35229,RPS27A_UBE2Z,1,RNF111,0
35230,RPS27A_UBE2Z,1,RNF112,0
35231,RPS27A_UBE2Z,1,RNF113A,0
35232,RPS27A_UBE2Z,1,RNF113B,0
35233,RPS27A_UBE2Z,1,RNF114,0
35234,RPS27A_UBE2Z,1,RNF115,0
35235,RPS27A_UBE2Z,1,RNF121,0
35236,RPS27A_UBE2Z,1,RNF122,0
35237,RPS27A_UBE2Z,1,RNF123,0
35238,RPS27A_UBE2Z,1,RNF125,0
35239,RPS27A_UBE2Z,1,RNF126,0
35240,RPS27A_UBE2Z,1,RNF128,0
35241,RPS27A_UBE2Z,1,RNF130,0
35242,RPS27A_UBE2Z,1,RNF133,0
35243,RPS27A_UBE2Z,1,RNF135,0
35244,RPS27A_UBE2Z,1,RNF138,0
35245,RPS27A_UBE2Z,1,RNF139,0
35246,RPS27A_UBE2Z,1,RNF14,0
35247,RPS27A_UBE2Z,1,RNF141,0
35248,RPS27A_UBE2Z,1,RNF144A,0
35249,RPS27A_UBE2Z,1,RNF144B,0
35250,RPS27A_UBE2Z,1,RNF145,0
35251,RPS27A_UBE2Z,1,RNF146,0
35252,RPS27A_UBE2Z,1,RNF148,0
35253,RPS27A_UBE2Z,1,RNF149,0
35254,RPS27A_UBE2Z,1,RNF150,0
35255,RPS27A_UBE2Z,1,RNF151,0
35256,RPS27A_UBE2Z,1,RNF152,0
35257,RPS27A_UBE2Z,1,RNF157,0
35258,RPS27A_UBE2Z,1,RNF166,0
35259,RPS27A_UBE2Z,1,RNF167,0
35260,RPS27A_UBE2Z,1,RNF168,0
35261,RPS27A_UBE2Z,1,RNF169,0
35262,RPS27A_UBE2Z,1,RNF17,0
35263,RPS27A_UBE2Z,1,RNF170,0
35264,RPS27A_UBE2Z,1,RNF175,0
35265,RPS27A_UBE2Z,1,RNF180,0
35266,RPS27A_UBE2Z,1,RNF181,0
35267,RPS27A_UBE2Z,1,RNF182,0
35268,RPS27A_UBE2Z,1,RNF183,0
35269,RPS27A_UBE2Z,1,RNF185,0
35270,RPS27A_UBE2Z,1,RNF186,0
35271,RPS27A_UBE2Z,1,RNF187,0
35272,RPS27A_UBE2Z,1,RNF19A,0
35273,RPS27A_UBE2Z,1,RNF19B,0
35274,RPS27A_UBE2Z,1,RNF2,0
35275,RPS27A_UBE2Z,1,RNF20,0
35276,RPS27A_UBE2Z,1,RNF207,0
35277,RPS27A_UBE2Z,1,RNF208,0
35278,RPS27A_UBE2Z,1,RNF212,0
35279,RPS27A_UBE2Z,1,RNF212B,0
35280,RPS27A_UBE2Z,1,RNF213,0
35281,RPS27A_UBE2Z,1,RNF214,0
35282,RPS27A_UBE2Z,1,RNF215,0
35283,RPS27A_UBE2Z,1,RNF216,0
35284,RPS27A_UBE2Z,1,RNF217,0
35285,RPS27A_UBE2Z,1,RNF220,0
35286,RPS27A_UBE2Z,1,RNF222,0
35287,RPS27A_UBE2Z,1,RNF223,0
35288,RPS27A_UBE2Z,1,RNF224,0
35289,RPS27A_UBE2Z,1,RNF225,0
35290,RPS27A_UBE2Z,1,RNF24,0
35291,RPS27A_UBE2Z,1,RNF25,0
35292,RPS27A_UBE2Z,1,RNF26,0
35293,RPS27A_UBE2Z,1,RNF31,0
35294,RPS27A_UBE2Z,1,RNF32,0
35295,RPS27A_UBE2Z,1,RNF34,0
35296,RPS27A_UBE2Z,1,RNF38,0
35297,RPS27A_UBE2Z,1,RNF39,0
35298,RPS27A_UBE2Z,1,RNF4,0
35299,RPS27A_UBE2Z,1,RNF40,0
35300,RPS27A_UBE2Z,1,RNF41,0
35301,RPS27A_UBE2Z,1,RNF43,0
35302,RPS27A_UBE2Z,1,RNF44,0
35303,RPS27A_UBE2Z,1,RNF5,0
35304,RPS27A_UBE2Z,1,RNF6,0
35305,RPS27A_UBE2Z,1,RNF7,0
35306,RPS27A_UBE2Z,1,RNF8,0
35307,RPS27A_UBE2Z,1,RNFT1,0
35308,RPS27A_UBE2Z,1,RNFT2,0
35309,RPS27A_UBE2Z,1,RSPRY1,0
35310,RPS27A_UBE2Z,1,SCAF11,0
35311,RPS27A_UBE2Z,1,SH3RF1,0
35312,RPS27A_UBE2Z,1,SH3RF2,0
35313,RPS27A_UBE2Z,1,SH3RF3,0
35314,RPS27A_UBE2Z,1,SHPRH,0
35315,RPS27A_UBE2Z,1,SIAH1,0
35316,RPS27A_UBE2Z,1,SIAH2,0
35317,RPS27A_UBE2Z,1,SIAH3,0
35318,RPS27A_UBE2Z,1,SMURF1,0
35319,RPS27A_UBE2Z,1,SMURF2,0
35320,RPS27A_UBE2Z,1,SYVN1,0
35321,RPS27A_UBE2Z,1,TMEM129,0
35322,RPS27A_UBE2Z,1,TOPORS,0
35323,RPS27A_UBE2Z,1,TRAF2,0
35324,RPS27A_UBE2Z,1,TRAF3,0
35325,RPS27A_UBE2Z,1,TRAF4,0
35326,RPS27A_UBE2Z,1,TRAF5,0
35327,RPS27A_UBE2Z,1,TRAF6,0
35328,RPS27A_UBE2Z,1,TRAF7,0
35329,RPS27A_UBE2Z,1,TRAIP,0
35330,RPS27A_UBE2Z,1,TRIM10,0
35331,RPS27A_UBE2Z,1,TRIM11,0
35332,RPS27A_UBE2Z,1,TRIM13,0
35333,RPS27A_UBE2Z,1,TRIM15,0
35334,RPS27A_UBE2Z,1,TRIM17,0
35335,RPS27A_UBE2Z,1,TRIM2,0
35336,RPS27A_UBE2Z,1,TRIM21,0
35337,RPS27A_UBE2Z,1,TRIM22,0
35338,RPS27A_UBE2Z,1,TRIM23,0
35339,RPS27A_UBE2Z,1,TRIM24,0
35340,RPS27A_UBE2Z,1,TRIM25,0
35341,RPS27A_UBE2Z,1,TRIM26,0
35342,RPS27A_UBE2Z,1,TRIM27,0
35343,RPS27A_UBE2Z,1,TRIM3,0
35344,RPS27A_UBE2Z,1,TRIM31,0
35345,RPS27A_UBE2Z,1,TRIM32,0
35346,RPS27A_UBE2Z,1,TRIM33,0
35347,RPS27A_UBE2Z,1,TRIM34,0
35348,RPS27A_UBE2Z,1,TRIM35,0
35349,RPS27A_UBE2Z,1,TRIM36,0
35350,RPS27A_UBE2Z,1,TRIM37,0
35351,RPS27A_UBE2Z,1,TRIM38,0
35352,RPS27A_UBE2Z,1,TRIM39,0
35353,RPS27A_UBE2Z,1,TRIM4,0
35354,RPS27A_UBE2Z,1,TRIM40,0
35355,RPS27A_UBE2Z,1,TRIM41,0
35356,RPS27A_UBE2Z,1,TRIM42,0
35357,RPS27A_UBE2Z,1,TRIM43,0
35358,RPS27A_UBE2Z,1,TRIM43B,0
35359,RPS27A_UBE2Z,1,TRIM45,0
35360,RPS27A_UBE2Z,1,TRIM46,0
35361,RPS27A_UBE2Z,1,TRIM47,0
35362,RPS27A_UBE2Z,1,TRIM48,0
35363,RPS27A_UBE2Z,1,TRIM49,0
35364,RPS27A_UBE2Z,1,TRIM49B,0
35365,RPS27A_UBE2Z,1,TRIM49C,0
35366,RPS27A_UBE2Z,1,TRIM49D2,0
35367,RPS27A_UBE2Z,1,TRIM5,0
35368,RPS27A_UBE2Z,1,TRIM50,0
35369,RPS27A_UBE2Z,1,TRIM51,0
35370,RPS27A_UBE2Z,1,TRIM52,0
35371,RPS27A_UBE2Z,1,TRIM54,0
35372,RPS27A_UBE2Z,1,TRIM55,0
35373,RPS27A_UBE2Z,1,TRIM56,0
35374,RPS27A_UBE2Z,1,TRIM58,0
35375,RPS27A_UBE2Z,1,TRIM59,0
35376,RPS27A_UBE2Z,1,TRIM6,0
35377,RPS27A_UBE2Z,1,TRIM60,0
35378,RPS27A_UBE2Z,1,TRIM61,0
35379,RPS27A_UBE2Z,1,TRIM62,0
35380,RPS27A_UBE2Z,1,TRIM63,0
35381,RPS27A_UBE2Z,1,TRIM64,0
35382,RPS27A_UBE2Z,1,TRIM64B,0
35383,RPS27A_UBE2Z,1,TRIM64C,0
35384,RPS27A_UBE2Z,1,TRIM65,0
35385,RPS27A_UBE2Z,1,TRIM67,0
35386,RPS27A_UBE2Z,1,TRIM68,0
35387,RPS27A_UBE2Z,1,TRIM69,0
35388,RPS27A_UBE2Z,1,TRIM7,0
35389,RPS27A_UBE2Z,1,TRIM71,0
35390,RPS27A_UBE2Z,1,TRIM72,0
35391,RPS27A_UBE2Z,1,TRIM73,0
35392,RPS27A_UBE2Z,1,TRIM74,0
35393,RPS27A_UBE2Z,1,TRIM75,0
35394,RPS27A_UBE2Z,1,TRIM77,0
35395,RPS27A_UBE2Z,1,TRIM8,0
35396,RPS27A_UBE2Z,1,TRIM9,0
35397,RPS27A_UBE2Z,1,TRIML1,0
35398,RPS27A_UBE2Z,1,TRIP12,0
35399,RPS27A_UBE2Z,1,TTC3,0
35400,RPS27A_UBE2Z,1,UBE3A,0
35401,RPS27A_UBE2Z,1,UBE3B,0
35402,RPS27A_UBE2Z,1,UBE3C,0
35403,RPS27A_UBE2Z,1,UBE4A,0
35404,RPS27A_UBE2Z,1,UBE4B,0
35405,RPS27A_UBE2Z,1,UBOX5,0
35406,RPS27A_UBE2Z,1,UBR5,0
35407,RPS27A_UBE2Z,1,UHRF1,0
35408,RPS27A_UBE2Z,1,UHRF2,0
35409,RPS27A_UBE2Z,1,UNK,0
35410,RPS27A_UBE2Z,1,UNKL,0
35411,RPS27A_UBE2Z,1,VPS11,0
35412,RPS27A_UBE2Z,1,VPS18,0
35413,RPS27A_UBE2Z,1,VPS41,0
35414,RPS27A_UBE2Z,1,VPS8,0
35415,RPS27A_UBE2Z,1,WDR59,0
35416,RPS27A_UBE2Z,1,WDSUB1,0
35417,RPS27A_UBE2Z,1,WWP1,0
35418,RPS27A_UBE2Z,1,WWP2,0
35419,RPS27A_UBE2Z,1,XIAP,0
35420,RPS27A_UBE2Z,1,ZBTB12,0
35421,RPS27A_UBE2Z,1,ZFPL1,0
35422,RPS27A_UBE2Z,1,ZNF341,0
35423,RPS27A_UBE2Z,1,ZNF511,0
35424,RPS27A_UBE2Z,1,ZNF521,0
35425,RPS27A_UBE2Z,1,ZNF598,0
35426,RPS27A_UBE2Z,1,ZNRF1,0
35427,RPS27A_UBE2Z,1,ZNRF2,0
35428,RPS27A_UBE2Z,1,ZNRF3,0
35429,RPS27A_UBE2Z,1,ZNRF4,0
35430,RPS27A_UBE2Z,1,ZSWIM2,0
35431,RPS27A_UBE2Z,1,ZXDC,0
35432,RPS6KA1,-1,BAD,0
35433,RPS6KA1,-1,CDC25A,0
35434,RPS6KA1,-1,CDC34,0
35435,RPS6KA1,-1,CIC,0
35436,RPS6KA1,-1,DAPK1,0
35437,RPS6KA1,-1,DEPTOR,0
35438,RPS6KA1,-1,EEF2K,0
35439,RPS6KA1,-1,H3_3B,0
35440,RPS6KA1,-1,IRS1,0
35441,RPS6KA1,-1,METTL1,0
35442,RPS6KA1,-1,MITF,9.87654320987654
35443,RPS6KA1,-1,MXD1,0
35444,RPS6KA1,-1,OSTF1,0
35445,RPS6KA1,-1,SENP2,0
35446,RPS6KA1,-1,STK11,9.87654320987654
35447,RPS6KA1,-1,TSC1_TSC2,0
35448,RPS6KA1,-1,TSC2,0
35449,RPS6KA1,-1,VASP,0
35450,RPS6KA1,-1,ZFP36L1,0
35451,RPS6KA1,1,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR,0
35452,RPS6KA1,1,CCT2,0
35453,RPS6KA1,1,CDC25B,0
35454,RPS6KA1,1,CDKN1B,0
35455,RPS6KA1,1,CREB1,0
35456,RPS6KA1,1,EIF4B,0
35457,RPS6KA1,1,ESR1,0
35458,RPS6KA1,1,ETV1,0
35459,RPS6KA1,1,FLNA,0
35460,RPS6KA1,1,FOS,9.87654320987654
35461,RPS6KA1,1,GSK3B,0
35462,RPS6KA1,1,L1CAM,0
35463,RPS6KA1,1,MAGI1,0
35464,RPS6KA1,1,NFKBIA,0
35465,RPS6KA1,1,NHERF1,0
35466,RPS6KA1,1,NR4A1,0
35467,RPS6KA1,1,PPP1R3A,0
35468,RPS6KA1,1,RANBP3,0
35469,RPS6KA1,1,RPS6,0
35470,RPS6KA1,1,RPTOR,0
35471,RPS6KA1,1,SLC9A1,0
35472,RPS6KA1,1,SRF,9.87654320987654
35473,RPS6KA1,1,WWC1,0
35474,RPS6KA1,1,YBX1,9.87654320987654
35475,RPS6KA2,-1,BAD,0
35476,RPS6KA2,-1,NFKBIA,0
35477,RPS6KA2,-1,NR4A1,0
35478,RPS6KA2,-1,TSC2,0
35479,RPS6KA2,1,ATF4,0
35480,RPS6KA2,1,CREB1,0
35481,RPS6KA2,1,EEF2K,0
35482,RPS6KA2,1,L1CAM,0
35483,RPS6KA2,1,NFATC4,0
35484,RPS6KA3,-1,BAD,0
35485,RPS6KA3,-1,CASP8,0
35486,RPS6KA3,-1,CIC,0
35487,RPS6KA3,-1,DAPK1,0
35488,RPS6KA3,-1,FGFR1,0
35489,RPS6KA3,-1,FOXN2,0
35490,RPS6KA3,-1,GSK3A,0
35491,RPS6KA3,-1,H3C3,0
35492,RPS6KA3,-1,H3_3B,0
35493,RPS6KA3,-1,HMGN1,0
35494,RPS6KA3,-1,HMGN2,0
35495,RPS6KA3,-1,MAP3K5,0
35496,RPS6KA3,-1,NFKBIA,0
35497,RPS6KA3,-1,TSC2,0
35498,RPS6KA3,-1,VGLL1,0
35499,RPS6KA3,1,ATF4,0
35500,RPS6KA3,1,CREB1,0
35501,RPS6KA3,1,EIF2AK2,0
35502,RPS6KA3,1,ESR1,0
35503,RPS6KA3,1,FOS,0
35504,RPS6KA3,1,H2AX,0
35505,RPS6KA3,1,H3_4,0
35506,RPS6KA3,1,KCNK3,0
35507,RPS6KA3,1,NFATC4,0
35508,RPS6KA3,1,PFKFB2,0
35509,RPS6KA3,1,RANBP3,0
35510,RPS6KA3,1,RPTOR,0
35511,RPS6KA3,1,SRF,0
35512,RPS6KA3,1,TH,0
35513,RPS6KA3,1,TP53,0
35514,RPS6KA3,1,TRAF6,0
35515,RPS6KA3,1,WWC1,0
35516,RPS6KA3,1,YBX1,0
35517,RPS6KA4,1,ATF1,0
35518,RPS6KA4,1,CREB1,0
35519,RPS6KA4,1,FOS,0
35520,RPS6KA4,1,H3C3,0
35521,RPS6KA4,1,HMGN1,0
35522,RPS6KA4,1,NFKB1_RELA,0
35523,RPS6KA4,1,RELA,0
35524,RPS6KA5,-1,BAD,0
35525,RPS6KA5,-1,EIF4EBP1,0
35526,RPS6KA5,-1,H2AZ1,0
35527,RPS6KA5,-1,H3C3,0
35528,RPS6KA5,-1,H3_3B,0
35529,RPS6KA5,1,ATF1,0
35530,RPS6KA5,1,ATXN1,0
35531,RPS6KA5,1,CREB1,0
35532,RPS6KA5,1,CTNNB1,0
35533,RPS6KA5,1,ELK1,0
35534,RPS6KA5,1,ETV1,0
35535,RPS6KA5,1,H2AC16,0
35536,RPS6KA5,1,H2AC25,0
35537,RPS6KA5,1,HMGN1,0
35538,RPS6KA5,1,NFKB1_RELA,0
35539,RPS6KA5,1,PLA2G4A,0
35540,RPS6KA5,1,RELA,0
35541,RPS6KA5,1,STAT3,0
35542,RPS6KA5,1,TH,0
35543,RPS6KA6,-1,EP300,0
35544,RPS6KA6,-1,GSK3B,0
35545,RPS6KB1,-1,BAD,0
35546,RPS6KB1,-1,DEPTOR,0
35547,RPS6KB1,-1,EEF2K,0
35548,RPS6KB1,-1,HSPB1,0
35549,RPS6KB1,-1,IRS1,0
35550,RPS6KB1,-1,LTC4S,0
35551,RPS6KB1,-1,MAPKAP1,0
35552,RPS6KB1,-1,MDM2,0
35553,RPS6KB1,-1,MRE11,0
35554,RPS6KB1,-1,MXD1,0
35555,RPS6KB1,-1,MXI1,0
35556,RPS6KB1,-1,PDCD4,0
35557,RPS6KB1,-1,PIP5K1C,0
35558,RPS6KB1,-1,RICTOR,0
35559,RPS6KB1,-1,TP63,0
35560,RPS6KB1,-1,TRIB2,0
35561,RPS6KB1,-1,URI1,0
35562,RPS6KB1,1,CAD,0
35563,RPS6KB1,1,CREM,0
35564,RPS6KB1,1,EIF4B,0
35565,RPS6KB1,1,EPRS1,0
35566,RPS6KB1,1,ESR1,0
35567,RPS6KB1,1,GLI1,0
35568,RPS6KB1,1,PFKFB2,0
35569,RPS6KB1,1,PPP1R1B,0
35570,RPS6KB1,1,RPS6,0
35571,RPS6KB1,1,SRPK2,0
35572,RPS6KB1,1,TARBP2,0
35573,RPS6KB1,1,UBTF,0
35574,RPS6KB2,-1,MXD1,0
35575,RPS6KB2,-1,PDCD4,0
35576,RPS6KB2,1,HNRNPA1,0
35577,RPS6KB2,1,RPS6,0
35578,RPS6KB2,1,TARBP2,0
35579,RPS6KC1,1,SPHK1,0
35580,RPTOR,-1,MTOR,0
35581,RRAGA_RRAGC,1,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR,0
35582,RRAGA_RRAGC,1,MTOR,0
35583,RRAGC,1,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR,0
35584,RRAGC,1,RPTOR,0
35585,RRAGD,1,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR,0
35586,RRAGD,1,RPTOR,0
35587,RRAS,1,RAF1,0
35588,RRM2B,1,RRM1,0
35589,RRN3,1,POLR1A_POLR1B_POLR1C_POLR1D_POLR1D_POLR1E_POLR1F_POLR1G_POLR1H_POLR2E_POLR2F_POLR2H_POLR2K_POLR2L,0
35590,RRN3,1,TAF1A_TAF1B_TAF1C_TAF1D_TBP,0
35591,RSF1,-1,NFKB1,0
35592,RSPO1,-1,RNF43,0
35593,RSPO1,-1,ZNRF3,0
35594,RSPO1,1,LGR4,0
35595,RSPO1,1,LGR5,0
35596,RSPO1,1,LGR6,0
35597,RSPO1,1,LRP6,0
35598,RSPO2,-1,FZD4,0
35599,RSPO2,1,LGR4,0
35600,RSPO2,1,LGR5,0
35601,RSPO2,1,LGR6,0
35602,RSPO2,1,SDC4,0
35603,RSPO3,1,LGR4,0
35604,RSPO3,1,LGR5,0
35605,RSPO3,1,LGR6,0
35606,RSPO3,1,SDC4,0
35607,RSPO4,1,LGR4,0
35608,RSPO4,1,LGR5,0
35609,RSPO4,1,LGR6,0
35610,RTN4,1,LINGO1,0
35611,RTN4,1,RTN4R,0
35612,RTN4,1,TNFRSF19,0
35613,RUBCN,-1,BECN1,0
35614,RUBCN,-1,PIK3C3,0
35615,RUBCNL,1,STX17,0
35616,RUBCNL,1,VPS11_VPS16_VPS18_VPS33A_VPS39_VPS41,0
35617,RUNX1,-1,CHUK_IKBKB_IKBKG,0
35618,RUNX1,-1,MIR17HG,0
35619,RUNX1,1,BLK,0
35620,RUNX1,1,CD4,0
35621,RUNX1,1,CSF1R,0
35622,RUNX1,1,CSF2RA,0
35623,RUNX1,1,ELANE,0
35624,RUNX1,1,IER3,0
35625,RUNX1,1,IL3,0
35626,RUNX1,1,MPO,0
35627,RUNX2,-1,NOTCH1,0
35628,RUNX2,1,CREBBP,0
35629,RUNX3,-1,NOTCH1,0
35630,RUNX3,1,CD4,0
35631,RUSC1,1,IKBKG,0
35632,RWDD3,1,HIF1A,0
35633,RXRA,-1,CTNNB1,0
35634,RXRA,1,AR,0
35635,RXRA,1,ESR1,0
35636,RXRA,1,NR1H3,0
35637,RXRA,1,NR1H4,0
35638,RXRA,1,NR3C1,0
35639,RXRA,1,NR4A1,0
35640,RXRA,1,PPARA,0
35641,RXRA,1,PPARD,0
35642,RXRA,1,PPARG,0
35643,RXRA,1,RARG,0
35644,RXRB,1,NR1H2,0
35645,RXRB,1,NR2F1,0
35646,RXRB,1,NR2F2,100
35647,RXRB,1,NRIP1,0
35648,RXRB,1,PPARA,11.1111111111111
35649,RXRB,1,PPARD,100
35650,RXRB,1,PPARG,0
35651,RXRB,1,RARA,0
35652,RXRB,1,RARG,0
35653,RXRB,1,THRA,0
35654,RXRB,1,THRB,100
35655,RXRB,1,VDR,100
35656,RXRG,1,NR4A2,0
35657,RXRG,1,RARA,0
35658,RXRG,1,THRA,0
35659,RXRG,1,VDR,0
35660,RYBP,1,ABL1,0
35661,RYK,1,DVL1,0
35662,RYK,1,DVL2,0
35663,RYK,1,DVL3,0
35664,RYK,1,FZD8,0
35665,S100A10,1,TRPV5,0
35666,S100A10,1,TRPV6,0
35667,S100A4,-1,MYH9,0
35668,S100A8,-1,TLR4,0
35669,S100A8,1,AGER,0
35670,S100A8_S100A9,1,AGER,0
35671,S100A9,1,AGER,0
35672,S100A9,1,TLR4,0
35673,S1PR1,1,GNAI1,0
35674,S1PR1,1,GNAI3,0
35675,S1PR1,1,GNAO1,0
35676,S1PR1,1,GNAZ,0
35677,S1PR2,1,GNA12,0
35678,S1PR2,1,GNA13,0
35679,S1PR2,1,GNA14,0
35680,S1PR2,1,GNAI1,0
35681,S1PR2,1,GNAI3,0
35682,S1PR2,1,GNAO1,0
35683,S1PR2,1,GNAQ,0
35684,S1PR2,1,GNAZ,0
35685,S1PR3,1,GNA13,0
35686,S1PR3,1,GNA14,0
35687,S1PR3,1,GNAI1,0
35688,S1PR3,1,GNAI3,0
35689,S1PR3,1,GNAL,0
35690,S1PR3,1,GNAO1,0
35691,S1PR3,1,GNAQ,0
35692,S1PR3,1,GNAS,0
35693,S1PR3,1,GNAZ,0
35694,S1PR5,1,GNAI1,0
35695,S1PR5,1,GNAI3,0
35696,SAA1,1,FPR2,0
35697,SAA1,1,SCARB1,0
35698,SAA1,1,TLR2,0
35699,SAE1_UBA2,-1,FOS,0
35700,SAE1_UBA2,-1,JUN,0
35701,SAE1_UBA2,1,MBD4,0
35702,SAFB,1,FUS,0
35703,SAG,1,CUL5,0
