"Node1","Sign","Node2","Weight"
"GLI2",1,"GLI1",100
"GLI2",1,"NANOG",100
"GPS2_HDAC3_NCOR1_TBL1XR1_TBL1Y",1,"NR2F2",100
"GSK3B",-1,"BMAL1",100
"GSK3B",-1,"CCND3",36
"GSK3B",-1,"CLOCK",100
"GSK3B",-1,"CTNNB1",100
"GSK3B",-1,"EZH2",100
"GSK3B",-1,"FOSL1",100
"GSK3B",-1,"FOXM1",100
"GSK3B",-1,"GATA6",100
"GSK3B",-1,"GLI2",100
"GSK3B",-1,"HIF1A",100
"GSK3B",-1,"HSF1",100
"GSK3B",-1,"JUN",100
"GSK3B",-1,"JUNB",100
"GSK3B",-1,"KLF5",100
"GSK3B",-1,"MYC",100
"GSK3B",-1,"MYCN",100
"GSK3B",-1,"NFATC1",100
"GSK3B",-1,"NFATC2",100
"GSK3B",-1,"NFKB2",100
"GSK3B",-1,"PPARGC1A",100
"GSK3B",-1,"PTPN1",100
"GSK3B",-1,"SMAD4",2
"GSK3B",-1,"SNAI1",100
"GSK3B",-1,"SOX10",100
"GSK3B",-1,"SOX9",100
"GSK3B",-1,"SPI1",100
"GSK3B",-1,"STAT2",100
"GSK3B",-1,"WT1",100
"GSK3B",1,"AHR",100
"GSK3B",1,"GLI3",100
"GSK3B",1,"NEUROD1",100
"GSK3B",1,"ZBTB16",100
"GTF2I",1,"USF1",100
"GTF2I",1,"USF2",100
"HBP1",-1,"MYC",100
"HDLBP",1,"CTCF",100
"HIF1AN",-1,"EP300",100
"HIF1AN",-1,"EPAS1",100
"HIF1AN",-1,"HIF1A",100
"HIPK2",-1,"HMGA1",100
"HIPK2",-1,"MEF2C",100
"HIPK2",-1,"TCF3",100
"HIPK2",1,"MECP2",100
"HIPK2",1,"PAX6",100
"HNF1B",1,"ATF1",100
"HOXB8",1,"PBX1",100
"HSPA2",-1,"MAPK8",21
"ID1",-1,"ATOH1",100
"ID3",-1,"ATOH1",100
"IL10RA_IL10RB",1,"JAK1",51
"JAK1",1,"DBP",51
"JAK1",1,"STAT2",51
"JAK1",1,"STAT3",51
"JAK1",1,"STAT5B",51
"JAK2",-1,"PRMT5",49
"JAK2",1,"DBP",49
"JAK2",1,"GTF2I",49
"JAK2",1,"MYC",49
"JAK2",1,"STAT3",49
"JAK2",1,"STAT5B",49
"JAZF1",-1,"NR2C2",100
"JDP2",-1,"ATF2",100
"JDP2",-1,"JUN",100
"JUN",1,"CTNNB1",100
"JUN",1,"NFAT5",100
"JUN",1,"SMAD4",2
"JUN",1,"SPI1",100
"KAT5",1,"MYC",100
"KAT5",1,"MYOD1",100
"KLF4",1,"NANOG",100
"KMT2A",1,"CDKN2C",64
"KMT2A",1,"MYC",100
"KMT2A",1,"RELB",100
"KMT2A",1,"SPI1",100
"LATS1",-1,"MTF1",49
"LATS2",-1,"MTF1",51
"LHX1",1,"OTX2",100
"LHX3",1,"ISL1",100
"LMO1",1,"TAL1",100
"MAP3K2",1,"MAPK1",49
"MAP3K2",1,"STK38",100
"MAP3K21",-1,"CHUK",54
"MAP3K6",1,"MAPK14",19
"MAPK1",-1,"BCL6",51
"MAPK1",-1,"BRAF",49
"MAPK1",-1,"CEBPA",49
"MAPK1",-1,"FOXO3",51
"MAPK1",-1,"GSK3B",51
"MAPK1",-1,"NR3C2",49
"MAPK1",-1,"PAX5",49
"MAPK1",-1,"POU5F1",49
"MAPK1",-1,"RXRA",49
"MAPK1",-1,"SMAD1",49
"MAPK1",-1,"STK11",51
"MAPK1",-1,"TCF3",49
"MAPK1",-1,"TFCP2",49
"MAPK1",1,"ATF2",51
"MAPK1",1,"CEBPB",51
"MAPK1",1,"CSNK2A1",51
"MAPK1",1,"E2F1",51
"MAPK1",1,"ELK1",51
"MAPK1",1,"EP300",51
"MAPK1",1,"EPAS1",51
"MAPK1",1,"GABPA",51
"MAPK1",1,"GATA1",51
"MAPK1",1,"GATA2",51
"MAPK1",1,"GATA4",51
"MAPK1",1,"GLI1",51
"MAPK1",1,"GTF2I",51
"MAPK1",1,"HIF1A",51
"MAPK1",1,"JUN",51
"MAPK1",1,"JUND",51
"MAPK1",1,"MITF",51
"MAPK1",1,"MYC",51
"MAPK1",1,"NCOA1",51
"MAPK1",1,"NFATC4",51
"MAPK1",1,"NR5A1",51
"MAPK1",1,"RARA",51
"MAPK1",1,"RELA",51
"MAPK1",1,"RUNX1",49
"MAPK1",1,"SMAD2",51
"MAPK1",1,"SMAD3",51
"MAPK1",1,"SMAD4",2
"MAPK1",1,"SP1",51
"MAPK1",1,"SP3",51
"MAPK1",1,"SREBF1",49
"MAPK1",1,"SREBF2",51
"MAPK1",1,"STAT3",51
"MAPK1",1,"STAT5A",49
"MAPK1",1,"TWIST1",51
"MAPK1",1,"YBX1",51
"MAPK14",-1,"CDX2",100
"MAPK14",-1,"GLI1",100
"MAPK14",-1,"MAPK1",51
"MAPK14",-1,"MAPK3",49
"MAPK14",-1,"NFATC1",100
"MAPK14",-1,"NFATC4",100
"MAPK14",-1,"NFE2L2",100
"MAPK14",-1,"RBPJ",100
"MAPK14",-1,"TP63",100
"MAPK14",1,"FOXO3",100
"MAPK14",1,"HBP1",100
"MAPK3",-1,"BCL6",49
"MAPK3",-1,"BRAF",51
"MAPK3",-1,"CEBPA",51
"MAPK3",-1,"CREM",51
"MAPK3",-1,"FOXO3",49
"MAPK3",-1,"GSK3B",49
"MAPK3",-1,"HSF1",51
"MAPK3",-1,"MITF",51
"MAPK3",-1,"MYB",51
"MAPK3",-1,"NANOG",51
"MAPK3",-1,"NFATC1",51
"MAPK3",-1,"NR3C2",51
"MAPK3",-1,"PAX5",51
"MAPK3",-1,"POU5F1",51
"MAPK3",-1,"RXRA",51
"MAPK3",-1,"SOX2",49
"MAPK3",-1,"STK11",49
"MAPK3",-1,"TCF3",51
"MAPK3",-1,"TFCP2",51
"MAPK3",1,"ATF2",49
"MAPK3",1,"CEBPB",49
"MAPK3",1,"E2F1",49
"MAPK3",1,"ELK1",49
"MAPK3",1,"EP300",49
"MAPK3",1,"EPAS1",49
"MAPK3",1,"ETS1",49
"MAPK3",1,"GABPA",49
"MAPK3",1,"GATA1",49
"MAPK3",1,"GTF2I",49
"MAPK3",1,"HIF1A",49
"MAPK3",1,"JUND",49
"MAPK3",1,"MAZ",49
"MAPK3",1,"MYC",49
"MAPK3",1,"NCOA1",49
"MAPK3",1,"NFATC4",49
"MAPK3",1,"RUNX2",49
"MAPK3",1,"SMAD1",49
"MAPK3",1,"SMAD2",49
"MAPK3",1,"SMAD3",49
"MAPK3",1,"SP1",49
"MAPK3",1,"SP3",49
"MAPK3",1,"SREBF1",51
"MAPK3",1,"SREBF2",49
"MAPK3",1,"STAT3",49
"MAPK3",1,"STAT5A",51
"MAPK3",1,"TAL1",49
"MAPK3",1,"TWIST1",49
"MAPK8",-1,"E2F1",100
"MAPK8",-1,"HSF1",100
"MAPK8",-1,"NFATC2",100
"MAPK8",-1,"NFATC4",100
"MAPK8",-1,"RXRA",100
"MAPK8",1,"JDP2",100
"MAPK8",1,"STAT5A",100
"MBTPS1",1,"SREBF1",2
"MBTPS2",1,"SREBF2",1
"MEF2A",1,"MYOD1",100
"MEF2C",1,"JUN",100
"MEF2C",1,"MYOD1",100
"MEN1",1,"KMT2A",100
"MTA1",-1,"BRCA1",100
"MTA1",1,"WNT1",100
"MYB",1,"GATA3",100
"MYB",1,"MYC",100
"MYC",1,"DNMT3A",100
"MYC",1,"SMAD2",100
"MYC",1,"SMAD3",100
"MYC",1,"TFDP1",100
"NCOA1",1,"STAT5B",100
"NCOA3",1,"ATF4",100
"NFATC2",1,"MEF2A",100
"NFKB1",1,"RELA",100
"NFKB2",1,"RELB",100
"NFYA",1,"SP1",100
"NFYA_NFYB_NFYC",1,"DDIT3",100
"NFYA_NFYB_NFYC",1,"E2F1",100
"NKRF",-1,"NFKB1",100
"NKRF",-1,"NFKB2",100
"NKRF",-1,"REL",100
"NKRF",-1,"RELA",100
"NR0B2",1,"NR1H2",100
"NR0B2",1,"NR1H3",100
"NR0B2",1,"NR1I2",100
"NR0B2",1,"NR1I3",100
"NR0B2",1,"NR5A2",100
"NR0B2",1,"RARA",100
"NR0B2",1,"RARB",100
"NR0B2",1,"RXRA",100
"NR0B2",1,"SIRT1",100
"NR1H2",1,"RXRA",100
"NR1I2",1,"RXRA",100
"NR1I3",1,"RXRA",100
"NR2F2",1,"PROX1",100
"NR2F2",1,"RXRA",100
"NSD3",1,"IRF3",64
"NSD3",1,"MYC",64
"PATZ1",-1,"RNF4",98
"PCBD1",1,"HNF1B",100
"PCSK7",1,"ATF6",100
"PDHX",-1,"CDX2",1
"PFKFB4",1,"NCOA3",99
"PHLPP2",-1,"PRKCA",25
"PITX1",1,"POU1F1",100
"PITX3",1,"MTA1",100
"POU2AF1",1,"POU2F1",100
"POU4F3",1,"LHX3",100
"POU5F1",1,"NANOG",100
"PPARGC1A",1,"GABPA",100
"PPM1F",-1,"LATS1",46
"PRKCA",-1,"CTNNB1",49
"PRKCA",-1,"EWSR1",49
"PRKCA",-1,"HES1",49
"PRKCA",-1,"MYOD1",49
"PRKCA",-1,"NFATC1",49
"PRKCA",1,"MAPK1",49
"PRMT5",1,"HOXA9",100
"PROX1",-1,"ATOH1",100
"PTPN1",-1,"PITX1",100
"PTPN1",-1,"STAT5A",100
"PTPN1",-1,"STAT6",100
"PTPN1",1,"CTNNB1",100
"PTPN1",1,"JAK2",49
"PTPN1",1,"STAT3",100
"PTPRB",-1,"MAPK1",30
"PTPRB",1,"MAPK3",30
"Q6FI27",-1,"NFE2L2",1
"RARA",1,"CTNNB1",100
"RARA",1,"RARG",100
"RARA",1,"RXRA",100
"RARB",1,"RARG",100
"RARB",1,"RXRA",100
"RB1",-1,"E2F1",100
"RB1",-1,"E2F2",100
"RB1",-1,"E2F3",100
"RBCK1_RNF31",-1,"PRKCA",24
"RBPJ",1,"HES1",100
"RBPJ",1,"NCOR2",100
"RCOR1",1,"REST",100
"RELA",1,"EGR1",100
"RELA",1,"JUN",100
"RELA",1,"SP1",100
"RIOX1",-1,"SP7",100
"RIT2",1,"POU4F1",100
"RITA1",-1,"RBPJ",100
"RNF4",1,"NFYA",100
"RNF4",1,"NFYB",100
"RPS27A_UBE2C",1,"RNF4",3
"RPS27A_UBE2D2",1,"RNF4",1
"RPS27A_UBE2D3",1,"BRCA1",2
"RPS27A_UBE2E2",1,"BRCA1",2
"RPS27A_UBE2G1",1,"RNF4",1
"RPS27A_UBE2I",1,"RNF4",1
"RPS27A_UBE2J1",1,"BRCA1",2
"RPS27A_UBE2L3",1,"RNF4",1
"RPS27A_UBE2L5",1,"RNF4",1
"RPS27A_UBE2NL",1,"BRCA1",2
"RPS27A_UBE2Q2",1,"RNF4",1
"RPS27A_UBE2U",1,"RNF4",1
"RPS27A_UBE2V1",1,"BRCA1",2
"RXRA",1,"NR1H3",100
"RXRA",1,"NR1H4",100
"RXRA",1,"RARG",100
"SENP3",-1,"SUMO2",100
"SF1",-1,"EWSR1",51
"SIRT1",-1,"FOXO3",100
"SIRT1",-1,"STAT5A",100
"SIRT1",-1,"XBP1",100
"SIRT1",1,"APEX1",100
"SIRT1",1,"CTNNB1",100
"SIRT1",1,"NCOR1",100
"SIRT1",1,"NCOR2",100
"SIRT1",1,"PPARGC1A",100
"SMAD1",1,"RUNX2",100
"SMAD1",1,"SMAD4",2
"SMAD2",1,"MEF2A",100
"SMAD2",1,"NANOG",100
"SMAD2",1,"SMAD4",2
"SMAD2",1,"SP1",100
"SMAD2",1,"TCF7L2",100
"SMAD3",-1,"NKX2_1",100
"SMAD3",-1,"PAX6",100
"SMAD3",1,"GATA3",100
"SMAD3",1,"JUN",100
"SMAD3",1,"MEF2C",100
"SMAD3",1,"NANOG",100
"SMAD3",1,"SMAD4",2
"SMAD3",1,"TCF7L2",100
"SMAD4",1,"ATF1",2
"SMAD4",1,"MEF2A",2
"SOX10",1,"ASCL1",100
"SOX10",1,"EGR2",100
"SOX10",1,"MITF",100
"SOX2",1,"ATOH1",100
"SOX9",1,"MITF",100
"SP1",1,"SMARCA1",100
"SP2",1,"IRF1",100
"SPI1",1,"IRF8",100
"SPIB",-1,"PRDM1",100
"SPIB",-1,"XBP1",100
"SSRP1_SUPT16H",1,"CSNK2A1",50
"STAT3",1,"DNMT1",100
"STAT3",1,"EGR1",100
"STAT3",1,"JUNB",100
"STAT3",1,"KLF4",100
"STAT3",1,"RELA",100
"STAT3",1,"SPI1",100
"STAT5A",1,"FOXP3",100
"STK11",-1,"ETV4",100
"STK11",-1,"SMAD4",2
"STK11",1,"GSK3B",100
"STK11",1,"PRMT5",100
"STK38",1,"HEY1",100
"STK40",-1,"CEBPB",1
"SUMO2",-1,"ELF4",100
"SUMO2",1,"RARA",100
"SUMO2",1,"RCOR1",100
"TAL1",1,"NKX3_1",100
"TBX2",-1,"MYOG",100
"TCF3",1,"MYOD1",100
"TFAP4",1,"NFIA",100
"TFAP4",1,"SP1",100
"TJP2",-1,"WWTR1",100
"TLX3",-1,"ETS1",100
"TP73",1,"CASP6",100
"UBA52_UBE2A",1,"BRCA1",2
"UBA52_UBE2D3",1,"RNF4",1
"UBA52_UBE2E1",1,"RNF4",1
"UBA52_UBE2J1",1,"RNF4",1
"UBA52_UBE2K",1,"RNF4",2
"UBA52_UBE2Q2",1,"RNF4",1
"UBA52_UBE2S",1,"RNF4",2
"UBB_UBE2C",1,"RNF4",1
"UBB_UBE2D3",1,"RNF4",1
"UBB_UBE2E3",1,"RNF4",1
"UBB_UBE2I",1,"RNF4",1
"UBB_UBE2J1",1,"BRCA1",2
"UBB_UBE2M",1,"RNF4",1
"UBB_UBE2N",1,"RNF4",1
"UBB_UBE2Q1",1,"BRCA1",2
"UBB_UBE2R2",1,"RNF4",1
"UBB_UBE2S",1,"RNF4",2
"UBB_UBE2U",1,"BRCA1",2
"UBB_UBE2W",1,"RNF4",2
"UBC_UBE2B",1,"BRCA1",2
"UBC_UBE2D2",1,"BRCA1",2
"UBC_UBE2D3",1,"BRCA1",2
"UBC_UBE2E2",1,"RNF4",2
"UBC_UBE2G2",1,"RNF4",1
"UBC_UBE2J1",1,"RNF4",1
"UBC_UBE2K",1,"RNF4",1
"UBC_UBE2Q1",1,"RNF4",1
"UBC_UBE2V2",1,"BRCA1",2
"UBC_UBE2W",1,"BRCA1",2
"UHMK1",1,"SF1",51
"VDR",1,"CTNNB1",100
"VDR",1,"RXRA",100
"WDR83",1,"MAPK3",2
"WNT1",1,"DLX5",100
"WNT1",1,"HES1",100
"WNT1",1,"SOX9",100
"WSB1",-1,"HIPK2",100
"WT1",1,"SRY",100
"WWTR1",1,"NKX2_1",100
"WWTR1",1,"TTF1",100
"XRCC5",-1,"PDX1",100
"ZBTB16",-1,"CEBPA",100
"ZC3H12A",1,"GATA2",50
"ZC3H12A",1,"TAL1",50
"ZFPM2",-1,"GATA4",100
"ZNF76",-1,"TBP",100
