"Node1","Sign","Node2","Weight"
"UBB_UBE2L3",1,"SMURF1",2
"UBB_UBE2L3",1,"TRIM25",2
"UBB_UBE2L3",1,"WWP2",2
"UBB_UBE2L5",1,"DTX1",3
"UBB_UBE2L5",1,"HUWE1",3
"UBB_UBE2L5",1,"RLIM",3
"UBB_UBE2L5",1,"SMURF1",3
"UBB_UBE2L5",1,"TRIM25",3
"UBB_UBE2L5",1,"WWP2",3
"UBB_UBE2S",1,"DTX1",2
"UBB_UBE2S",1,"HUWE1",2
"UBB_UBE2S",1,"RLIM",2
"UBB_UBE2S",1,"SMURF1",2
"UBB_UBE2S",1,"TRIM25",2
"UBB_UBE2S",1,"WWP2",2
"UBB_UBE2T",1,"DTX1",1
"UBB_UBE2T",1,"HUWE1",1
"UBB_UBE2T",1,"RLIM",1
"UBB_UBE2T",1,"SMURF1",1
"UBB_UBE2T",1,"TRIM25",1
"UBB_UBE2T",1,"WWP2",1
"UBB_UBE2V1",1,"DTX1",3
"UBB_UBE2V1",1,"HUWE1",3
"UBB_UBE2V1",1,"RLIM",3
"UBB_UBE2V1",1,"SMURF1",3
"UBB_UBE2V1",1,"TRIM25",3
"UBB_UBE2V1",1,"WWP2",3
"UBB_UBE2V2",1,"DTX1",2
"UBB_UBE2V2",1,"HUWE1",2
"UBB_UBE2V2",1,"RLIM",2
"UBB_UBE2V2",1,"SMURF1",2
"UBB_UBE2V2",1,"TRIM25",2
"UBB_UBE2V2",1,"WWP2",2
"UBC_UBE2B",1,"DTX1",1
"UBC_UBE2B",1,"HUWE1",1
"UBC_UBE2B",1,"RLIM",1
"UBC_UBE2B",1,"SMURF1",1
"UBC_UBE2B",1,"TRIM25",1
"UBC_UBE2B",1,"WWP2",1
"UBC_UBE2C",1,"DTX1",3
"UBC_UBE2C",1,"HUWE1",3
"UBC_UBE2C",1,"RLIM",3
"UBC_UBE2C",1,"SMURF1",3
"UBC_UBE2C",1,"TRIM25",3
"UBC_UBE2C",1,"WWP2",3
"UBC_UBE2D2",1,"DTX1",1
"UBC_UBE2D2",1,"HUWE1",1
"UBC_UBE2D2",1,"RLIM",1
"UBC_UBE2D2",1,"SMURF1",1
"UBC_UBE2D2",1,"TRIM25",1
"UBC_UBE2D2",1,"WWP2",1
"UBC_UBE2D4",1,"DTX1",3
"UBC_UBE2D4",1,"HUWE1",3
"UBC_UBE2D4",1,"RLIM",3
"UBC_UBE2D4",1,"SMURF1",3
"UBC_UBE2D4",1,"TRIM25",3
"UBC_UBE2D4",1,"WWP2",3
"UBC_UBE2G1",1,"DTX1",1
"UBC_UBE2G1",1,"HUWE1",1
"UBC_UBE2G1",1,"RLIM",1
"UBC_UBE2G1",1,"SMURF1",1
"UBC_UBE2G1",1,"TRIM25",1
"UBC_UBE2G1",1,"WWP2",1
"UBC_UBE2K",1,"DTX1",1
"UBC_UBE2K",1,"HUWE1",1
"UBC_UBE2K",1,"RLIM",1
"UBC_UBE2K",1,"SMURF1",1
"UBC_UBE2K",1,"TRIM25",1
"UBC_UBE2K",1,"WWP2",1
"UBC_UBE2N",1,"DTX1",1
"UBC_UBE2N",1,"HUWE1",1
"UBC_UBE2N",1,"RLIM",1
"UBC_UBE2N",1,"SMURF1",1
"UBC_UBE2N",1,"TRIM25",1
"UBC_UBE2N",1,"WWP2",1
"UBC_UBE2NL",1,"DTX1",2
"UBC_UBE2NL",1,"HUWE1",2
"UBC_UBE2NL",1,"RLIM",2
"UBC_UBE2NL",1,"SMURF1",2
"UBC_UBE2NL",1,"TRIM25",2
"UBC_UBE2NL",1,"WWP2",2
"UBC_UBE2Q1",1,"DTX1",2
"UBC_UBE2Q1",1,"HUWE1",2
"UBC_UBE2Q1",1,"RLIM",2
"UBC_UBE2Q1",1,"SMURF1",2
"UBC_UBE2Q1",1,"TRIM25",2
"UBC_UBE2Q1",1,"WWP2",2
"UBC_UBE2R2",1,"DTX1",2
"UBC_UBE2R2",1,"HUWE1",2
"UBC_UBE2R2",1,"RLIM",2
"UBC_UBE2R2",1,"SMURF1",2
"UBC_UBE2R2",1,"TRIM25",2
"UBC_UBE2R2",1,"WWP2",2
"UBC_UBE2S",1,"BRCA1",1
"UBC_UBE2S",1,"RNF4",1
"UBC_UBE2U",1,"DTX1",1
"UBC_UBE2U",1,"HUWE1",1
"UBC_UBE2U",1,"RLIM",1
"UBC_UBE2U",1,"SMURF1",1
"UBC_UBE2U",1,"TRIM25",1
"UBC_UBE2U",1,"WWP2",1
"UBC_UBE2V2",1,"DTX1",3
"UBC_UBE2V2",1,"HUWE1",3
"UBC_UBE2V2",1,"RLIM",3
"UBC_UBE2V2",1,"SMURF1",3
"UBC_UBE2V2",1,"TRIM25",3
"UBC_UBE2V2",1,"WWP2",3
"UBC_UBE2W",1,"BRCA1",1
"UBC_UBE2W",1,"RNF4",1
"UBE2I",-1,"CEBPA",99
"UBE2I",-1,"FOS",99
"UBE2I",-1,"MITF",99
"UBE2I",1,"SUMO1",99
"UHMK1",1,"SF1",100
"VDR",1,"CTNNB1",100
"VDR",1,"RXRA",100
"WDR83",1,"MAPK3",25
"WT1",1,"SRY",100
"WWP2",-1,"EGR2",100
"WWP2",-1,"POU5F1",100
"WWP2",-1,"SOX2",100
"WWP2",-1,"TP73",100
"WWTR1",1,"MYOD1",100
"WWTR1",1,"PAX3",100
"WWTR1",1,"RUNX2",100
"WWTR1",1,"SMAD2",100
"WWTR1",1,"SMAD3",100
"WWTR1",1,"TTF1",100
"ZBTB16",-1,"CEBPA",100
"ZFPM2",-1,"GATA4",100
