"Node","NodeType","ZeroAct","UpAct","DownAct","AvgAct"
"CCR6","",100,0,0,0
"CCR7","",100,0,0,0
"CCT2_CCT3_CCT4_CCT5_CCT6A_CCT7_CCT8_TCP1","",100,0,0,0
"CD14","",100,0,0,0
"CD163","",100,0,0,0
"CD19","",100,0,0,0
"CD22","",100,0,0,0
"CD24","",100,0,0,0
"CD247","",100,0,0,0
"CD247_CD3D_CD3E_CD3G","",100,0,0,0
"CD274","",100,0,0,0
"CD28","",100,0,0,0
"CD2AP","",100,0,0,0
"CD300LB","",100,0,0,0
"CD34","",100,0,0,0
"CD3E","",100,0,0,0
"CD4","",100,0,0,0
"CD40","",100,0,0,0
"CD40LG","",100,0,0,0
"CD48","",100,0,0,0
"CD55","",100,0,0,0
"CD58","",100,0,0,0
"CD59","",100,0,0,0
"CD70","",100,0,0,0
"CD74","",100,0,0,0
"CD79A_CD79B_P0DOX3_P0DOX7","",100,0,0,0
"CD79A_CD79B_P0DOX3_P0DOX8","",100,0,0,0
"CD79A_CD79B_P0DOX6_P0DOX7","",100,0,0,0
"CD79A_CD79B_P0DOX6_P0DOX8","",100,0,0,0
"CD80","",100,0,0,0
"CD86","",100,0,0,0
"CDC14A","",100,0,0,0
"CDC14B","",100,0,0,0
"CDC20","",100,0,0,0
"CDC25A","",100,0,0,0
"CDC25B","",100,0,0,0
"CDC25C","",100,0,0,0
"CDC34","",100,0,0,0
"CDC37_HSP90AA1","",100,0,0,0
"CDC42","",100,0,0,0
"CDC42BPA","",100,0,0,0
"CDC42BPB","",100,0,0,0
"CDC45","",100,0,0,0
"CDC5L","",100,0,0,0
"CDC7","",100,0,0,0
"CDC73","",100,0,0,0
"CDC73_CTR9_LEO1_PAF1_RTF1_SKIC8","",100,0,0,0
"CDC73_CTR9_LEO1_PAF1_SKIC8","",100,0,0,0
"CDCA2","",100,0,0,0
"CDCA3","",100,0,0,0
"CDCA5","",100,0,0,0
"CDCA8_PRC1","",100,0,0,0
"CDH1","",100,0,0,0
"CDH10","",100,0,0,0
"CDH11","",100,0,0,0
"CDH12","",100,0,0,0
"CDH13","",100,0,0,0
"CDH15","",100,0,0,0
"CDH16","",100,0,0,0
"CDH17","",100,0,0,0
"CDH18","",100,0,0,0
"CDH19","",100,0,0,0
"CDH2","",100,0,0,0
"CDH20","",100,0,0,0
"CDH22","",100,0,0,0
"CDH23","",100,0,0,0
