"","CD28_146","CD28_147","CD28_148","AD28_144","AD28_145","AD28_149"
"TSPAN6",10.3075015688869,10.3283537052541,10.6389938472234,11.3329110736376,10.5967387210567,12.3750780948927
"TNMD",6.5871959752474,6.62372165684012,6.60622528947501,6.23145096056615,5.41664416188134,7.6324259207377
"DPM1",9.37405284597675,9.51456498028839,9.51452467107488,9.61709157439433,9.33712844968181,9.67199483642021
"SCYL3",9.94570670891922,10.1089708437594,9.76240860033862,9.6623311728796,9.71288929937198,9.70230999751392
"C1orf112",8.13352002083005,8.52017548901175,8.75050639427358,8.93914439837796,8.46086930714981,9.30355472376587
"CFH",5.64595765637744,5.9926162220329,5.54998155597759,6.53182150792986,5.70850237663159,7.72158166422507
"FUCA2",8.8957698998804,8.78427547373459,9.28746200826872,9.61167463719432,8.9020461991227,10.706496441431
"GCLC",9.19251022509946,9.27729901886339,9.40080178495536,9.425065510533,9.23108985843544,9.99808216360877
"NFYA",9.90415242932561,9.82627391333725,10.4519570335364,10.3815362433888,10.2365261069259,10.392270693009
"STPG1",8.32290381463278,8.15052606689663,6.85430379352367,7.8560849698627,7.98642641719612,9.16521439970917
"NIPAL3",9.39821457296046,9.48035549175994,7.91759377394673,8.9943645341401,9.59509020127404,9.36171778901178
"LAS1L",9.48424462109962,9.49454031071792,9.16442674478161,9.67666848867021,9.45313861439688,9.61647384010406
"ENPP4",9.73811161607109,9.69032067820159,9.0929500422533,8.96914169920857,9.54449024275109,8.39639517429818
"SEMA3F",9.43838116263476,8.94361872370697,8.62793295653156,8.68907346182422,9.51358322886578,6.365538651213
"ANKIB1",12.3110173309139,12.4350767367205,12.2850692816365,12.1861774038618,12.3350504681559,12.2789650896192
"CYP51A1",7.6966069650372,7.0110830101897,7.44258193519124,7.3958848012158,7.63645748035553,6.89341485652418
"KRIT1",10.6366019606095,10.7489921206316,10.8689251523509,10.5684958625823,10.516201946809,10.8343577439813
"RAD52",9.05634775773155,9.07089279374894,9.31085521724721,9.50029068689517,9.51686801201897,9.55688424339353
"BAD",8.61934413002825,8.16587847981247,8.88141596647833,9.03341696179764,9.09917252937982,8.76289788621304
"LAP3",9.36917145188313,9.40725635531022,9.36931930106938,9.89302619622653,9.49538175573317,10.4987321519171
"CD99",9.64630878660924,9.50258362411835,10.0352735649449,10.6466762080774,9.99188384388933,11.5526816662188
"HS3ST1",7.75067612729643,7.21552167754952,6.7152985176279,7.5007749307663,7.80877794267193,6.27144487947039
"HECW1",12.1768862509097,12.2179934821836,11.6850929887891,11.2473611838311,11.9573113300834,9.58246638444929
"MAD1L1",9.5632883752908,9.23445909747122,9.84936919593001,9.69471200921153,9.88413496151325,9.69562820885639
"LASP1",11.7835651919307,11.6573124186372,11.399277919896,11.8205598892351,11.8765836557266,12.2156171111115
"SNX11",8.93927680903743,8.87082987544274,8.92108037236419,9.19438971523616,9.12955076762978,9.1134712935421
"M6PR",10.179615559851,10.2325300262678,10.1873436814448,10.4044175178346,10.1085488533961,10.9809282381094
"KLHL13",11.8384002781866,11.9025004943195,11.4684422100267,11.2564950338513,11.664726915172,11.1473855854436
"CYP26B1",9.8509033216952,9.78731145455982,10.8290190181014,8.44219550877192,8.28643501932549,6.50277991967605
"ICA1",9.53524267034328,9.61628307310019,8.90358680908964,9.12949273191813,9.47863291804982,7.22434546221407
"DBNDD1",10.2289116383272,9.8117861697561,9.50875798193356,9.19801114440567,10.0496972488523,7.68795493964146
"ALS2",11.5933493004326,11.7437556769928,11.83306219866,11.7087103115711,11.7130982040944,11.9431966374105
"CASP10",6.17131190036767,6.16122683959228,6.14497957406845,5.52513001256718,5.78903984786803,5.4853143359269
"CFLAR",10.1543206542311,10.4805730830054,10.1396583317961,10.1396499397224,10.026849388816,10.9076994018629
"TFPI",8.63164999644563,8.94657300690232,9.562631018614,10.2183517900988,9.67223079593108,11.1949194280739
"NDUFAF7",10.0711600723933,10.0877527831032,10.2387342416385,9.92503504006042,10.1588008776334,9.73200038009733
"RBM5",12.662686563591,12.5795382601145,12.7272205442432,12.7905236615829,12.8232756142308,12.9939648568438
"MTMR7",10.9302686077032,10.995280768671,10.4564547106736,9.6934306541184,10.3750172247661,7.97076980538023
"SLC7A2",7.38984710399187,7.04546235737717,7.71019010288711,6.0481624991573,6.36316057108378,5.13092971581945
"ARF5",10.3613005363576,10.0388384589927,10.0650356237429,10.7220919511136,10.479659265781,10.4578755159076
"SARM1",11.0675473269168,11.0538800484444,11.0384836466003,10.6446896497115,10.89547599831,10.1462886065539
"POLDIP2",10.7049664270273,10.5047845131719,10.4549570431624,10.7005797754797,10.5858401322761,10.9069769164958
"PLXND1",5.92443849554804,5.79431832932323,7.24491369223149,6.98913913673946,5.68017174712861,7.10555342899788
"AK2",10.1571532165694,10.194577862845,10.2680294902708,10.3231063754741,10.0744185522926,10.7139510773948
"CD38",4.9210272072177,5.3730440564135,4.83316464602235,6.32079043616508,5.02033343559323,7.93120844208351
"FKBP4",11.5498390263268,11.4015013335582,11.2960121966319,11.3778470459178,11.5560647729799,11.3486103369563
"KDM1A",12.8858513208559,12.9466826476978,12.956146867709,13.1615242594005,13.1257262380201,12.8270076864184
"RBM6",12.1308149974449,12.1214960514934,11.8906852323951,12.4018318876537,12.1955881382167,12.4691063642885
"CAMKK1",8.7454602843544,8.26421046203202,8.20270577150706,8.41748978532214,8.84822896509483,7.26177253710743
"RECQL",9.70170129490202,9.72338175286815,9.8787183497012,10.028226615624,9.48031659564568,10.2995122828049
"CCDC132",11.4661123997525,11.5624769935016,11.4437421857909,11.0951853401271,11.238375029502,10.9959537507542
"ARHGAP33",9.4029986336826,9.17779482186515,9.96123257779891,9.02324242744429,9.52341518599423,7.64651474714655
"NDUFAB1",9.66235374459707,9.61257228293109,9.56541137872218,9.75614203136141,9.63342052115724,9.6872321556719
"PDK4",5.8284470493239,5.79431832932323,5.42649563501257,6.34918747757588,6.23058939371914,6.68453351042958
"ZMYND10",7.42850240386229,7.52759769573085,7.7795369888656,10.5982268257029,8.54716729952154,11.5279920373104
"SLC25A13",9.34947863836489,9.47218669891907,9.45279093218144,9.61438565221882,9.15508811693675,10.2074338468196
"ST7",11.1720403534721,11.3163008945387,11.308503099327,10.8807197724392,11.0726375864688,10.0618047247402
"CDC27",12.1075816227042,12.2475814518905,11.9186559856307,11.9289895878792,11.9939827512819,11.8088820580145
"CALCR",6.06803603381892,6.45848847367628,6.26989750442341,5.39658969473926,5.55782102593755,4.98227708343452
"HCCS",8.41132642924579,8.30634233774371,8.24513343980225,8.41437135882097,8.47448917136184,8.58227955894194
"DVL2",9.74000269509441,9.46602954759677,9.90309376288648,10.3727612638027,10.2335361453956,10.2570461859756
"UPF1",10.2072100951204,9.77242456194786,10.2159233357321,10.3526172625313,10.6552517474773,10.2456598468794
"SKAP2",8.62755976560947,8.58995359002489,8.29981074419769,8.1698218006142,8.44366018890462,7.41872051518838
"SLC25A5",10.8848643075499,10.7840340823315,10.8405338831899,11.0538698859713,10.8017097324873,11.3613237653247
"CCDC109B",6.24329080573685,6.26848665101113,6.89150191675019,8.13987116304985,6.97708321678981,8.48847931849748
"POLR2J",8.44428892066678,8.07118020996539,8.44627145890789,8.98180844803985,8.68817091337397,9.14817269272826
"DHX33",9.48875163391721,9.40939723809745,9.78404917709151,9.56758972970002,9.37564048527929,9.93425196694312
"THSD7A",13.1571725717113,13.2291375442665,13.0246172887518,13.1001582618946,13.0671900591183,12.3595853847447
"LIG3",10.7968107925497,10.7464562396776,10.8068842170511,10.8262567584133,10.6963633388763,10.9242174559353
"RPAP3",10.0144917319255,10.0743311264661,9.80771911243687,9.83495034446038,9.82045209064111,10.3364762609572
"ACSM3",6.12080450907998,5.82496756164617,5.65877255930832,6.40411374978306,5.83946745675957,6.16951241773711
"CIAPIN1",10.4881837409841,10.4967591194409,10.4353444769378,10.6506411341659,10.5454267048952,10.6677812948178
"SPPL2B",8.90929751032338,8.47579723301022,8.68541527798889,9.33586632397059,9.38286071234298,8.95446528088891
"FAM214B",9.85439876481441,9.64381341204345,9.83331467917915,9.8522757700243,9.96929207799124,10.0618047247402
"COPZ2",5.36767735733339,5.66172161143836,5.19708061601734,5.97366098444745,5.88762378080778,6.89341485652418
"PRKAR2B",12.7597246591809,12.8586407203227,12.3270081678317,12.2201420383852,12.7360285847643,11.1842259011979
"MSL3",9.54393043270131,9.47013723914298,9.32076563717014,9.80441713936341,9.64847154482313,9.8615065852806
"CREBBP",11.370530626875,11.5121164681748,11.9418249584341,11.3585868098766,11.3120142737347,11.1239509542888
"BZRAP1",10.8362181586993,10.4754774596677,10.2799213360846,10.2491908454253,10.9186156438871,9.155501018472
"GCFC2",9.23338656503945,9.38567057783497,9.55705414406547,9.47515258512997,9.03870915730779,10.1153409024492
"WDR54",8.92269892955646,8.72697329926205,8.92542068244664,9.90414421853939,9.19666796805359,10.4910386620045
"CROT",8.51246595913091,8.74745985503172,9.00548940487776,8.40811403969794,8.18638273372935,9.01482883259537
"ABCB4",5.8284470493239,5.85475784374758,6.53611599372359,5.87299193509632,5.2463040845392,6.08121067016486
"KMT2E",12.1415781631372,12.4369125183572,12.3645758256444,11.890674729092,12.1274466217869,11.4758470072214
"RHBDD2",10.6567534852408,10.3651888022509,10.4831500955214,10.7901693610133,10.8571447558949,10.9532015320592
"SOX8",7.38001347291,7.04546235737717,8.49389206236898,6.83425414620522,7.33043203816711,6.328754281308
"IBTK",12.1775836725345,12.2355779323015,12.0957985566693,11.9694904411272,11.9642398228593,12.1645498702959
"ZNF195",11.1727401690973,11.2611167301895,11.3501808791873,11.0971235302657,10.8847185086037,10.7997464680752
"MYCBP2",14.1925067742742,14.3530061546386,14.1389200298221,13.5050780833304,13.9619481404975,12.8431470001151
"FBXL3",10.789528680379,10.7782525626092,10.7688190780291,10.5438354045113,10.4963844585256,10.767471879207
"PDK2",9.11587177533744,9.04080621576012,8.89917993055545,9.33422215571701,9.34084097839536,9.38475612567871
"ITGA3",10.268742022167,9.98246851974392,9.6620894075969,9.25300802865384,9.9728828252921,8.74355557113792
"ZFX",11.1387600458693,11.1807567382523,11.2561585713784,11.0805652991944,10.9668133557394,11.3592126266231
"LAMP2",10.9734840310584,10.994568617577,11.0622819488265,11.3345549370783,10.8356201070531,12.2490646060071
"GGNBP2",10.6952570915994,10.754891893485,10.653429402051,10.6742044654894,10.6693320808243,10.804409577238
"ITGA2B",6.85856222123784,6.63914268127141,6.7152985176279,6.50728145273907,6.71763224028246,6.23169498209905
"GDE1",10.841509422862,10.9147569803199,10.5797617403107,11.0937299864741,10.7566078323833,11.3320212207365
"C19orf60",7.50274474229093,6.99942757284251,7.21629460627407,7.56468291839032,7.78147863560376,6.88127379071766
"CRLF1",5.79444368665566,5.69653616094168,5.28154709292185,5.87299193509632,5.91092507142951,5.6003283512145
"OSBPL7",8.15648046009205,7.84141467502796,7.88207380929745,7.90601094065956,8.27868387107408,7.72821190993531
"TMEM98",8.96864337628562,8.90768524789631,9.80301612910268,9.89190966193454,9.29946676640347,10.5570045237368
"YBX2",7.16712032801013,7.05673218209814,6.26989750442341,6.60276033957101,7.14348389213186,6.61186319638985
"MAP3K14",8.00650098895599,7.89167476457832,7.98607309300728,8.02978806952539,8.03335169623302,8.53802114379284
"ABCC8",8.49009906407083,8.35620477112754,8.1737030828616,6.80496799921722,7.41165190974266,6.50277991967605
"SYNRG",11.3576634656849,11.6227060897292,11.5846017997406,11.4436829252998,11.5856686636503,11.4171870179795
"TMEM132A",11.2296723111467,10.7070037924977,11.1201145295783,11.1953858766813,11.561239835039,10.5597653005242
"AP2B1",13.699169379942,13.7312142964336,13.7372338390507,13.4753989642695,13.7060733857097,13.2614493549382
"TAC1",10.5455102350174,10.5295798101246,10.6323841576081,7.47073341522256,9.44108500813034,6.14804708244163
"ZNF263",10.4084175779497,10.4329998888945,10.2714371808982,10.4338605857649,10.5235638491207,10.4881429879558
"CX3CL1",8.61521858955213,8.27839295959168,8.51134922421854,7.72043736240754,8.2232147093997,7.76735270576427
"SPATA20",8.62755976560947,8.1860945549552,8.72083081226361,9.15207451161975,8.89194955418667,9.64796727352865
"CACNA1G",9.22800302172582,8.86771547969937,8.96390453976364,8.57653063760202,9.15086325508956,6.8441783175512
"TNFRSF12A",5.95465584600531,5.66172161143836,6.55991013248956,7.44622686319355,6.24796514653199,8.81323826264787
