"","CD28_146","CD28_147","CD28_148","AD28_144","AD28_145","AD28_149"
"TSPAN6",10.4008349255999,10.4312080657085,10.7142615960632,11.3657287840784,10.6584751336981,12.3883482977538
"DPM1",9.53515993322849,9.6729781887236,9.66124506604353,9.73908575688343,9.48605702009023,9.7914225424508
"SCYL3",10.0609814972114,10.2242452966404,9.88902920355832,9.78059681194967,9.82875448493149,9.81931204945149
"C1orf112",8.4588600731062,8.79190037421744,8.97984624603283,9.12995626105066,8.71874262524773,9.45608125940087
"FUCA2",9.10827814373486,9.01993675286288,9.45525987865688,9.73412182377338,9.09891183717221,10.7636609423399
"GCLC",9.37157546947907,9.45751885240302,9.55774277899955,9.56400545587634,9.39068317137971,10.0935501952
"NFYA",10.0222675684945,9.9601887584707,10.5359907665273,10.4521652882874,10.3168896288297,10.4643834347369
"STPG1",8.61626710293257,8.48110686551549,7.47156264376264,8.21983081836288,8.32587371801093,9.33203642807506
"NIPAL3",9.55706536128453,9.64173554430825,8.28150600776454,9.17857631230911,9.720568355724,9.50855188287093
"LAS1L",9.6353064091314,9.65468315377662,9.34480651519796,9.79377267325628,9.59109752383847,9.74045589324734
"ENPP4",9.86830034746395,9.83437695573239,9.28103607596702,9.15634444214306,9.67430197212902,8.66459382093251
"SEMA3F",9.59354822247194,9.15975179177029,8.87389494186384,8.91225036788472,9.64610422679108,7.12422591236332
"ANKIB1",12.3430537657528,12.476743680711,12.3155736338384,12.2001720380309,12.3485694923716,12.2936657748056
"CYP51A1",8.10659009322978,7.59203896578191,7.90787884663053,7.86134468471085,8.04768883399968,7.4916293865245
"KRIT1",10.7138020949381,10.8322788970326,10.9347413556417,10.6297961767351,10.5817488641094,10.8862369951723
"RAD52",9.25010240642944,9.27256049480369,9.47635579224464,9.63237105723612,9.64909880084376,9.68591903953828
"BAD",8.8680191974332,8.49380975845602,9.09410939156462,9.21307573226809,9.27292610295235,8.9778380662701
"LAP3",9.53073810071927,9.5751723852127,9.52920745138202,9.9937337049629,9.62952069835231,10.5654482804649
"CD99",9.783695037153,9.66202935057633,10.1428978025493,10.7043874002116,10.0874583819448,11.5817437790326
"HECW1",12.210993404377,12.2627934723518,11.7267013654648,11.2827158135468,11.9771947935043,9.70931084090536
"MAD1L1",9.70752138065172,9.41893352002239,9.96959877017024,9.81036815021972,9.98715192656696,9.81316124008729
"LASP1",11.8249336382253,11.7126604195064,11.4479446954924,11.841343592322,11.8980482199893,12.2313123750439
"SNX11",9.14654622990203,9.09568324648787,9.12894840204672,9.35625282834677,9.29995331335292,9.28592308333615
"M6PR",10.2801598155102,10.3406047031671,10.2856546114332,10.4738458004944,10.1965884895703,11.027255487286
"KLHL13",11.8786387950064,11.9527488778978,11.5152774137545,11.2915720225231,11.6907670875439,11.1880097017556
"CYP26B1",9.9727622893193,9.92405038781491,10.8963781584864,8.70154749192667,8.57227624466474,7.21765159252363
"ICA1",9.68186341861682,9.76621024255853,9.11357073176377,9.29834529803315,9.61427551080694,7.73357338192129
"DBNDD1",10.3266092079539,9.9467435464492,9.65598093590663,9.359491432009,10.1414717349191,8.08819842456402
"ALS2",11.6389711760705,11.7972104338623,11.8715071669436,11.7319227831193,11.7380364329694,11.96368377108
"CFLAR",10.256359185748,10.5757452651026,10.2407977659714,10.2240617049417,10.1201099122241,10.9567354882838
"TFPI",8.87860548549873,9.16235912333387,9.70522285489292,10.2980533909349,9.79134014972749,11.2340243573403
"NDUFAF7",10.1782762583625,10.2043189932125,10.3340876188013,10.0234893691273,10.2437549637581,9.84666783918094
"RBM5",12.6901034049002,12.6193601873833,12.7519721577934,12.796376951388,12.8306350663125,12.9999466488132
"MTMR7",10.9956388846125,11.0693067223004,10.5402653978748,9.80918912822295,10.4477237595688,8.31344501341943
"SLC7A2",7.86872084983058,7.61727390874984,8.11605060233679,6.91263718792541,7.12248542781844,6.33671208971877
"ARF5",10.4517657951842,10.1584465383711,10.1707690371814,10.7765043951047,10.5469994406524,10.5266205861789
"SARM1",11.1281043422094,11.1259097553355,11.0981662902555,10.7024898741275,10.9446537431736,10.2323126165545
"POLDIP2",10.7792125389524,10.5988005052577,10.5388419323402,10.7559172230188,10.6480810194743,10.9560403663844
"AK2",10.259023270115,10.3048065198201,10.3617380867976,10.3968798375471,10.1646080027301,10.770795536837
"FKBP4",11.5965112160653,11.4631279698827,11.3475725625291,11.4093878141707,11.5847124350035,11.3831122498358
"KDM1A",12.9108575943297,12.982552002001,12.9785310641065,13.1637996273366,13.1301742476893,12.8346654249932
"RBM6",12.1656774666364,12.1678422445174,11.9279798948701,12.412534903971,12.2112718216038,12.4810638095568
"CAMKK1",8.9770036461935,8.5756014123623,8.51464194247668,8.68070496804565,9.05183038246748,7.76152103709351
"RECQL",9.83469873254032,9.86489697662254,9.99686394803491,10.119702919905,9.61580738809476,10.3766259137482
"CCDC132",11.5148922760306,11.6200302912969,11.4912219725647,11.1354159999797,11.2758043541301,11.0417407392528
