"","P16902_146","P16902_147","P16902_148","P16902_144","P16902_145","P16902_149"
"DSCR3",9.73679637096289,9.70271622243005,9.77894156671365,9.71001967654531,9.70674104283633,9.68374506224799
"DYRK1A",11.9088615108189,11.9249541098991,11.8424428425452,11.9155872858956,11.9100831700168,11.7075436487821
"KCNJ6",10.406041624479,10.7783832250735,10.122955833122,9.84703775404901,10.1209186667759,8.8269892391492
"ERG",4.33057497578978,4.33057497578978,4.63910910251109,4.71402308857299,4.33057497578978,5.07532107295397
"ETS2",9.01957190137446,8.90919490513826,8.41018140881965,8.5439392243761,9.19949232418683,7.26628849061589
"TSPAN18",9.67033630852472,9.61264252636492,9.71850045297244,9.32857256058965,9.88440404790284,8.67152878308542
"LCA5L",5.29925920898593,5.51016048524524,5.49586482724437,5.70027502758029,4.95674843757777,6.84138999912851
"SLC35B2",9.24496978420086,9.00136376179609,9.29039286680889,9.78912574268393,9.49637596709566,10.0786958229421
"TMEM164",9.80967678093453,9.74463911025343,9.90110363737725,9.73364523582274,10.0136627931648,9.38416763273161
"MX1",5.57553933579376,6.02312871455732,5.86366298223323,5.4150421589993,5.55563637036578,5.42659714675519
"CREB3L1",5.54851785949931,5.81547244195914,5.33538540566403,5.43553531135657,5.39908280147121,5.15195654074678
"C2CD2",7.96658061404491,7.66092470637922,8.50891201053144,7.05515127625664,7.56073865313527,7.06680005950331
"TAB3",9.92816589176384,10.2294388434311,9.78651027341612,9.55950325524051,9.71526704719357,9.36695411060571
"SLC38A10",8.31219858346385,8.02064177406534,8.61838128862913,9.13647892555779,8.80559602478546,9.4192745582391
"C9orf43",5.3344412562722,5.7368316223205,5.78285907365734,5.71571562153576,5.59610890044655,6.26699080821412
"ZNF618",10.6603454078454,10.7857964525053,11.0619390253535,10.733669369398,10.8827266494647,10.3205874598097
"DGKI",12.2309912108475,12.2114942328354,12.0717996985429,11.0900297392947,11.6099867341331,10.1852114510523
"C9orf91",8.87322395600214,8.96445445598059,8.67504644412205,8.2854962081516,8.97155766849428,7.92617754941335
"SVOPL",5.49214979402744,5.17594971784969,5.07933519419276,5.05921631031587,4.86095996838829,4.68467332000649
"SNX22",6.30967770216152,6.34220771365591,5.81044805857035,5.74594758405598,6.29531752794964,5.45239055899795
"UBN2",11.0521178121966,11.3362543192771,11.4631640065212,10.7867934949147,10.9536682827041,10.6288251152969
"BRAF",11.4164276392714,11.5746902849283,11.3875785649779,10.9755149516618,11.2282944896185,10.6552243136385
"SLC34A2",4.33057497578978,4.58878259651035,5.13786241172375,5.66870520190303,5.03903521958369,6.02423069666386
"PSMG3",8.33512167246894,8.31349705932105,8.20783497667597,7.90488060656855,8.36622061183977,7.51563211554337
"CABP1",6.07831789081791,6.02312871455732,5.69565584988958,6.06802763232559,6.55838671547071,5.71840792780094
"WDR19",10.2628016180267,10.245660070295,10.0405466893855,10.7778131585701,10.4128907446768,11.1395047405284
"SLC37A3",10.6545211932632,10.7467162357709,10.4622654488262,10.3642513689931,10.5855207865364,10.0516187394379
"AP3S2",9.18151873839169,9.19378605294295,8.93721112787581,8.99386008831463,9.13736318391428,9.00543694179581
"FMNL2",11.2573172222359,11.4179189445605,11.7421374773539,11.3586404977388,11.4421756485144,11.1445600407456
"GAREML",8.72023681804644,8.49560269277639,9.27970077105899,8.51407014182555,8.5851575916591,8.07458872633557
"SPPL3",10.2981006521231,10.1756245270488,10.250993970176,10.1684016808963,10.5896468945513,9.9334304915642
"DPYSL5",13.4400443877103,13.3224045399568,13.3139708959611,13.1402536797299,13.6089962850452,12.5981693538551
"DRC1",6.76768353188172,6.69400971602305,6.86043252493434,9.458475470235,7.54363062364894,10.9171401264381
"RAB28",9.04357016000457,9.05325399149441,9.00372920050377,9.11180405183644,8.96043205415915,9.45855463613502
"FAM213B",8.98899981603422,8.65252448181681,8.28281454063482,8.91187517858139,9.0973060322158,8.37766287611289
"TNFRSF14",5.04742567774093,4.90491546544878,4.86296472820736,4.95373220111794,4.80549449477315,4.33057497578978
"PANK4",8.62792446314032,8.41842113902547,8.66191329916477,8.84004215191076,9.12887288519351,8.502036828472
"MEGF11",7.9749660378048,8.06683790162421,8.36627211087885,7.88451135220615,7.83080600963922,7.83607962613993
"C12orf43",8.6951841343469,8.77276642812238,8.40624481148365,8.68962959673818,8.74942516834951,8.62096045895252
"PEX10",8.32206775092487,8.04570240743399,8.49044603867034,8.83250627494466,8.53455075113621,9.18093875143825
"RER1",9.91955534263886,9.69260589288135,9.78952666147922,10.1179236105577,10.0840970555312,10.2723652425412
"RADIL",7.6314284560604,7.27840315363716,7.64962153261386,7.29725485245688,8.04860514168567,6.13809210754304
"SKI",8.54898683365936,8.41568412165511,8.94264728331416,8.86832344350265,8.67548789320358,9.0139737471853
"WIPI2",10.0913426925188,9.94150432456766,9.92049401511232,10.3347337341994,10.3982622416164,10.3505166092427
"LDLRAP1",5.5207400332063,5.34383018699978,5.7255112363932,6.25557621208894,5.23931319139556,6.91074633659562
"AGAP1",11.8188697576341,11.7795146534558,12.1309365194569,11.3698559958084,11.8028945568395,10.7150058438385
"KRTCAP3",5.40082433975998,5.13762512309315,4.94418431550225,5.37262261357025,5.20943279770974,5.03357482878391
"PAFAH2",7.26902704649298,7.19015494350677,7.3355137098602,7.7811964148368,7.16566744120956,8.38559587944258
"EXTL1",6.41762377436216,6.25346714605822,6.11933501176659,6.26520864888704,6.3991018748316,6.29124861845814
"BRE",8.43244623192903,8.70944585771889,8.59783542490088,8.75966762211942,8.48431721191964,8.91897993279777
"WDR66",7.44374501965757,7.79404665123918,7.15693190923556,6.88046848910133,7.25306074925114,7.09336464344323
"MRPL17",8.63584797194149,8.54650931110655,8.78510984397774,8.81578691619792,8.75311613028216,8.98473947019248
"DUSP2",6.04388889103782,6.05442078166421,5.98677983682015,5.60255728389094,6.37900788898933,4.83010453277739
"GRHL3",4.60390596466056,4.58878259651035,4.33057497578978,5.28112095084593,4.95674843757777,5.25394328805817
"UBXN11",7.90645762791727,7.4122663862888,7.80802279742507,8.99790650815583,8.33695871293833,9.59784503910095
"NLRP14",5.72424503540458,5.67386991742712,5.19204933581343,5.28112095084593,5.51344929562775,5.40006335275449
"PTPDC1",9.46518326838979,9.5480589216231,9.30100614252949,9.16673918171736,9.32741232844961,8.57779943472958
"GALNT14",7.15412798548242,7.19664743352791,5.0153475618871,5.94973919615279,7.28963530626763,5.40006335275449
"NCK1",8.73996898181716,8.72939745994245,8.57348741302646,8.81272602185428,8.73643159593757,8.88027391822712
"RHPN1",7.16902082071916,6.76685754580122,6.86043252493434,7.7200078598636,7.79883347609376,7.48616102253718
"TPRG1L",8.90414662451716,8.75989266782807,8.73583916653005,8.71116639951409,9.03353260862948,8.56156492192857
"LRRC43",5.72424503540458,5.90657782030436,5.91449335713677,6.22622682849031,5.88899535302041,6.94047352051505
"AAED1",6.51723368027146,6.54567163620786,6.55665892062138,6.40154607385148,6.33784955861795,6.96235222053922
"XDH",7.09290167116183,7.30861351157057,6.0767532850492,6.5090360851835,7.01702036134237,4.98896808752624
"XKR8",5.79147317606317,5.75702651981449,5.45827589049947,6.35770001541804,5.46935070319513,7.19479807814737
"CNNM4",9.21887090889578,9.02843713817398,9.05982384137926,8.55131030298727,8.92162002498518,8.18493610461721
"EYA3",9.32544204007221,9.50761537213027,9.33651706677462,9.27957986484281,9.33604108477369,9.47471335786829
"DZIP1L",6.91790282534075,6.73092761276427,7.29296706676106,7.8578860856929,6.70835702131992,9.44221257564011
"TMSB15A",9.98394739543959,10.0055099518892,10.0780297859441,10.4833681336065,10.4971270576949,9.17333976575705
"FANCC",8.76906808702757,8.55647734205739,8.79716793330851,8.92751925551438,8.77869068524332,8.92623580383093
"MRAS",11.1255266562487,11.0469265576592,10.7668949067625,10.4895995641637,10.8624089069201,9.7217275922757
"WASF2",8.48313792825853,8.61487346962936,8.92353013357852,9.36972491764464,8.69481210717466,10.3994920576618
"ABHD3",7.83908899707503,7.73347562606748,8.52351545556864,7.32802183081119,7.50436083085122,7.388537870084
"ESYT3",7.75378797125387,7.37286346670873,7.49384682798959,6.13377621276322,6.7774670989655,5.47749470033185
"FAIM",7.037008143838,7.10977802219848,5.3782345210694,6.14439749474012,6.8503189605295,6.71726694632154
"FAM46B",4.93817568778476,4.33057497578978,4.7660846074949,6.30301855394286,5.23931319139556,7.28932599176162
"CLSTN2",12.0027644570623,11.9616481024006,11.3890701153605,10.4454032845622,10.9286433769028,10.1305866095548
"COLEC12",5.22411723473243,5.37374005388151,4.94418431550225,9.59463308566578,6.37900788898933,11.1115779851933
"RNF207",7.11618018037421,7.09591621670021,6.78756865288512,6.65179842733786,7.24243215644684,6.3267847648848
"CUL4B",11.1756354756942,11.2878516832636,11.0927781213782,10.7980374091544,11.0792841957805,10.6160021819751
"GPR153",9.90217838422387,9.51655993350031,9.35292980781512,9.78054758135248,10.2581694888237,8.27887126887831
"SLC13A3",8.22017182526003,8.32229679462841,7.92313041789343,7.56724655127282,7.59434452332097,7.50587681726166
"GPRASP2",11.2717608691798,11.2195073782674,10.6874912859027,10.5250336614574,10.9652260955137,10.2702315945105
"AUTS2",11.2772454438912,11.5749959173649,11.6637955923088,11.2850501652973,11.103651020414,11.0540481499628
"SHROOM4",7.0451330407818,6.95676981986346,6.78756865288512,7.95595764860272,7.39872123984883,8.74316368628158
"HIST1H2BD",9.47843965950462,9.21592954677477,10.3726113877503,10.7596829810632,10.1202056398743,10.0827544067942
"CDC25C",5.62750733317344,5.77685464919912,6.44847108684433,7.2006595156671,6.04459192115025,7.43562724486477
"HIST1H4H",9.20120499973756,8.6100968777848,9.78348755889255,10.265464671626,9.22228255718215,9.94060492323376
"MITD1",8.24114001093791,8.23487670991194,8.4297037653274,8.32262701286369,8.28170706968008,8.13868445275546
"EIF5B",9.2722967153584,9.46600343739296,9.65706550122315,8.99115613641441,9.11747399482615,9.24613450377861
"RIBC1",6.111792441977,6.12926986364968,6.27629400697231,7.54879380865966,6.33784955861795,8.8519744336651
"TMSB15B",8.83704947571897,8.83341345067355,8.81802911615754,8.9925087478252,8.89013307157339,8.8015619401551
"C2orf62",5.14109345202186,5.09718127405855,5.45827589049947,6.7279384444836,5.55563637036578,8.05810465205392
"CNOT11",8.84162139295442,8.63852083669891,8.77294969540263,9.08162456332603,8.94921969054632,9.26198228739529
"KCNB1",9.63657732296281,9.84744311078833,8.82687773711074,8.86241555771656,9.77266974060534,7.53494230908478
"TSPAN33",7.1390734122226,7.17049332813552,6.87220484073834,8.0736056172147,7.55221058705847,8.7956296465034
"NRG2",7.52643984619218,7.25995789712136,7.30158068721242,6.96212547747526,7.29478283853804,5.571858798105
"AHCYL2",9.82819813404936,10.1222359830338,9.88990517109231,10.001303117829,9.84610203064948,10.3923163380842
"B4GALT5",10.8289853868782,10.8376681921968,10.3452059712253,10.5147295889812,10.8217712972893,10.0916432763797
"SPATA2",7.65257060002704,7.59910803920834,7.60881388150519,7.58183688290282,7.69448858845371,7.47619854413473
"FAM86C1",6.19167384472197,5.99099191043792,6.05488661074004,6.26520864888704,6.13396671442646,6.85711112771071
"CPA5",4.80259831140558,4.84495094307666,5.13786241172375,4.82464481268825,4.80549449477315,4.58127373257168
"TSR2",8.59578559098937,8.60530433401648,8.30836671377887,8.87420714580602,8.91997989764563,8.96901851449384
"PPP1R9A",12.3474659383429,12.4828907578113,12.085356760318,11.7395752160845,12.1326285780128,11.1004142240391
"ZC3H18",8.61194499442317,8.49560269277639,8.57699109984022,8.87420714580602,9.05460801352987,8.64976109989153
"ZFAND2B",8.19889151572816,7.95410068733368,8.17578040881632,8.40840453166656,8.5851575916591,7.92981055186659
"GDPD5",8.82093224279276,8.46945518303297,8.45278483601261,8.68461335455474,9.05610165013017,7.90048343971049
"DYNC1I1",9.77787194337001,9.75762848792092,8.55938646576936,7.92496229926872,9.27580685802167,5.75680447202851
"PFKFB1",5.9903111609895,5.99099191043792,6.03261425473495,6.366589959339,6.12159469522682,5.77550668699715
"TMED4",10.0336665781709,9.86555351524102,9.86581556428188,10.3849714901581,9.99355766857667,10.9034408460919
"PPP1R15B",11.0257916277742,10.9648703248936,11.0085972834862,11.043224899752,11.0342076011684,11.0847192945201
"COPG2",9.06522230888423,9.05851664206322,8.9561484306793,9.21849921852673,9.12318472731536,9.42440355969753
"C11orf30",9.99525905547243,10.1504087354228,10.1711563422798,9.91487710236835,9.99355766857667,9.86248692000157
"AGPAT6",11.0050912762031,10.8320527671976,10.7926706686568,10.8925820084896,11.0800175555619,10.562377022082
"PKD1L1",6.00844026539826,5.87100821421757,6.16047993900056,5.81805978469791,6.18224393265002,6.11061427847656
"ZSCAN12",9.42466593791179,9.51528553437334,9.14006648893158,9.14136353010717,9.47421614400509,8.87840452188125
"TAGLN2",7.32310766257761,7.02443831744491,8.2258341973096,8.47195701967692,8.74757612469874,9.67516679273869
"ELK4",9.29078753500937,9.49474030586583,9.44575050020637,9.25950623978589,9.02440490211399,9.65676661931812
"SLC45A3",6.74767673763211,6.48132831963925,5.86366298223323,6.81268653696954,6.41888706613282,6.48070743372353
"DUSP23",5.22411723473243,5.31286008562374,4.33057497578978,5.3049269085433,5.29596108369109,5.61588662529712
"RNF166",7.31646100731947,6.94904069284673,7.31865018274309,7.38342468393395,7.50436083085122,7.15133162417071
"NBL1",6.49303627369584,6.11466471136286,6.20029399103025,5.98648331822425,6.44800815064414,6.12443048056718
"F11R",6.111792441977,6.15796744435664,6.03261425473495,6.56344602671809,6.05777184720114,7.67191294711084
"USF1",10.6016897807615,10.4205011986126,10.5368348214293,10.8559497642002,10.824399677571,10.8314758683342
"SPATA2L",7.3751736125526,7.02443831744491,7.12804990920464,7.17663732237503,7.27407779684721,6.39501592218696
"NIT1",9.05738645449597,8.92657279549243,9.02181589353066,9.36555788066099,9.30749309061344,9.56571578856142
"DEDD",9.13760869997324,8.94942133757454,8.8617372504545,9.20339925941116,9.25255306398883,9.19751662073347
"ZNF276",8.79758944493229,8.31055174989564,8.37435639784723,8.79577354861191,9.0797913109447,8.24727223557794
"NPM2",7.62073759712291,7.27228180361364,6.83657729618024,6.13377621276322,6.8990831194017,5.50195500208462
"EDA",6.90898517037246,6.91767973622659,6.11933501176659,5.80400878913798,6.04459192115025,5.11466593771837
"FGF17",6.65375981739783,6.35439345161833,6.6004284650849,5.66870520190303,5.94799804642505,5.34453517938545
"VWA5B1",6.52916670743809,6.30493497245368,5.53204272811162,6.04529202176455,6.12159469522682,6.5513242749642
"PINK1",10.757127930399,10.5806862188816,10.3130844661732,10.6411092518075,10.9035909629506,10.540119824989
"B4GALT3",9.21006505668413,8.94374315041009,8.83274669203781,9.05856710290398,9.25255306398883,9.03761072438037
"DMTN",8.84162139295442,8.72498766237102,8.49786099064325,7.99987055854279,9.0694750500515,6.3267847648848
"ADAMTS4",5.5207400332063,5.53524434648493,5.69565584988958,5.96211569431352,5.90403138225395,6.33841262084272
"FAM160B2",8.04431735647471,7.65158864104377,8.18960621252554,8.19412899676964,8.33695871293833,7.88558998999751
"NDUFS2",10.5538194064697,10.4150476822599,10.1036999039303,10.4468821027817,10.348603124051,10.4749199963691
"SLC5A11",5.3344412562722,5.09718127405855,5.0153475618871,4.77291247508709,4.80549449477315,4.58127373257168
"APOA2",5.62750733317344,5.58358169504195,5.33538540566403,5.49445599134623,5.55563637036578,5.11466593771837
"TOMM40L",9.72695897567853,9.59224070680725,9.31991508587784,9.39549921562476,9.80852609901768,8.83665040334435
"CCAR2",10.9533205342816,10.7204302729735,10.6622163428218,11.2987621204687,11.2745161639082,11.3902470924494
"WNT9B",5.6525384434395,5.31286008562374,6.0767532850492,5.56781120866857,5.67254547946021,5.71840792780094
"CACHD1",11.3843375495783,11.5359670736864,11.5904928224072,11.4501974981931,11.408415894087,11.7484726286349
"CDC42SE2",10.5157736550224,10.5745846019193,10.1861089872186,10.4938979122544,10.3935496049905,10.6115151718485
"RAPGEF6",10.7073620797073,10.779444593227,10.4958842772498,9.77663147410939,10.2207449851869,8.9495676466036
"EPB41",11.1778928124756,11.1958544342841,11.4388864564704,11.4885110165557,11.6251393955278,9.97595104719394
"MIS18A",7.02061302111871,7.25375484327826,7.26680255576584,7.66634825729697,7.1139774433399,7.66318329412718
"ALG8",8.54337936186997,8.43743525109495,8.76068573776764,9.11925104321865,8.67159164285877,9.49069281535939
"FBXW5",9.2722967153584,8.75124561482829,9.43422886625994,9.3550872252819,9.49417526294008,8.75544240551484
"C21orf59",7.77800158699728,7.78128312950899,7.57388309620775,8.18703517703851,7.88254460270348,8.70145951293704
"SYNJ1",10.6725642727716,10.7591438160478,10.6364905522819,9.91416437051536,10.3697526006365,9.32368446206031
"PAXBP1",10.8853269229096,11.0125874892432,11.1193816339825,11.0035844837841,11.0604564230061,11.0659851152201
"IFNAR2",7.32310766257761,7.44518124642502,7.47879312224272,7.75575392497685,7.67501907268824,7.78879360873929
"MRPL10",8.60657871996245,8.55399182076828,8.63191691685501,9.16913273682366,9.08857532332467,9.16263332505713
"IFNGR2",9.46666224003285,9.35211152887064,9.26892867330728,9.2391487450897,9.65055138538122,8.93345524101333
"GART",10.497091069705,10.5305045106689,10.5350392772262,10.6692529423328,10.6111173895896,10.8605995998898
"SON",12.4423371326851,12.5000523076151,13.1304288645156,12.7364488051783,12.5010236380647,13.1390084946351
"DONSON",8.04431735647471,8.16806052790184,7.98797398522681,8.68125943046127,8.1076539584255,9.13785816448196
"SV2A",12.181679119201,12.0485062921235,11.4805248598351,11.3804692397735,12.0427650447434,10.3752122412728
"STC1",7.88435423161158,7.7246074378157,6.77503369616368,7.3792398886982,6.68450597902808,7.45605930274817
"TNNI1",5.18373077138573,5.13762512309315,5.33538540566403,4.87127988604197,4.66714835127326,5.65810362455486
"CSRP1",8.74485995418759,8.50077545201846,8.68156823853044,7.67656560704024,8.19460977828675,9.17028890144541
"KCNE2",5.0958257135656,5.55970553524277,5.07933519419276,4.91404266993799,5.03903521958369,4.76371589021208
"ATP5G1",9.75385186122933,9.55054933692076,9.19573660328902,9.31674962422192,9.57656544038975,9.29456531891408
"RCAN1",10.6551694909091,10.4699919299442,10.3441808849708,10.0688193809001,10.4474053299666,9.97070406444695
"UBE2Z",10.6130795239955,10.6473168149683,10.2866484946307,10.4275381596973,10.6804615020765,10.5733781212211
"C1orf51",6.67520758794867,6.41364234346673,5.49586482724437,5.39408088420441,5.94799804642505,6.12443048056718
"SNF8",9.45478772567961,9.37898943601488,9.47977251912826,9.70343353442857,9.49417526294008,9.78189004368097
"CCDC24",7.4067585371548,7.13031363970509,6.67031052339294,7.77170888304149,7.61085210505094,8.28454230082659
"RUNX1",5.0958257135656,4.95891832408665,4.86296472820736,4.71402308857299,4.74232802187034,5.15195654074678
"IGF2BP1",8.89976961734573,8.85777884144894,10.3318226714653,10.3379253942048,9.67406860447779,9.71232540421774
"CBR1",8.04431735647471,7.93121104702694,7.41691240853898,7.92780811553132,8.19732855478766,8.75747869292391
"CBR3",5.22411723473243,5.17594971784969,4.7660846074949,4.99090412180236,5.11210946503177,5.34453517938545
"C2orf81",5.97189916146181,5.83429039028268,6.11933501176659,6.95075475096743,6.09646749403237,7.51563211554337
"TUBBP5",5.72424503540458,5.40267998277688,4.33057497578978,4.71402308857299,5.23931319139556,4.58127373257168
"GJD2",6.44325127059483,6.02312871455732,5.07933519419276,5.0909007841773,5.55563637036578,4.58127373257168
"ACTC1",5.14109345202186,4.95891832408665,5.0153475618871,4.91404266993799,4.91093888395682,4.33057497578978
"MORC3",10.9711318613412,11.0211370427648,11.0034127087507,11.0251914963442,11.0906095851653,10.6024990533612
"CHAF1B",7.75378797125387,7.74228866356456,7.54530215955348,7.93631157952285,7.57764163262191,8.07130711424953
"HLCS",9.69198941551626,9.85047735832617,9.5632336565914,9.73526039578545,9.67504020799658,10.0795084542657
"SCUBE1",10.0797974045686,10.0208525584367,9.77742304381021,9.8559727326731,10.8076717982724,7.19479807814737
"ARHGAP27",7.08505419616435,7.03175530872374,6.95188035432216,6.35770001541804,7.03572703226692,6.02423069666386
"ADPGK",9.26721227218681,9.05851664206322,9.21831162784639,9.3790568956645,9.18181771500638,9.5528949053045
"PTMS",10.1660352673252,9.96222216078835,10.2166776573238,10.5458836101829,10.73828543768,10.2121374577257
"ADIPOR1",10.2248707615813,10.1536872738222,9.99162471162337,10.1485432139515,10.1843710986603,10.382473363678
"CYB5R1",8.74241654982002,8.62200867997997,8.23918644785755,8.64556191386529,8.38063033373842,9.15955965529231
"PSMD4",10.7987942600717,10.6959065785418,10.8098496197518,11.1484480157472,11.0269997207797,11.0883563882514
"ATP13A2",10.716708469866,10.2200869732543,10.1849642730636,10.1023664460633,10.6934598478027,9.30850504803641
"M1AP",4.99520527768772,4.90491546544878,4.86296472820736,5.15028716110163,4.66714835127326,4.98896808752624
"PSMB4",10.8708885151011,10.6857527207362,10.8573210014982,11.1828693872545,11.0989552032825,11.2507957502226
"IRX6",8.79758944493229,8.60530433401648,7.4247982507733,7.40827444694496,8.54737082130233,6.24225613351204
"BTG2",8.22719544304341,7.95410068733368,9.06481653161499,9.55950325524051,8.7308267358132,10.5163140707951
"HK2",6.95300237665677,6.19979772223188,7.1377443071229,7.40827444694496,6.73179084413284,8.66286127681148
"C1R",5.79147317606317,5.43072800972915,5.13786241172375,6.5326312524326,5.7264309006772,6.68213699712675
"CELF3",10.7504695264539,10.2364131551266,10.3421285237396,9.96528922024337,10.9548682223339,7.91155206941919
"ALDH4A1",7.55483479848096,7.10977802219848,7.75301579166825,7.67656560704024,7.47755893523241,7.67191294711084
"STARD9",9.12079075209408,9.28936376059437,9.73736915309396,10.1467242619125,9.59721633000756,10.6698642277291
"THEM4",8.49190035684375,8.55399182076828,8.0347402825363,7.23825186811295,8.09895091182468,6.05371984338478
"TCHH",5.54851785949931,5.51016048524524,5.41912560421338,5.28112095084593,5.26812364332126,5.07532107295397
"UBR1",11.4240546193726,11.5771335332458,11.428286314672,11.1538902264642,11.3738470865159,11.0622911002238
"AMFR",11.2332078261303,11.0924728663222,11.2635040572562,11.4489682768709,11.2770766498896,11.7712777707788
"MED8",9.00130674097162,8.96632259343604,8.82981521066513,9.10306690025399,9.17083215375322,8.935254450448
"RSPRY1",10.7733421376185,10.8057280923744,10.8238882058872,10.7243510041423,10.7415339156065,10.5012334193507
"CCDC17",6.2372372059446,6.24026434647469,6.49593802186075,6.1757212913575,6.01778816310778,6.22970329815221
"GPBP1L1",10.6223922400562,10.6385696013042,10.713918877755,10.9437498095141,10.6901011387103,11.2057423486956
"NAE1",10.3080293841051,10.3422087564065,10.3276796182323,10.3626852915809,10.2214099969489,10.3844473407236
"TMEM69",8.5063864392058,8.51106532078206,8.28281454063482,8.65755998564566,8.62600777782423,8.67368750799541
"CCDC135",5.85484684019812,5.77685464919912,6.03261425473495,7.52254730534119,6.10909595759182,9.01737433260328
"ACE",5.22411723473243,4.90491546544878,5.3782345210694,4.87127988604197,5.29596108369109,4.94087121374919
"TEPP",5.54851785949931,5.45795213323723,5.13786241172375,4.99090412180236,5.32290848716218,5.22140032273235
"UROC1",4.87482195210638,4.84495094307666,4.63910910251109,4.64396487703681,4.80549449477315,4.58127373257168
"EFCAB14",9.60603967058103,9.49990414998577,9.95179403420881,9.93328550357162,9.68085611141078,10.4556475221403
"CHCHD6",8.88876843717865,8.72939745994245,8.63863716092216,8.6351974244968,9.11747399482615,8.06141674089896
"CTBP1",10.5559039156393,10.1405281502954,10.5974506512451,10.7608723561897,10.9323030733342,10.2730757575294
"LRRC36",5.6525384434395,5.94108086001497,5.56693702969189,4.87127988604197,5.29596108369109,4.76371589021208
"ANKRD18CP",5.49214979402744,5.53524434648493,5.07933519419276,4.71402308857299,4.66714835127326,4.33057497578978
"TPPP3",6.22223378738274,6.27946357496297,7.3355137098602,8.09399110690924,6.56717883825407,9.36295236749969
"ZDHHC1",6.90000882976452,6.56643692587744,6.65662472716031,7.50349580743111,6.61873678184173,8.05810465205392
"ATP6V0D1",11.2453128931164,11.0224823519389,11.0008134163796,11.2670275130007,11.2431031336383,11.1410621053749
"ZFYVE28",6.26671530794524,5.94108086001497,6.11933501176659,6.45226469243349,6.54062432223393,5.84730736939238
"RLTPR",7.21992247057651,6.70333499340347,6.4803071669202,6.65890241898307,7.3501882512894,5.34453517938545
"C16orf86",5.22411723473243,5.24729833481842,5.41912560421338,5.789777878405,5.65395698090973,5.69868419475818
"FAM131B",10.8775703597348,10.7847397499672,10.3705991221451,11.0458292590729,11.3789216355803,9.724848072014
"RGS12",9.93672531129211,9.65491568150077,10.0619066226184,10.2240887356481,10.3733472828764,10.0130057282253
"PSKH1",8.23069435517052,8.07381404238375,8.50891201053144,8.58760805312461,8.10185782762859,8.93165377732011
"ZYX",8.86426533335222,8.61725581686959,8.82098471473035,9.3015604644663,8.87666626836688,8.80746984176902
"ABR",11.1431941143779,10.999439680925,10.8113338167749,11.2314366578369,11.3365895482401,11.3631476389673
"LYPD5",5.6018543074561,5.6520241287847,5.75456202992873,5.3049269085433,5.4465120496375,4.33057497578978
"CCDC117",9.21359386486504,9.21121310657414,9.34474682174218,9.67510166164688,9.61149782838727,9.69439658053551
"ZNF230",8.03633134806057,8.17131409702859,7.75301579166825,8.19648579991439,8.04860514168567,8.15736519835445
"CCDC107",7.8436809557428,7.50878465907413,7.47120541838317,7.86978114618273,7.85863412995419,7.6366663069708
"ZNF222",8.04829365157979,8.01339992660753,7.81996234402189,7.86086919678128,7.93246643504887,7.57744660476791
"NPR2",6.68580357978683,6.48132831963925,6.68385737112564,6.8252651653982,6.82164699980973,7.59593397339744
"ZNF890P",5.3344412562722,5.31286008562374,5.53204272811162,5.02596345433389,4.95674843757777,4.98896808752624
"ZNF221",8.73013678680276,8.81693728728556,8.95883351473242,8.57861934786081,8.88509779344054,8.31256513380369
"ZNF233",7.66822231500951,7.87232222785439,7.17585758764933,7.83075245367106,7.87915334433172,7.47619854413473
"ZNF235",8.63321165952193,8.95507719042488,8.73896859456404,8.65243022935743,8.68131251477216,9.04429341443123
"GNE",10.4781632750673,10.4279662673913,10.2333843313711,10.1017406541631,10.4181208890751,9.58873813311229
"ARHGAP35",12.9192420670248,12.8646031749161,12.9133633742077,12.7054902120553,12.976090034024,12.3056938786135
"CALM3",13.1396398804827,13.0043651294151,12.2533596161985,12.6245118683302,13.2032441558231,11.6977888456337
"DFFA",10.2847550935937,10.16672738074,10.0841833047062,10.4394728000846,10.4181208890751,10.4437067791169
"CCDC28B",8.51500835691647,8.27472691615526,8.54156309644457,8.75966762211942,9.02745391118211,8.09735108405167
"IQCC",7.30307208814694,7.05347576660264,7.1377443071229,7.71341057016687,7.65924825659466,7.79279483069123
"TMEM234",8.27880096134596,8.24108025118725,7.90644722971276,8.45633115326406,8.41136279154798,8.62988390478554
"BSDC1",11.2902405031716,11.1324777202035,11.1229716655465,11.1538902264642,11.421494082031,10.8993055610447
"ZBTB8A",8.88876843717865,9.11853268139743,8.69129571949293,8.96658903364838,9.24340750001182,8.23853175849234
"ATAD3B",9.35449617756728,9.21121310657414,9.65044363484232,9.46043031049378,9.3676455262382,9.24032814132615
"SSU72",9.64051320033425,9.59465596989111,9.44766184351431,9.8122644971344,9.91597375253919,9.98378588516715
"UBE2J2",8.6951841343469,8.38522666370381,8.49786099064325,8.73076386324414,8.8476233901428,8.55689254420254
"ZNF362",8.39866358208397,8.28076036019112,8.29989991996498,8.33336699321054,8.65195018122067,8.01433248455026
"FNDC5",8.63057049591439,8.3541074292864,9.14478880607621,8.38795206275874,8.8476233901428,6.96235222053922
"CPAMD8",6.65375981739783,6.29226341962715,5.96317797384801,8.88735807625832,7.17129355743574,8.79958722914079
"NR2F6",7.70408345195101,7.32643096545362,7.3438698231556,7.70012307850175,7.80242174547315,7.60051823044533
