"ID","statistic","log2FoldChange","padj"
"ALDH3B1",-0.755402062437059,-0.542465721022502,0.700684635863418
"PHTF2",-2.0846431914709,-0.556016217462206,0.188899476996556
"FARP2",2.19541288680441,0.711274809669701,0.160844548706797
"GGCT",1.65631983818688,0.557883684888207,0.320894463046247
"DBF4",0.701055392164482,0.207343309670617,0.726570159705087
"IFRD1",-1.04884524998237,-0.220498725412013,0.566650268932969
"COX10",-0.819200952157279,-0.169576268273337,0.67191175407722
"GTF2IRD1",0.318180613528571,0.0831147136573489,0.886469204063578
"PAF1",2.98497505859837,0.752845307820395,0.038620450961336
"VPS41",-0.507686003368855,-0.0725204598027103,0.811155372406678
"ARHGAP44",-1.52677489367608,-0.671792285248196,0.368020151368532
"ELAC2",2.12132847534077,0.476878217536701,0.179021264323133
"SCIN",2.802042078024,2.07027622561608,0.0564942588312924
