"","score"
"AHR",1.69023455624823
"AP1",1.94495071265383
"APEX1",0.456999624259658
"AR",1.67277152792623
"ARNT",0.829117154096401
"ASCL1",1.37670113388454
"ATF1",2.16733436204005
"ATF2",1.09596125403157
"ATF3",1.37042130822938
"ATF4",2.23918449761514
"ATF6",0.635697638337078
"BCL6",-1.10038828207461
"BHLHE40",0.0288983700567093
"BMAL1",1.18952546798828
"BRCA1",1.22735851951482
"CDX2",1.53377155113032
"CEBPA",1.2327308596171
"CEBPB",2.05503935634822
"CEBPD",1.43359449568064
"CEBPG",2.49886850439903
"CLOCK",0.849871862452066
"CREB1",1.59992126683319
"CREBBP",1.59834615437521
"CREM",-1.29499710648584
"CTCF",1.55530941242789
"CTNNB1",0.459127486529004
"CUX1",1.21062499376775
"DBP",0.49674949893172
"DDIT3",0.0764426719613935
"DLX4",1.88120840266243
"DLX5",3.12550673558407
"DNMT1",0.0593062231989981
"DNMT3A",0.13951922669923
"DNMT3B",0.958324313645729
"E2F1",3.92856032304707
"E2F2",1.96036040800647
"E2F3",3.43324039567927
"E2F4",4.09812501067484
"E2F6",-0.103425032825313
"EGR1",1.83119273466383
"EGR2",2.3523747382541
"ELF1",0.1851911543333
"ELF4",0.401793916556379
"ELK1",0.873445573185496
"EP300",0.812433724543682
"EPAS1",1.73800441116886
"ERG",1.34796193809762
"ESR1",2.31324140277551
"ESR2",0.342658365359953
"ESRRA",0.0786708664252137
"ETS1",3.20150457956282
"ETS2",2.00081744371995
"ETV4",0.719071192471369
"EWSR1",2.45436867425526
"EZH2",1.85960746034011
"FLI1",2.78172921399216
"FOS",3.0928306751228
"FOSB",1.5634712921981
"FOSL1",0.910267145568442
"FOSL2",1.1773096889717
"FOXA1",0.109644240089422
"FOXA2",-0.638449700403218
"FOXM1",2.10861902483231
"FOXN1",2.51357141681398
"FOXO1",0.608389286407038
"FOXO3",-1.28362045345926
"FOXP3",-0.828735765378646
"GABPA",1.76332613605485
"GATA1",1.10977811829697
"GATA2",1.91283168945945
"GATA3",1.71933053839089
"GATA4",0.296449473382792
"GATA6",2.33452579937546
"GFI1",0.944980769211556
"GLI1",1.1282002600012
"GLI2",-0.154143177303095
"GLI3",-0.136487837207344
"HAND2",2.06003219125015
"HBP1",0.220332211862559
"HDAC1",-0.622385646502849
"HES1",-0.13417034933469
"HEY1",0.254729685455931
"HIF1A",1.832920231679
"HMGA1",4.66084324933719
"HMGA2",0.730878261225363
"HNF1A",1.7224917190986
"HNF1B",0.112163250096195
"HNF4A",0.462346255154835
"HOXA10",0.632927931422398
"HOXA9",0.125782699353771
"HR",2.58269169455179
"HSF1",2.30953196162448
"ID1",0.199088102122799
"ID2",0.207847863945476
"ID3",1.62306237609905
"IKZF1",0.364504588421355
"IRF1",1.81874860259622
"IRF2",1.40309931591887
"IRF3",1.18097508031718
"IRF4",1.44258593022835
"IRF8",1.53563185726201
"ISL1",-0.410177431750959
"JDP2",-1.74238421225388
"JUN",2.93027772746067
"JUNB",1.77961028123849
"JUND",1.41836185205905
"KAT5",1.19740650625403
"KAT7",0.592180983431779
"KDM5B",2.76877048566068
"KLF2",-0.418888561216548
"KLF4",1.36905733334347
"KLF5",3.36660525851584
