"","score"
"KLF6",1.55223032240271
"KMT2A",0.358713704687199
"LEF1",1.08975506219934
"LHX2",1.02194237285926
"MAF",1.64380451787631
"MAX",-1.56282800163249
"MAZ",0.45260192805776
"MBD2",1.01430805426053
"MECP2",-0.128150976191993
"MEF2A",1.70345412981925
"MEF2C",1.49206812968744
"MITF",1.93622825765243
"MSX2",-0.122783076743068
"MTA1",0.656439634002147
"MTF1",2.16550833468063
"MYB",3.03242585960673
"MYBL2",0.923249580560385
"MYC",3.44001630914235
"MYCN",1.39347501887567
"MYOD1",1.6573281503855
"MYOG",-1.13235117738778
"NANOG",1.96165567116996
"NCOA1",0.628989708095177
"NCOA2",1.6693003280231
"NCOA3",1.88354278282051
"NCOR1",-0.126682028047606
"NCOR2",1.50913256680556
"NEUROD1",-0.740899236181494
"NEUROG3",-2.03526193915096
"NFAT5",0.510325962525367
"NFATC1",2.28287227169904
"NFATC2",3.14182852174047
"NFATC4",1.46014162800142
"NFE2L2",2.57028993872193
"NFIA",-0.188468985577015
"NFIC",0.953065663148827
"NFKB",3.10219140818978
"NFKB1",2.60283239046688
"NFKB2",2.80644449896871
"NFYA",1.93412005815663
"NFYB",1.57646842446484
"NKX2-1",0.124879408313819
"NKX2-5",1.76069477229683
"NKX3-1",2.56638379005255
"NOTCH1",0.375260980431875
"NR0B1",0.352965946284995
"NR0B2",-1.23262309671312
"NR1H2",1.30301668222532
"NR1H3",2.87330183412185
"NR1H4",1.07020203596253
"NR1I2",0.813570950572128
"NR1I3",1.67254955702145
"NR2C2",1.38487629256795
"NR2F1",0.605611334089624
"NR2F2",2.28167533481745
"NR3C1",1.34282912352382
"NR3C2",1.55527174092472
"NR4A1",-0.0995636099116293
"NR4A2",0.276252494048699
"NR4A3",4.10368227415253
"NR5A1",1.75470204033236
"NR5A2",0.732870733603058
"NRF1",0.994677772465778
"NRG1",1.08346435368386
"OTX2",0.191256152978524
"PAX3",1.67026313582508
"PAX5",1.38600148330022
"PAX6",-0.568996991900583
"PBX1",-0.447455777776882
"PDX1",-0.773427712096346
"PGR",2.29248993572057
"PITX2",1.85340864390674
"POU1F1",-0.352148854280937
"POU2F1",2.61573534180121
"POU4F1",-0.641911229276862
"POU4F2",-0.0366998316389275
"POU5F1",0.49600356223844
"PPARA",1.71651337469849
"PPARD",0.406354332469925
"PPARG",-0.160064558902883
"PPARGC1A",0.428213523895424
"PRDM1",-1.30933036244244
"PROX1",0.901875315002754
"RARA",2.88248410822704
"RARB",2.22605704402261
"RARG",2.13392967918091
"RB1",-0.320696142122847
"RBPJ",1.17801573560876
"REL",4.04197102738741
"RELA",2.78186519729878
"RELB",1.11922503885968
"REST",2.9037776664195
"RORA",0.918265180130813
"RUNX1",1.74806702663831
"RUNX2",2.84875412349928
"RUNX3",-0.210632527881391
"RXRA",0.919159306893062
"SATB1",1.93141647584428
"SATB2",0.022138324762994
"SIRT1",0.0270117803108456
"SMAD1",4.82301792382395
"SMAD2",4.3395602965545
"SMAD3",4.91993031249122
"SMAD4",2.82016960582329
"SMAD5",1.34933102616834
"SMAD7",-1.28739001783845
"SMARCA1",1.02439942636444
"SNAI1",1.21804694056634
"SNAI2",-0.557373809828224
"SOX10",0.0599493232138778
"SOX17",0.236247146842413
"SOX2",1.11089618851458
"SOX9",1.82859450230618
"SP1",7.60994424205897
"SP3",1.9393848313686
"SP4",1.7877186291133
"SP7",4.23443733303944
"SPI1",2.22648588706014
"SREBF1",0.427782318967231
"SREBF2",1.27238998829959
"SRF",5.30733012479131
"SRY",1.88108066746493
"SSRP1",1.12238604477069
"STAT1",1.64977403319244
"STAT2",3.59416728558361
"STAT3",2.63068389308112
"STAT5A",0.277253571777238
"STAT5B",1.31286810122259
"STAT6",1.20349119213352
"TAF1",0.442903961060361
"TAL1",-1.21628441448813
"TBP",1.63341557506845
"TBPL1",1.11640581548423
"TBX15",2.61283546379381
"TBX2",0.0429247063007289
"TBX21",-0.411073210638858
"TCF12",-1.13907943487857
"TCF3",0.846414141943775
"TCF4",0.339254031318949
"TCF7L2",1.18719618440481
"TFAP2A",2.70889174279658
"TFAP2C",4.31890330073026
"TFAP4",-0.47392410226023
"TFCP2",0.739562516797266
"TFDP1",2.0853554336254
"TFE3",0.776209232277325
"THRA",0.539069812742203
"THRB",-0.838487957903373
"TP53",2.16964361688813
"TP63",1.71096109590292
"TP73",1.53219288610259
"TTF1",0.654820422742599
"TWIST1",1.27339394324188
"TWIST2",0.93674670507689
"USF1",0.730283517189026
"USF2",1.94938915867389
"VDR",3.28978952677241
"WT1",1.72544582741025
"XBP1",0.978893244322814
"YBX1",1.68299250595731
"YY1",0.901960726825724
"ZBTB16",-1.21950379917108
"ZBTB17",1.22811875983641
"ZBTB7A",1.07283277365822
"ZEB1",-0.70666030635874
"ZNF143",1.86435552595614
"ZNF699",0.664067181386404
"ZNF91",1.87347986448922
