"","statistic"
"XPO7",-0.392846208699505
"ACE2",1.4714151977706
"FAM98C",0.157190130540098
"SAFB2",1.20076366434685
"RPL36",1.19277338203624
"ATP8B3",0.206764295046215
"NCAN",-1.04752101770258
"KIF1A",-0.739818910062388
"GTPBP3",-0.554822727598785
"SLC27A1",3.29598095039071
"NSUN5",-0.465228819835723
"COLGALT1",2.96888059328735
"DDA1",0.941357352433613
"MRPL34",0.0424611022157804
"PGLS",1.7073062693632
"LSM7",0.709179096189673
"TULP4",-0.655716881918993
"SNX9",-0.287451609100668
"RTN4IP1",-0.532164393021883
"QRSL1",-0.64616768264446
"C6orf203",1.3928213110745
"RSPH3",1.7386201664149
"MLLT1",2.09567580340669
"MLLT4",-0.25215298645486
"ACTN4",1.93215492031532
"STK33",2.75962565114769
"NDUFA10",-1.86005160810886
"ARPC1B",1.67870677868826
"CACNG6",0.1136890185385
"ZSWIM6",0.168806308980859
"FCHO1",0.0162226770827724
"UNC13A",-1.68965275065274
"MAP1S",-0.0390246108771243
"SCO2",0.985093550321574
"PXDN",1.83023020466142
"SSBP4",1.14783586668977
"GDF15",1.02062874461594
"PGPEP1",3.28760126459187
"KIAA1683",-0.654287862786673
"LSM4",1.61947471419081
"JUND",0.497864461772425
"TRPM4",2.54118058954809
"SULT4A1",-0.892888939176422
"ZNF557",0.298876334016095
"CRB3",-0.639647978444073
"OLFM1",-0.31121224145129
"CAMSAP1",-0.428789242196265
"UBAC1",-0.271873956784815
"ZBTB46",0.475170851626487
"HELZ2",-0.329616827873055
"SAMD10",0.0300911045875101
"H19",-0.514408453163796
"CYP2G1P",-2.62910859933762
"COL5A1",4.53291797206398
"ATXN10",-1.19992931146907
"TUBGCP2",2.54142827407128
"CALY",-1.82447078518705
"CYP2E1",-1.73785393475761
"PNPLA7",1.66646386636276
"PAK4",1.42785955546895
"MNX1",1.75566887960218
"ZNF337",-2.42735107571065
"CEP85",0.86454299184306
"TAF4",-1.05251008600027
"LAMA5",0.626741620802012
"OSBPL2",1.15454692931361
"ADRM1",1.21955239797594
"ASS1",4.61497579697638
"PRDM12",0.149143843470618
"EXOSC2",1.16155169243964
"POMT1",1.29218312075745
"UCK1",2.21266746074092
"FIBCD1",2.32664409019208
"PRRC2B",-0.63921693146412
"CHMP2A",2.48050793115855
"UBE2M",0.417079676371169
"TRIM28",1.62927072153596
"C16orf13",1.34875030247297
"YIPF2",1.59873324795697
"ATG4D",0.413618271625379
"EIF2S3",2.79659310770593
"TMEM160",0.240198822549665
"ZC3H4",0.037208849330362
"NPAS1",-0.565559200023627
"GMFG",-0.166680914042236
"MAP3K10",-0.138209261817641
"ARHGEF16",-2.18312302705257
"LRRC47",0.277366598128484
"SESN2",1.64334431199555
"SMPDL3B",1.24857256784132
"ATPIF1",1.26529047254054
"MED18",2.89996362401781
"THEMIS2",0.180814521039146
"CLIP1",-0.637330011229017
"CCDC62",-0.938818753143318
"HIP1R",0.362970943561135
"ZNF317",0.172096346113176
"PPAN",-0.236695385014052
"EIF3G",2.94864753623783
"ANGPTL6",-0.240680797909539
"C19orf66",-0.753994418704525
"DNMT1",1.38820983989653
"ZNF426",1.52356182944001
"SLC6A8",0.8266900105977
"PNCK",-1.77217190524377
"DKC1",1.98725978437273
"PLXNA3",-0.463289342566932
"DUSP9",2.43133720643121
"MPP1",-2.11831115603896
"ZNF331",-1.66574611048698
"ZNF236",0.578410811369079
"LRP3",0.276744961062507
"C12orf65",-0.332368810561995
"NOL11",1.26832137602106
"UBE4B",0.140509398531457
"CASZ1",1.59637502714123
"NUTM2F",-3.78180425741762
"HABP4",0.526673733488178
"SLC35D2",-1.33447696271794
"PRRG1",-1.43101874537098
"UBA1",1.87199395318286
"RGN",-1.3932389125244
"POLN",-2.49167097944501
"TXLNG2P",0.287487620706096
"PPIL4",1.12808672355548
"ULBP2",-0.750534550523927
"AKAP12",2.46698600118381
"SYNE1",0.0950896754381911
"ULBP3",1.51479782379253
"LATS1",-1.5937798950952
"EPS8L1",-0.38372486029883
"AAR2",0.857041344758019
"TTLL9",4.08107229814865
"RBM39",2.42163072897812
"ZNF341",-1.16478853445678
"GGT7",0.387708771779064
"ACSS2",-0.068126804502251
"EDA2R",1.7657074716724
"ARHGEF9",-0.103963451408052
"C1QL1",-0.184538575302765
"GFAP",1.61889638259126
"ATP6V1E1",-0.617087772394681
"ZNF227",0.324438241624963
"ZNF428",0.963564987986164
"ZNF141",-0.769583257976801
"CCL25",-0.923307775144291
"COX4I1",1.27242860878228
"EMC8",1.06158747768551
"GSE1",-1.23298819984938
"GINS2",2.2098958350551
"CHMP1A",0.427193226493673
"SH3BGRL",0.391278492647087
"COX7B",-1.14980364306909
"F12",0.634956449969041
"PRR7",0.231252625841157
"NFATC1",2.20828681515697
"CAP1",1.35673896224127
"PPT1",0.0525574550364714
"RAB11FIP4",-0.982130834429676
"RLIM",-1.42243524463941
"ABCB7",0.755511876651754
"TRAF3",2.57497533737149
"HAUS8",1.75534427100729
"MRPS25",-1.660252925589
"SH3BP5",-0.584983582904574
"HACL1",0.0460294793749873
"TBC1D5",0.999703212104032
"CAPN7",0.410272198167979
"RFTN1",-1.92524825011156
"C3orf20",-2.07559960009984
"ZFYVE20",0.0108562407739493
"GALNT15",-0.791642503784866
"SLC6A6",-1.63005863453944
"KCNC3",-0.0638877537951538
"NR1H2",2.75157767901275
"LRRC4B",1.04556876588041
"PDLIM4",2.05270455628354
"KIF3A",-1.12168849714864
"MGAT1",2.84623363804222
"GFPT2",1.63033769881518
"TUBG1",1.3901383296725
"PSME3",0.558672144879274
"RPL27",1.99103798995574
"PSMC3IP",2.7892378415515
"AOC3",0.0943661038627979
"ACLY",1.14702159326127
"VPS25",2.16472177108261
"RAMP2",-1.09951815420144
"AOC2",-0.830068095749799
"NDUFA2",1.37901205990981
"ANKHD1",-0.13614673741675
"DIAPH1",-1.19348220185574
"NDFIP1",-1.12955011843657
"UBE2D2",0.13589737336517
"EXOC4",0.269833555266786
"ACAP3",0.335455900280969
"C1orf159",-0.320438965191973
"ANO1",0.592196573118269
"PPFIA1",1.32499982214484
"THOC6",1.49198357572566
"TRAF7",2.48342261512134
"NINJ1",2.8569717232081
"NPHP4",1.89892154155586
"MAP1B",-1.64020636145899
"IL13RA1",4.62209349819434
"WDR44",-0.959303158232865
"ZCCHC9",2.64251988601662
"TOP2A",2.25165708514588
"STARD3",1.31132826553292
"RARA",2.1920988381789
"PPP1R1B",0.0609272418438502
"KHDRBS3",0.979608261777092
"CHD1L",1.78754212394848
"PEX11B",-0.2537635751921
"FMO5",1.73843427075678
"PIAS3",2.24239621766485
"PRKAB2",0.50872380092763
"RBM8A",1.0317101933991
"CLUHP3",-0.6312275820032
"PDHA1",-0.735444500811679
"RAI2",0.143383567612333
"MCCC2",0.665307029142395
"ZNF304",-0.384057898028479
"ZSCAN5A",0.511587753504443
"ZNF132",-3.0534906966944
"VIMP",1.0543915342188
"CHSY1",2.44605805805402
"SNRPA1",0.301556999686626
"LLGL1",2.77958561956348
"LIN28A",0.22212205772303
"THAP1",-0.00749158119469265
"RHPN2",3.04747021081084
"C19orf12",-0.651059004995522
"C19orf40",2.38007797119748
"LRRC9",2.14434596992801
"ACTR10",-0.658452090227935
"GCH1",-1.64731892713629
"LGALS3",4.0133906945532
"PODNL1",0.42475598942244
"DNAJB1",1.57189455627678
"ZSWIM4",0.607296134762027
"FBXW9",3.00766608258429
"RFX1",-0.401792923448662
"ZNF20",1.37282403887157
"C19orf57",-0.0980379555205121
"DCAF15",0.424047348584988
"CC2D1A",-0.239627610548636
"RTBDN",-1.22373281947614
"MATN3",0.804980845724145
"TRIM21",-1.42372704208616
"SPATA6",0.948270417952814
"LRRC41",0.960214897168444
"LHX1",-0.0502910238370407
"GAS2L2",0.585539789338813
"CCT6B",0.473669477976936
"ACACA",-1.26874440539334
"DHX30",0.786092026373473
"RAF1",0.749298139530008
"SLC6A11",-2.1446308207651
"PPARG",-1.03734111007955
"NUP210",-1.89111199673409
"HSD17B7",-1.80748815112734
"ENOSF1",0.461762614469875
"LINC00470",8.17119828921923
"EMILIN2",1.54967409946137
"ARFIP2",1.15482525367842
"TRIM5",2.38358053817638
"CNGA4",-0.278229894549015
"TRIM22",1.70565713536896
"RRP8",-0.329138388608289
"TIMM10B",0.25487663655032
"EFR3A",0.606782368970758
"HHLA1",-0.561850442304666
"PTCD3",1.09180602656292
"IMMT",0.811391960051268
"MRPL35",0.504984514930261
"IQCA1",1.87907916681823
"ILKAP",-0.44794532705385
"PER2",-0.376183228154306
"RAMP1",-1.69996023241964
"SCLY",0.858535050526773
"PTPRE",-0.654090073384212
"RAN",1.56771391683506
"PRKAA1",1.40480798533751
"CARD6",-0.458313549240111
"RAP1GAP2",-1.28347321721021
"CLUH",-0.461014330196881
"INPP5K",0.717826629740029
"MYBBP1A",1.01905528563266
"RPA1",3.52766013945228
"SERPINF1",2.98677684258068
"UBE2G1",0.749606698808927
"EEFSEC",0.431292230396646
"TBC1D14",0.7913735501486
"TMEM128",-1.16635858401914
"COQ3",0.444462614039175
"PNISR",1.30222803017333
"POPDC3",-2.3871018166389
"SEC61G",0.937965739359394
"LANCL2",-0.271435542511256
"FIGNL1",0.833412401574713
"DDC",0.292175553865811
"GRSF1",2.05788293497441
"ENAM",-1.07840535408671
"ANKRD17",-1.65350321030737
"UTP3",0.954316704479245
"ITGB4",1.81871177982382
"WBP2",-0.265076426256131
"H3F3B",1.20270004547901
"UNK",1.34242093958999
"TRIM47",4.38822657849593
"ZRANB2",1.42414796580532
"ANKRD20A3",-2.28103266163514
"EIF5A",2.30906182895784
"KDM6B",-0.907144733094362
"GPS2",0.167331557105067
"DLG4",-0.837689790619626
"HRSP12",1.46130236853955
"VPS13B",-0.93402727719021
"RGS22",0.101472539930245
"MATN2",1.32882192908257
"REEP2",2.61275706782434
"PCBD2",0.319182680144685
"SDF2",2.059022140652
"FLOT2",1.48849630464383
"ERAL1",2.28397445973298
"PRMT7",3.82611781168588
"NIP7",0.652249966092596
"TERF2",-1.11528626264132
"VPS4A",1.23842457120021
"MTSS1L",2.03303078668301
"ANKEF1",1.0703940293428
"PCED1A",0.312327633395008
"SNAP25",-1.44633960837884
"BTBD3",-0.971129830524285
"PCNA",2.04907088876264
"NXT1",1.22739533351744
"POLR3F",-0.437770603904166
"RIN2",2.02455041074884
"PTPRA",0.383621132954668
"DAP3",0.509473437514913
"KIAA0907",0.659072632835839
"NES",3.62269982994487
"BCAN",-0.77603680594691
"ARHGEF11",-1.22915577673002
"RAB25",-0.536700340403866
"HAPLN2",-2.5095827164743
"APCS",-0.219545715861304
"DCAF8",0.679340251747499
"SYT11",-0.732448603502275
"IGHMBP2",0.779339933211892
"MTL5",-2.46462129920728
"MMACHC",1.68354694715091
"DPH2",1.44727955210477
"TOE1",0.683013941857872
"NASP",2.80479811692936
"MUTYH",2.51596258846527
"CTNNBL1",1.24272390189168
"ZSWIM3",-1.41627475025306
"RBM38",1.56351350990803
"VSTM2L",0.774830525820402
"OSER1",0.445006844940627
"SERINC3",-0.408662388082847
"PPP1R3D",-0.0391556934435712
"DMGDH",0.325818425534307
"AP3B1",2.36596556715641
"ZBED3",-1.30495613326078
"INADL",-0.0377331169556795
"KANK4",-0.0751128646569123
"SYT4",-2.34982763059067
"SLC14A2",0.972623020739297
"FBXO44",0.10283556578718
"RSG1",-0.282543764247087
"CASP9",1.07617242465135
"NMUR2",-0.85825078566239
"DCTN4",0.0720449448848956
"ATP8A2",-1.81663410037388
"MTUS2",-1.13268471385128
"ZMYM5",0.259363452274556
"USPL1",-0.98948602574455
"XPO4",0.876581816669041
"TPTE2",-1.06582150836965
"POMP",0.578269836323242
"CDK8",-1.09973820481316
"ALOX5AP",1.59203319514224
"HMGB1P5",1.51967872976439
"WASF3",-0.96350114582175
"GPR12",-2.27571165148474
"CHRM3",-2.21092792282157
"MYH10",1.17153222310158
"PEMT",1.06468960017268
"SCO1",0.938343908982795
"MPRIP",-1.07590545013927
"PIK3C2B",-1.03310852659069
"DSTYK",1.12008057135179
"SLC41A1",1.59075794149598
"LGR6",0.924393029517303
"TMCC2",0.0912497026535949
"DCLK1",-1.3568944176903
"CCNA1",1.79327264039071
"COG6",-0.516807039080506
"SPG20",2.28620009859847
"RXFP2",-0.754487765078741
"EPSTI1",0.317023931924128
"TRPC4",4.14106371722703
"POSTN",0.273296894911724
"RFXAP",0.892272137136098
"TPT1",1.28221481782868
"GPALPP1",0.193452303158938
"STOML3",3.27843450722623
"KL",-0.319917545634176
"RFC3",-0.0321700563269292
"STARD13",-0.838907641347101
"IRS4",-2.87312047679926
"MORC4",2.08170433709402
"BEX2",-1.03307299497289
"RNF128",-2.68415075107794
"TBC1D8B",-0.620399559358792
"TCEAL4",0.821309053250881
"BEX1",-0.909284901377056
"FAM104A",0.346533193954813
"SLC39A11",1.57357175761989
"EPHB2",-0.888701822232516
"SRRM1",-0.0631420608257516
"BTBD2",0.822784502490478
"PRAM1",-0.444775039272397
"SUV420H2",0.806450006773678
"ZNF414",0.937372977066956
"PDE6B",1.29535756573832
"HSPBP1",2.02699782767249
"CSNK1G2",2.04008308044331
"ANKRD32",1.83527518981775
"CNDP2",2.59032925509182
"MACROD1",1.69504054202108
"WDR74",1.29053276145596
"RTN3",-0.824804912862641
"RARRES3",0.560737853222126
"MYH11",-0.0281967683912026
"FOPNL",0.666373343056671
"MED10",0.35871431862272
"PDZD2",-1.70936632235026
"MORC2",-0.136993647087831
"LARGE",2.22479614050473
"MYO18B",-1.48488439280094
"SLC2A11",-1.02375718844545
"C1QTNF6",-0.275279324603561
"GGT2",0.596387270985837
"ZDHHC8P1",-1.39384055491596
"ADCK2",-1.43896123622711
"MKRN1",1.14829022087104
"AGAP3",0.213082614777378
"KRBA1",-0.426580923429179
"ZNF767",-0.782804909979846
"ACTR3B",-1.49684561272679
"NTS",4.13975260414005
"BTG1",-0.10127984288922
"LRRIQ1",2.61888516689739
"C12orf29",0.302294417983475
"ATP13A3",0.733892228574508
"SFTPD",-0.924946059126408
"DYDC2",-0.124028215616956
"TMEM254",0.985856308681708
"TMTC1",1.87809607660309
"KRAS",-1.17093365275325
"IPO8",1.36994575282678
"LARS",0.971506260234614
"SPINK5",-0.706778656555474
"IMPA1",-0.850586108310179
"LRRCC1",-0.557023622522742
"E2F5",1.8596454065966
"CCDC59",1.1096872237973
"SWAP70",1.92603758720349
"ARNTL",-1.88659438294589
"LYVE1",-0.657816388618321
"AMPD3",-2.13554666640575
"SBF2",-1.55811570467629
"MICAL2",-1.03270503775054
"RRAS2",-0.127598352557862
"HSD17B4",1.89931876198192
"ZFC3H1",-0.949303976565312
"TEX15",3.87308891254371
"TMEM66",0.732578432780722
"RNF122",1.75267159312489
"DUSP26",-0.953353281016132
"DPF2",4.03844908693382
"MEN1",0.78043231709221
"C14orf1",1.5699747735193
"C14orf159",0.499445910322977
"UNC79",-1.71748244165815
"NUMB",1.77550232065793
"CATSPERB",0.195374765151152
"COX16",-0.43388603273481
"TTC9",-0.75811665315101
"MED6",-1.00695456356253
"EIF2S1",1.04819513386196
"ADAM20",-2.16677705789206
"LOXL2",1.68387534532965
"ELP3",-1.48019300285202
"CTIF",0.245836080491068
"MRO",-1.11094730280549
"MBD2",-0.272821519442112
"IER3IP1",0.303517416051275
"MRPS36",-0.14937179093372
"CCNB1",2.47781593758993
"CDK7",-0.00100180522953666
"IRAK2",-0.645312072390855
"CAMK1",-0.549551780598974
"THUMPD3",-0.141411429114296
"VHL",0.71293988740715
"BHLHE40",2.81172457292247
"ARL8B",-0.071488590472984
"EDEM1",-0.248476450142167
"CNTN6",4.46854168800028
"CHL1",-2.30024384849302
"DPH6",0.450497242863128
"KATNBL1",-0.775682742221872
"EMC7",0.195297648541059
"GNAT2",1.56567734500779
"GSTM1",2.20083469625077
"PRPF38B",1.64644716251443
"TSPAN2",-0.680074959786414
"GSTM3",-1.16276933849677
"SYT6",1.93927835426242
"VAV3",-0.571931758992179
"PSRC1",0.498154342538186
"HMGCS2",-1.68549859981954
"PTPN22",0.138515390904701
"SORT1",-0.321490805305473
"WNT2B",5.44109100269482
"PTGFRN",1.59525162084636
"LAMTOR5",1.83517631931511
"NOTCH2",2.27015779035792
"TRIM45",2.17154539192029
"CEPT1",1.23560148235249
"CD101",-1.17913962218015
"VTCN1",1.81019412104554
"NGF",2.52435268646647
"AP4B1",-1.07718532753857
"NAPG",-1.96493828408066
"SPIRE1",-0.715111718199646
"PPHLN1",-0.416263681184928
"FKBP11",-2.19277091340902
"ARF3",0.572336807456892
"TMEM106C",2.08332088087403
"SLC38A2",-0.534481192219467
"PLEKHA8P1",-1.57040525205602
"YWHAQ",-0.810182548811748
"KIDINS220",-0.861301916545744
"GRHL1",-0.937778941083783
"ROCK2",-0.96944912810467
"RSAD2",-0.622417003081784
"MYCN",-0.647033904400834
"LPIN1",-1.38955537661305
"CMPK2",-0.702800520792998
"IAH1",-4.62888783088831
"LDHA",-0.509542071645927
"SAA2",-0.239741815158525
"ANO3",2.64385349319142
"IL6ST",1.85197988120704
"FST",3.43170594518163
"NAV1",-2.43540024092218
"CDC73",0.398081583209463
"TIMM17A",-0.619578127822125
"CRB1",-0.940140184361811
"RPS15A",1.83219726735738
"NARS",1.31508586632651
"KIAA1468",-1.5665644105336
"FBXO18",1.76399855156804
"RBM17",2.40266539504648
"ANKRD16",0.751406903557035
"ECHDC3",0.594186475452121
"CCNH",-0.602789687920019
"HRH4",-0.651851363502086
"TMEM241",-1.07454655364544
"KCTD1",-1.50960677314165
"CABLES1",0.118068659247522
"DOCK2",3.62482314140572
"EMP1",4.53913537982109
"SOX5",-1.22032050946096
"RERG",3.17910597305775
"SLCO1B1",1.88541206395821
"KLRD1",-0.895176616735777
"C12orf39",6.32579952190271
"LRP4",1.50297155105393
"DDB2",3.03676376489709
"ACP2",1.73479079444255
"FAM127A",1.9019280485873
"RAB33A",-0.105591685499669
"SOX3",-0.445819092000173
"RBMX2",1.48226052693059
"PIWIL4",-1.48233211293921
"PUM1",0.827748392502748
"YARS",-0.974336586512395
"PHC2",0.847276738246165
"CDCA8",2.34670331764494
"GNL2",1.7172791681526
"AGO4",-0.404294219502161
"HOOK1",-2.48488246949265
"CYP2J2",-0.90702425142181
"BTF3L4",-0.7640389082921
"ZCCHC11",-1.70087876891876
"PRPF38A",2.09414907423041
"DSC2",2.52233536254913
"RNF138",1.29845919373344
"ELP2",0.980719650568537
"DSC3",2.24219680557103
"DTNA",-1.19155242023126
"FHOD3",-0.693428886733631
"TPGS2",1.6229614260348
"DAGLA",-1.74714694795638
"SLC43A3",1.73447052275793
"TIMM10",2.33887469242293
"DHX34",0.551496636827511
"FADS2",1.72179072739296
"TMEM258",1.48563111566885
"TMEM165",1.1963021061723
"CLOCK",-2.68686381752561
"PDGFRA",-0.167065762951152
"GGACT",1.98656199835146
"COL4A2",2.79327984945842
"CLDN10",2.1626087431428
"DZIP1",0.875443716060945
"UBAC2",1.80950128219962
"ARGLU1",1.30970180127414
"BIVM",-1.43900997001935
"ERCC5",0.265231290301166
"TPP2",1.16121760795299
"KDELC1",3.04759792277986
"CARS2",-0.975141530152999
"ARHGAP32",-1.78281865919375
"STT3A",2.47400625054231
"ADAMTS8",-2.13134454258412
"ACRV1",-0.406865264598782
"ETS1",2.97455218177842
"SLC37A2",-0.396034935605769
"TMED7",1.2701656881611
"APC",-2.23800322319771
"NREP",-0.427331137274146
"WDR36",-0.0318940018386264
"OSTF1",-0.370670084433082
"RFK",-1.52626054317402
"UBQLN1",-1.41671137386156
"NAA35",-0.967243881872346
"C9orf40",-0.122702990178265
"ANXA1",5.1790515588095
"CTSL",1.3837477768826
"TMEM2",1.32688702346788
"AGTPBP1",-1.66520242942407
"GOLM1",3.39274014343335
"FAM189A2",-1.66064392816463
"PSAT1",3.9275483945791
"ISCA1",-0.591217560540932
"ADAM19",2.44322798680497
"HAVCR2",-1.46643147829377
"CCNJL",1.88000026133506
"TAOK3",-0.765699099354234
"USP30",-0.255802366890242
"MSI1",1.30880693819083
"FBXO21",-0.429696719903118
"HRK",1.42911866865339
"RNFT2",-0.0374497492683826
"P2RX4",1.56846668241152
"CCDC64",-0.721609257178333
"DTX1",-0.682876271340808
"TRAFD1",1.66530717609635
"DMTF1",-0.425865542809577
"TMEM243",1.36593217236709
"CCDC146",2.44697411155353
"TMEM60",0.906350932935599
"POM121C",-2.82896768820446
"CD36",4.7114227889441
"PNPLA8",-1.05548961985601
"HILPDA",3.08090949564936
"FAM71F1",-0.761858998145059
"RINT1",-0.0928847869114564
"SRPK2",-1.74752666001654
"KCP",0.880725226441362
"TES",0.814263310539769
"MDFIC",3.26200373383325
"MTO1",-0.507583696970752
"BAI3",-1.91814198739249
"ANKRD6",0.347674024920299
"HTR1B",-0.725379599443407
"KHDC1",-0.355301669162271
"KIAA1009",1.7127119370602
"SYNCRIP",0.105671118777185
"SNX14",-0.525445000006604
"NT5E",-1.21338442288489
"MRAP2",-3.07939711460278
"EPHA7",3.83676666972118
"AKIRIN2",-0.162745030375376
"ORC3",1.29005822233663
"LCA5",2.85039556544557
"MAP3K7",0.557996306166448
"PRR5L",0.205294827706265
"LMO2",2.95931011641798
"PHF21A",0.641904611283295
"NAT10",0.484914276747812
"EHF",1.15879816899893
"PRRG4",-3.36344685559192
"CAPRIN1",1.75390852039757
"ATP5G2",2.00046689359728
"DNAJC14",2.50215592425027
"CD63",1.97789861065292
"PRPH",-1.47936310022008
"AVIL",0.528201410073212
"GDF11",-1.28432622745796
"GLS2",-1.33307029545093
"ITGA7",2.94277412359723
"FAM186B",0.409925908495116
"RDH5",0.931928812938705
"AGAP2",-0.974424805450729
"BLOC1S1",1.90324418554682
"CDK4",2.29648252185524
"PPP1R1A",-1.04621677451242
"TROAP",3.24753196416987
"TSPAN31",2.31241062677062
"B4GALNT1",-0.508643906332876
"TFCP2",-0.760839504947929
"COQ10A",0.213385471603279
"FAIM2",-1.41758965855045
"PAN2",2.70737218492523
"ESPL1",1.47673602820795
"ZC3H10",2.06909274108016
"HNRNPA1",3.26770907161788
"SLC26A10",-0.0595042156526755
"ACVR1B",-0.407235122920022
"OS9",2.52838216124834
"MIP",-0.947211909876177
"KCNH3",-0.49889910133054
"LTV1",0.0259995726179119
"MAP7",-3.54648052318804
"CD164",1.66457225887764
"LACE1",-0.389572811334553
"NHSL1",1.20191186800898
"AHI1",-2.91890270791917
"HEY2",1.42040924211598
"PKIB",1.21681582410702
"NMBR",-2.72647262509984
"SMPD2",2.81077158283273
"MICAL1",-0.29844174598838
"REPS1",-1.10347903040876
"STX11",1.76318560963959
"TEC",-0.716423625035802
"PRADC1",0.514293115745725
"SEMA4F",-1.00637674562966
"CCT7",0.468128622253902
"RAB11FIP5",-0.264997526245358
"SMYD5",-0.565274798228072
"DYSF",-1.03462650535964
"CCDC142",1.21624986637178
"KCNMB4",0.741388520687521
"USP15",-2.29000775261379
"GNS",2.0278578820568
"CPM",-1.81657230022782
"MDM2",1.16149928818219
"KLHL36",-0.542615127501527
"MPHOSPH6",1.2405222250926
"CHST5",0.9850892560446
"KIAA0513",-0.958689270806268
"DYNC1LI2",0.0223731024101891
"FHOD1",2.84369368134737
"CCDC102A",3.57002784108561
"SLC9A5",-0.534941080436495
"AGT",3.62193490533747
"ZNF670",-1.11317784003889
"PCNXL2",-1.2182659201748
"KCNK1",2.45100340899674
"URB2",1.15528115676012
"EGLN1",-1.33565254195559
"CAPN9",-0.401962218887258
"COG2",0.456782788907823
"ABCB10",-0.487842322973687
"NTPCR",0.939584930398387
"TAF5L",-0.0853423306358506
"GLUL",1.38603260987856
"STX6",0.871841140906968
"RGS8",-4.29519629928802
"RNASEL",-3.72210998372574
"DHX9",1.44834640040953
"KIAA1614",0.61419042502021
"CEP350",-1.45742642690743
"NPL",-2.34373005804059
"FAM129A",3.75042701336703
"PIGC",0.533598876494556
"ACBD6",-0.0471148871596429
"LAMC1",2.74969570520381
"RC3H1",-1.55095431007804
"SP110",1.1209443026577
"MRPL44",-0.544212568924347
"PAX3",-0.735129689107127
"DOCK10",-1.33572662088829
"TTLL4",0.539110012893852
"USP37",-0.984285881535625
"ITM2C",2.51412373712952
"SLC19A3",-3.05688401740368
"SERPINE2",-2.39904564880355
"DNAJB2",0.909143871619596
"TMBIM1",1.09899880700592
"CYP27A1",2.30252698458983
"EIF4E2",-0.740468302453455
"ARMC9",1.49853141305168
"CAB39",-1.07724657519619
"COX5B",-0.330255505385315
"REV1",-1.49077446274371
"TSGA10",0.888678187191309
"MFSD9",-1.05404899647802
"TMEM127",-1.79127479198736
"TGFBRAP1",-0.364946989940331
"GCC2",-0.384036996697786
"MRPS9",0.430636496350904
"GPR45",-2.17481281827854
"C2orf49",0.194442939001935
"ANKRD36",-0.828842598938267
"EPC2",-1.69023862062395
"ARHGEF4",-0.792707252755879
"ISCU",0.366390644209162
"ALDH1L2",-1.69033880896448
"USP44",-0.622867304994606
"SCYL2",-1.06428875218505
"CKAP4",2.70509906439499
"PLXNC1",-1.24506716119707
"APPL2",1.20005934172568
"PWP1",-0.0986883826567684
"DRAM1",-0.0944160980033678
"KIAA1033",-0.266886763563731
"SLC41A2",-1.90654018044238
"VILL",-0.207614615638328
"FLNB",2.39388743668654
"NEK3",0.29582049428697
"PCDH8",-0.668675688340643
"VPS36",0.217796594734049
"RNASEH2B",0.558617336557774
"CKAP2",2.74103236280809
"LECT1",-2.75333961434638
"TBC1D4",-0.263921479090162
"THSD1",1.05468294977326
"BORA",2.00616271051554
"LRCH1",-2.23076937988808
"SUCLA2",-1.21913714185933
"RCBTB1",2.63529855861667
"MED4",-0.0610111927284546
"PHF11",0.459554606287867
"RPL13AP25",0.962244397561079
"COG3",-0.657470692309019
"LMO7",-3.52648247757613
"SCEL",-2.62234582702451
"ITM2B",1.88245950091707
"SPRY2",1.60692942100302
"NUDT15",0.75835538106397
"EDNRB",-1.72980159772682
"RCBTB2",1.23323683535974
"LCP1",-1.34029175686975
"SETDB2",-1.28506860530175
"SCRN1",1.98384362993153
"C7orf25",-0.923143303369809
"TNS3",2.6411800943053
"CHST12",1.69548749891902
"IGF2BP3",1.7009226290868
"GPNMB",0.50593950709002
"RAPGEF5",-1.23140586963311
"RAC1",1.95079679552767
"KDELR2",1.32276197643913
"NUPL2",-0.859614321521114
"ZDHHC4",0.654834039341641
"AOAH",-1.85540016870058
"BZW2",-0.68416480720158
"DGKB",2.42010556225115
"TBRG4",0.834764179691868
"DDX56",1.08405639356045
"HUS1",0.548757887249081
"NACAD",-1.38525654083372
"DBNL",0.512211094398061
"CCM2",-0.287811150387592
"MYO1G",-2.01562408225411
"TTYH3",0.417277821303761
"MMD2",-2.31119512818718
"TTC5",1.1448564725613
"ZFHX2",-2.48675046737446
"MTHFS",-2.24178052416143
"ADAMTS7",1.7031502875108
"ABHD17C",0.765022815525866
"IREB2",-1.42242852155689
"ALPK3",1.8309599093503
"TM6SF1",1.11364318093361
"CIB2",-0.590011801539473
"CALCOCO2",2.44943986725827
"RSAD1",0.141852203104462
"NMT1",1.78863468864001
"SRSF1",2.31333656757564
"VEZF1",1.78195060255898
"TACO1",1.76190450890585
"TEX2",-0.996910776415292
"DCAF7",0.0341144154346057
"LIMD2",0.75979071427977
"BRIP1",2.03322294524554
"KAT7",0.919781289351081
"ACTL6A",3.41990954002155
"NDUFB5",0.799851213287905
"MRPL47",1.77330415474089
"TRA2B",1.45188295476614
"SCN2A",-1.88585524624931
"TBR1",-1.89352222553094
"ERMN",2.01233764398761
"GALNT5",4.22545511998776
"SCN7A",-2.34154699197709
"TANK",-0.876843284997464
"SKIL",0.493952914759605
"EPRS",-0.594745939589959
"VPS45",-0.603417196317763
"KCTD3",0.2376996228492
"RPS6KC1",-1.02314589836795
