"","score"
"SMARCA1",1.91812226050936
"SNAI1",1.46989107524821
"SNAI2",-1.20236641379482
"SOX10",-0.465701117364229
"SOX17",0.0520423088776843
"SOX2",1.07806170225538
"SOX9",1.10522340886266
"SP1",6.21176705392243
"SP3",1.96926501372007
"SP4",0.962053375784401
"SP7",1.32911168244773
"SPI1",1.33041248517731
"SREBF1",-1.42235865637626
"SREBF2",0.42149875148289
"SRF",1.91444709114543
"SRY",1.68511919116222
"SSRP1",0.969349803626014
"STAT1",1.44286635145481
"STAT2",0.922621191598021
"STAT3",0.402749056884358
"STAT5A",1.92865872869643
"STAT5B",1.20007285270943
"STAT6",0.663627972873756
"TAF1",0.79397353868755
"TAL1",-0.0706275911752551
"TBP",0.563852600099558
"TBPL1",0.512434490422078
"TBX15",2.14286970817857
"TBX2",-0.226184365335949
"TBX21",-0.648601808185212
"TCF12",-0.934493149721433
"TCF3",1.33442826166628
"TCF4",1.36640803867108
"TCF7L2",2.73295768025063
"TFAP2A",2.36273341355998
"TFAP2C",3.44014827388737
"TFAP4",0.502710495595047
"TFCP2",-0.582180094554355
"TFDP1",1.75650143636035
"TFE3",1.86845072467173
"THRA",1.66657488454466
"THRB",0.615139013105061
"TP53",1.78381705892464
"TP63",1.61039019835267
"TP73",-0.41372297249317
"TTF1",1.04982680059233
"TWIST1",0.871435077533144
"TWIST2",0.683464555389601
"USF1",1.3155795977209
"USF2",0.376731057310076
"VDR",2.20033886545199
"WT1",1.58503018742151
"XBP1",0.914771750111143
"YBX1",1.31336735552124
"YY1",1.36418042032159
"ZBTB16",0.486371402058195
"ZBTB17",1.58007023161701
"ZBTB7A",1.24420593200416
"ZEB1",0.0684083534022431
"ZNF143",1.64478194675772
"ZNF699",-0.0659749799428562
"ZNF91",0.22282103179024
