"","score"
"IRF4",0.617283451343314
"IRF8",0.284021375506051
"ISL1",0.474662559994094
"JDP2",1.29071066732685
"JUN",0.241829125049063
"JUNB",-1.53430468986684
"JUND",-1.39175731336318
"KAT5",0.480881204673381
"KAT7",0.182326504946297
"KDM5B",1.37445213937164
"KLF2",1.29225724088913
"KLF4",-0.71714388564451
"KLF5",0.0630469789472254
"KLF6",0.398429027444449
"KMT2A",-0.456664852863873
"LEF1",1.75796169976921
"LHX2",1.49153632638191
"MAF",1.77859113756001
"MAX",1.52561122656015
"MAZ",-0.00286546568529497
"MBD2",-0.0490390020186412
"MECP2",1.65069965496418
"MEF2A",-1.53612784259394
"MEF2C",0.0153100693060445
"MITF",-1.47799440686038
"MSX2",0.528209571149376
"MTA1",-0.855970531235483
"MTF1",-0.0336772040121108
"MYB",2.93007544006482
"MYBL2",2.21025282041807
"MYC",2.72470565444181
"MYCN",1.23179112508032
"MYOD1",0.798275886463625
"MYOG",-0.000606219700924594
"NANOG",1.28838252716388
"NCOA1",1.31696108464696
"NCOA2",0.346921271574328
"NCOA3",0.95889409652294
"NCOR1",-0.408450896718012
"NCOR2",0.477549740750326
"NEUROD1",0.831637454673387
"NEUROG3",2.24728681565313
"NFAT5",1.08450629286581
"NFATC1",-0.0602809903927909
"NFATC2",-0.258697428111557
"NFATC4",-1.16230554931979
"NFE2L2",1.77749669377102
"NFIA",-0.651944721013829
"NFIC",2.18422677507112
"NFKB",0.44432141591153
"NFKB1",-0.279625644281442
"NFKB2",0.66042736551864
"NFYA",0.542843301359817
"NFYB",-0.389796182044493
"NKX2-1",1.83860372617086
"NKX2-5",0.119544279004809
"NKX3-1",0.0650697520309914
"NOTCH1",0.178519500766048
"NR0B1",-0.543417690548262
"NR0B2",-0.394643099975345
"NR1H2",1.52062782421116
"NR1H3",0.0944562402889281
"NR1H4",-0.118078185316955
"NR1I2",0.233579133875975
"NR1I3",-2.09171872499286
"NR2C2",1.72927322741325
"NR2F1",1.34860813036661
"NR2F2",0.6784289969049
"NR3C1",1.71996776753875
"NR3C2",-0.373101081110145
"NR4A1",-1.40362908509008
"NR4A2",-0.197297573071043
"NR4A3",-0.739493164489735
"NR5A1",-1.82495913639549
"NR5A2",-1.47726981925543
"NRF1",-0.25632497717457
"NRG1",1.25739045122026
"OTX2",0.296445848671916
"PAX3",3.33861955168247
"PAX5",0.135132005450535
"PAX6",1.20627589444646
"PBX1",1.32890827729309
"PDX1",0.332854418395409
"PGR",0.143312326977101
"PITX2",-0.0599903662976473
"POU1F1",0.829238979876221
"POU2F1",-0.131491059542566
"POU4F1",0.87604809332607
"POU4F2",0.953406125905803
"POU5F1",-0.822961983873976
"PPARA",0.698661659064516
"PPARD",1.67880078725052
"PPARG",-0.0846910576299891
"PPARGC1A",-1.49555788593539
"PRDM1",0.364148189590155
"PROX1",1.11203873156891
"RARA",-0.0455072062252858
"RARB",-0.599752730764421
"RARG",0.292358269559522
"RB1",0.244920283963965
"RBPJ",0.274382719768258
"REL",-0.143184855674858
"RELA",-0.656460409934859
"RELB",-0.0222494647724087
"REST",1.02128226646212
"RORA",-0.681982124767657
"RUNX1",2.43997110764281
"RUNX2",1.82044854591585
"RUNX3",1.12822216138436
"RXRA",-0.391738259497201
"SATB1",1.83817049261009
"SATB2",1.20048707129725
"SIRT1",-1.09058279513393
"SMAD1",0.786496313046466
"SMAD2",1.10362601133474
"SMAD3",1.28097860543814
"SMAD4",0.747087518096894
"SMAD5",1.99602877042507
"SMAD7",-1.63585353825467
"SMARCA1",0.620436357076888
"SNAI1",0.808999303768947
"SNAI2",-0.345218059506549
"SOX10",-0.249157428685162
"SOX17",-0.253240597630911
"SOX2",1.19936304652979
"SOX9",0.924237943002518
"SP1",2.90150452262734
"SP3",0.882900864624995
"SP4",1.48084202015764
"SP7",-1.10537777625865
"SPI1",0.00302436508688091
"SREBF1",-1.12446710882892
"SREBF2",-0.242230401064649
"SRF",-0.427362551912881
"SRY",0.439887819448328
"SSRP1",-0.852752936969585
"STAT1",1.3661960067732
"STAT2",-0.96025614147489
"STAT3",-0.104983363683877
"STAT5A",1.66380527798823
"STAT5B",1.7335054138335
"STAT6",0.930267257936385
"TAF1",0.279575035680259
"TAL1",-0.187513549200782
"TBP",-0.63903019393631
"TBPL1",1.26730483584934
"TBX15",0.102554353521427
"TBX2",-0.796558412672068
"TBX21",0.307376321687643
"TCF12",-0.564125133017451
"TCF3",-0.0979733063381574
"TCF4",1.20472208393776
"TCF7L2",3.2897136765033
"TFAP2A",1.39055595170087
"TFAP2C",1.66031876912022
"TFAP4",-0.00844499538269528
"TFCP2",-0.727442644532406
"TFDP1",0.938975035032267
"TFE3",-0.236442003829867
"THRA",0.466674802657197
"THRB",0.633229762982731
"TP53",1.35563443604605
"TP63",1.34294832016678
"TP73",-1.30891220659996
"TTF1",0.649394322808269
"TWIST1",0.0155236959386018
"TWIST2",0.17930718281814
"USF1",1.2964867520589
"USF2",1.11841404639702
"VDR",0.667430904472576
"WT1",-0.639582064207703
"XBP1",0.90943465428855
"YBX1",-0.539994096123881
"YY1",1.36116046778813
"ZBTB16",1.03816892023379
"ZBTB17",0.491451605781471
"ZBTB7A",0.0899995965656069
"ZEB1",0.915185916743062
"ZNF143",0.837262415540294
"ZNF699",-1.02451240497805
"ZNF91",-1.08299812482829
