"ID","statistic","log2FoldChange","pvalue","padj"
"LIG3",0.298684811766226,0.0358465867045067,0.76518054680188,0.868335983535324
"RPAP3",0.213255377994797,0.0489255575552133,0.831127776153172,0.907363390948344
"ACSM3",1.05957922183388,0.552257887010884,0.289336070529038,0.501158622853839
"",-2.27227732730848,-0.331673976151197,0.0230697653252048,0.112241444490032
"CIAPIN1",1.50495827184395,0.152453092890831,0.13233480523658,0.31906245546508
"SPPL2B",2.47507447659072,0.586494524612557,0.0133208394239585,0.0813323299363065
"FAM214B",1.32970554878403,0.192596422712243,0.183615305917294,0.386533256191656
"COPZ2",2.69222191325671,2.03221371551375,0.00709777001552545,0.0542551570093959
"PRKAR2B",-1.13225808897653,-0.490251611542183,0.25752594474609,0.469286656470519
"MSL3",2.32397704206156,0.343651854287686,0.0201267245292748,0.103623936426613
"CREBBP",-1.66995413993947,-0.366014873144,0.0949284374095031,0.262245348869417
"BZRAP1",-0.576857290754363,-0.280696876079591,0.564035864046856,0.738323197352884
"GCFC2",0.651059808448547,0.226817357599647,0.515007879809224,0.700196212680076
"WDR54",3.04767444946704,1.17241094295748,0.00230619622527874,0.0252335945766532
"CROT",-0.628503728724992,-0.210290976040696,0.529674004772521,0.7120303980794
"ABCB4",-0.920477526727957,-0.686592478761712,0.357323271660259,0.567180307028851
"KMT2E",-1.99821535875903,-0.468518270802414,0.0456933171307406,0.171988406960228
"RHBDD2",2.56090527218541,0.371417784726093,0.0104399817974223,0.0692085592866354
"SOX8",-1.87408919517042,-1.17337276738111,0.0609181323111655,0.201994717503558
"IBTK",-1.11075747226557,-0.136726872980696,0.266672756535004,0.478436710375829
"ZNF195",-2.2732963683533,-0.336565096820099,0.0230083262453947,0.112034953923629
"MYCBP2",-2.23214711878493,-0.725899703122731,0.02560524111353,0.120134129250204
"FBXL3",-1.31562581770886,-0.176575553045417,0.188299663731597,0.391733526802415
"PDK2",2.68773402555985,0.35558833364999,0.00719386725275244,0.0547490484386743
"ITGA3",-1.51699902840065,-0.611870405244182,0.129266929338475,0.314826452134254
"ZFX",-0.294814805867208,-0.0486410505081249,0.768135355425225,0.870454639027993
"LAMP2",1.48135106589705,0.594272290863395,0.138513047242394,0.327991601792273
"GGNBP2",0.139334616839515,0.0150299947433367,0.889185736388335,0.940458236848504
"ITGA2B",-1.10792172670998,-0.374587084201606,0.267895621498318,0.479702978479364
"GDE1",1.32578233223308,0.300273958639725,0.184911806813036,0.38761332128593
"C19orf60",0.652607762012634,0.26992467951751,0.514009180237424,0.699558713392519
"CRLF1",0.768305188819611,0.444282875656303,0.442305892692021,0.641914659720845
"OSBPL7",0.101088881899773,0.0274872751044971,0.919479903792242,0.957353626195346
"TMEM98",1.67358239588625,0.761403577512508,0.0942127006697815,0.261073302107568
"YBX2",-0.2402949896148,-0.118305629722861,0.810101578950753,0.895950591803546
"MAP3K14",1.19735795187435,0.302895416537635,0.231167065372257,0.441232470093858
"ABCC8",-4.37842360734803,-1.74430105644308,1.1954082805422e-05,0.000528106811055573
"SYNRG",-0.301458112734424,-0.0427559008099137,0.763065186379417,0.867539445428215
