"Node1","Node2","Weight"
"NAB1","-1",0
"NAB2","-1",0
"NACC1","1",0
"NAE1_UBA3","1",0
"NAIP","-1",0
"NAMPT","1",0
"NANOS1","1",0
"NAP1L1","1",0
"NAP1L1","-1",0
"NASP","-1",0
"NAT10","1",0
"NAT10","-1",0
"NBEA","1",0
"NBEA","-1",0
"NBEAL2","1",0
"NBR1","1",0
"NCAM1","1",0
"NCAPH2","1",0
"NCBP1","1",0
"NCBP1_NCBP2","-1",0
"NCF1","1",0
"NCK1","1",0
"NCK2","1",0
"NCKAP1","1",0
"NCL","1",0
"NCL","-1",0
"NCOA1","1",0
"NCOA2","1",0
"NCOA3","1",0
"NCOA4","1",0
"NCOR1","1",0
"NCOR1","-1",0
"NCOR2","1",0
"NCOR2","-1",0
"NCOR2_RBPJ","-1",0
"NCR3LG1","1",0
"NCS1","1",0
"NCS1","-1",0
"NCSTN","1",0
"NDEL1","1",0
"NDFIP1","1",0
"NDFIP2","1",0
"NDFIP2","-1",0
"NDN","1",0
"NDN","-1",0
"NDP","1",0
"NDRG1","1",0
"NEB","1",0
"NECAP1","1",0
"NECTIN3","1",0
"NEDD1","1",0
"NEDD4","1",0
"NEDD4","-1",0
"NEDD4L","1",0
"NEDD4L","-1",0
"NEDD8","1",0
"NEDD8","-1",0
"NEDD9","1",0
"NEK1","1",0
"NEK1","-1",0
"NEK10","1",0
"NEK11","-1",0
"NEK2","1",0
"NEK2","-1",0
"NEK3","1",0
"NEK5","1",0
"NEK6","1",0
"NEK6","-1",0
"NEK7","1",0
"NEK7","-1",0
"NEK9","1",0
"NEK9","-1",0
"NELFA_NELFB_NELFCD_NELFE","-1",0
"NEO1","1",0
"NEO1","-1",0
"NET1","1",0
"NEU1","-1",0
"NEURL1","1",0
"NEURL1","-1",0
"NEUROD1","1",0
"NF1","-1",0
"NF2","1",0
"NFASC","1",0
"NFAT5","1",0
"NFATC2","1",0
"NFE2L2","1",0
"NFE2L2","-1",0
"NFIB","-1",0
"NFIX_PRKCQ","1",0
"NFKB1","1",0
"NFKB1","-1",0
"NFKB1_RELA","1",0
"NFKB1_RELA","-1",0
"NFKB2","1",0
"NFKBIA","-1",0
"NFKBIB","-1",0
"NFKBIE","-1",0
"NFKBIZ","-1",0
"NFX1","1",0
"NFYA","1",0
"NFYA_NFYB_NFYC","1",0
"NFYA_NFYB_NFYC","-1",0
"NGEF","1",0
"NGF","1",0
"NGLY1","1",0
"NHEJ1","1",0
"NHERF1","1",0
"NHERF2","1",0
"NHERF4","1",0
"NHLRC1","1",0
"NHLRC1","-1",0
"NHP2","1",0
"NHS","1",0
"NIBAN2","1",0
"NID1","1",0
"NIM1K","-1",0
"NIN","-1",0
"NIPBL","1",0
"NIPSNAP1","-1",0
"NKD1","-1",0
"NKIRAS1","1",0
"NKIRAS2","1",0
"NKRF","-1",0
"NKX3_1","-1",0
"NLGN1","1",0
"NLGN2","1",0
"NLGN3","1",0
"NLGN4X","1",0
"NLGN4Y","1",0
"NLK","1",0
"NLK","-1",0
"NLRC4","-1",0
"NLRP1","1",0
"NLRX1","1",0
"NLRX1","-1",0
"NMB","1",0
"NMBR","1",0
"NME1","-1",0
"NME2","1",0
"NMI","1",0
"NMI","-1",0
"NMS","1",0
"NMU","1",0
"NMUR1","1",0
"NMUR2","1",0
"NOD1","1",0
"NOD1","-1",0
"NOD1_RIPK2","1",0
"NOD2","1",0
"NOD2","-1",0
"NODAL","1",0
"NOG","-1",0
"NOL3","1",0
"NOL3","-1",0
"NOLC1","1",0
"NOLC1","-1",0
"NONO","1",0
"NOP10","1",0
"NOS1","1",0
"NOS1","-1",0
"NOSIP","1",0
"NOSIP","-1",0
"NOTCH1","1",0
"NOTCH1","-1",0
"NOTCH1_RBPJ","1",0
"NOTCH2","1",0
"NOTCH2","-1",0
"NOTCH3","1",0
"NOTCH4","1",0
"NOXA1","1",0
"NOXA1","-1",0
"NOXO1","1",0
"NPAS2","1",0
"NPAT","1",0
"NPB","1",0
"NPBWR1","1",0
"NPFF","1",0
"NPFFR1","1",0
"NPFFR2","1",0
"NPLOC4","1",0
"NPM1","1",0
"NPM1","-1",0
"NPNT","1",0
"NPPA","1",0
"NPPB","1",0
"NPPC","1",0
"NPR1","1",0
"NPR1","-1",0
"NPS","1",0
"NPTX1","1",0
"NPVF","1",0
"NPW","1",0
"NPY","1",0
"NPY","-1",0
"NR0B1","1",0
"NR0B2","1",0
"NR0B2","-1",0
"NR1D1","1",0
"NR1D1","-1",0
"NR1D2","-1",0
"NR1H2","1",0
"NR1H3","1",0
"NR1I2","1",0
"NR1I2_RXRA","1",0
"NR1I3","1",0
"NR1I3","-1",0
"NR2C1","1",0
"NR2C2","1",0
"NR2E3","1",0
"NR2F1","1",0
"NR2F2","1",0
"NR2F2","-1",0
"NR2F6","1",0
"NR3C1","1",0
"NR3C2","1",0
"NR4A1","1",0
"NR4A1","-1",0
"NR4A2","1",0
"NR4A3","1",0
"NR4A3","-1",0
"NR5A1","1",0
"NRARP","-1",0
"NRAS","1",0
"NRBF2","-1",0
"NRCAM","1",0
"NRF1","1",0
"NRG1","1",0
"NRG2","1",0
"NRG3","1",0
"NRG4","1",0
"NRIP1","1",0
"NRIP1","-1",0
"NRTN","1",0
"NRXN1","1",0
"NRXN2","1",0
"NRXN3","1",0
"NSD1","1",0
"NSD2","1",0
"NSD3","1",0
"NSF","-1",0
"NSFL1C","-1",0
"NSMCE2","1",0
"NSMCE3","1",0
"NTF3","1",0
"NTF4","1",0
"NTN1","1",0
"NTN3","1",0
"NTN4","1",0
"NTNG1","1",0
"NTNG2","1",0
"NTRK1","1",0
"NTRK2","1",0
"NTRK2","-1",0
"NTRK3","1",0
"NTS","1",0
"NTSR1","1",0
"NUAK1","1",0
"NUAK1","-1",0
"NUAK2","1",0
"NUAK2","-1",0
"NUDCD2","1",0
"NUDT3","1",0
"NUMA1","1",0
"NUMB","1",0
"NUMB","-1",0
"NUMBL","1",0
"NUP153","1",0
"NUP214","1",0
"NUP62","1",0
"NUSAP1","1",0
"NUTF2","1",0
"NXPH1","1",0
"NXPH3","1",0
"NYX","1",0
"OBSCN","1",0
"OFD1","1",0
"OFD1","-1",0
"OGA","1",0
"OGA","-1",0
"OGT","1",0
"OGT","-1",0
"OMA1","1",0
"OMG","1",0
"OPHN1","1",0
"OPRD1","1",0
"OPRK1","1",0
"OPRL1","1",0
"OPRM1","1",0
"OPRM1","-1",0
"ORAI1","1",0
"OS9","1",0
"OS9","-1",0
"OSBPL3","-1",0
"OSM","1",0
"OSMR","1",0
"OSTN","-1",0
"OTUB1","1",0
"OTUB1","-1",0
"OTUB2","-1",0
"OTUD5","-1",0
"OTUD7A","-1",0
"OTUD7B","-1",0
"OTULIN","1",0
"OXGR1","1",0
"OXSR1","1",0
"OXSR1","-1",0
"OXT","1",0
"OXTR","1",0
"P03186_RPS27A","1",0
"P03186_UBA52","1",0
"P03186_UBB","1",0
"P03186_UBC","1",0
"P03200_RPS27A","1",0
"P03200_UBA52","1",0
"P03200_UBB","1",0
"P03200_UBC","1",0
"P03205_P03212_P03231","1",0
"P03205_RPS27A","1",0
"P03205_UBA52","1",0
"P03205_UBB","1",0
"P03205_UBC","1",0
"P03206_RPS27A","1",0
"P03206_UBA52","1",0
"P03206_UBB","1",0
"P03206_UBC","1",0
"P03209_RPS27A","1",0
"P03209_UBA52","1",0
"P03209_UBB","1",0
"P03209_UBC","1",0
"P03211_RPS27A","1",0
"P03211_UBA52","1",0
"P03211_UBB","1",0
"P03211_UBC","1",0
"P03212_RPS27A","1",0
"P03212_UBA52","1",0
"P03212_UBB","1",0
"P03212_UBC","1",0
"P03217_RPS27A","1",0
"P03217_UBA52","1",0
"P03217_UBB","1",0
"P03217_UBC","1",0
"P03231_RPS27A","1",0
"P03231_UBA52","1",0
"P03231_UBB","1",0
"P03231_UBC","1",0
"P0C725_RPS27A","1",0
"P0C725_UBA52","1",0
"P0C725_UBB","1",0
"P0C725_UBC","1",0
"P0DTC2_RPS27A","1",0
"P0DTC2_UBA52","1",0
"P0DTC2_UBB","1",0
"P0DTC2_UBC","1",0
"P13288_RPS27A","1",0
"P13288_UBA52","1",0
"P13288_UBB","1",0
"P13288_UBC","1",0
"P2RY1","1",0
"P2RY10","1",0
"P2RY11","1",0
"P2RY12","1",0
"P2RY13","1",0
"P2RY14","1",0
"P2RY2","1",0
"P2RY4","1",0
"P2RY6","1",0
"P4HA1_P4HB","1",0
"P4HB","-1",0
"P59594_RPS27A","1",0
"P59594_UBA52","1",0
"P59594_UBB","1",0
"P59594_UBC","1",0
"P59595_RPS27A","1",0
"P59595_UBA52","1",0
"P59595_UBB","1",0
"P59595_UBC","1",0
"P59633_RPS27A","1",0
"P59633_UBA52","1",0
"P59633_UBB","1",0
"P59633_UBC","1",0
"P59634_RPS27A","1",0
"P59634_UBA52","1",0
"P59634_UBB","1",0
"P59634_UBC","1",0
"PABIR1","-1",0
"PABPC1","1",0
"PABPC4","1",0
"PACSIN3","1",0
"PADI4","1",0
"PADI4","-1",0
"PAF1","1",0
"PAFAH1B1","1",0
"PAG1","1",0
"PAIP2","-1",0
"PAK1","1",0
"PAK1","-1",0
"PAK1IP1","-1",0
"PAK2","1",0
"PAK2","-1",0
"PAK3","1",0
"PAK3","-1",0
"PAK4","1",0
"PAK4","-1",0
"PAK5","1",0
"PAK5","-1",0
"PAK6","1",0
"PAK6","-1",0
"PALB2","1",0
"PAN2","1",0
"PAQR3","1",0
"PARD3","1",0
"PARD3","-1",0
"PARD6A","1",0
"PARD6A_SMURF1","-1",0
"PARG","-1",0
"PARK7","1",0
"PARL","-1",0
"PARN","1",0
"PARP1","1",0
"PARP1","-1",0
"PARP10","1",0
"PARP2","-1",0
"PARVA","-1",0
"PASK","1",0
"PASK","-1",0
"PATZ1","-1",0
"PAWR","-1",0
"PAX1","1",0
"PAX3","1",0
"PAX5","1",0
"PAX5","-1",0
"PAX6","1",0
"PAX7","1",0
"PAX8","1",0
"PAXIP1","1",0
"PBK","1",0
"PBK","-1",0
"PBX1","1",0
"PBXIP1","-1",0
"PCBD1","1",0
"PCBP1","-1",0
"PCBP2","1",0
"PCBP2","-1",0
"PCDH10","1",0
"PCDH15","1",0
"PCDH19","1",0
"PCDH9","1",0
"PCDHA1","1",0
"PCDHA10","1",0
"PCDHA11","1",0
"PCDHA12","1",0
"PCDHA13","1",0
"PCDHA2","1",0
"PCDHA3","1",0
"PCDHA4","1",0
"PCDHA5","1",0
"PCDHA6","1",0
"PCDHA7","1",0
"PCDHA8","1",0
"PCDHA9","1",0
"PCDHAC1","1",0
"PCDHAC2","1",0
"PCGF2","-1",0
"PCM1","1",0
"PCNA","1",0
"PCNA","-1",0
"PCNT","1",0
"PCSK1","1",0
"PCSK2","1",0
"PCSK2","-1",0
"PCSK5","-1",0
"PCSK6","1",0
"PCSK7","1",0
"PCSK7","-1",0
"PCSK9","-1",0
"PDCD1","1",0
"PDCD1LG2","1",0
"PDE2A","-1",0
"PDE3A","-1",0
"PDE4DIP","1",0
"PDE6G","-1",0
"PDGFA","1",0
"PDGFB","1",0
"PDGFC","1",0
"PDGFD","1",0
"PDGFRA","1",0
"PDGFRA_PDGFRB","1",0
"PDGFRB","1",0
"PDHX","-1",0
"PDIA6","-1",0
"PDK1","1",0
"PDK1","-1",0
"PDK2","1",0
"PDK2","-1",0
"PDK3","-1",0
"PDK4","-1",0
"PDLIM2","-1",0
"PDP1","1",0
"PDP1","-1",0
"PDP2","1",0
"PDP2","-1",0
"PDPK1","1",0
"PDPK1","-1",0
"PDPK2P","1",0
"PDXP","-1",0
"PDYN","1",0
"PDZD11","1",0
"PDZRN3","-1",0
"PEA15","1",0
"PEBP1","1",0
"PEBP1","-1",0
"PECAM1","1",0
"PELI1","1",0
"PELI1","-1",0
"PELI2","1",0
"PELI3","1",0
"PELI3","-1",0
"PENK","1",0
"PER1","1",0
"PER1","-1",0
"PER2","1",0
"PER2","-1",0
"PER3","-1",0
"PERP","-1",0
"PEX1","1",0
"PEX12","1",0
"PEX14","1",0
"PEX2","1",0
"PEX2","-1",0
"PEX26","1",0
"PEX3","1",0
"PEX5","1",0
"PEX6","1",0
"PF4","1",0
"PF4V1","1",0
"PFKFB4","1",0
"PFKP","1",0
"PFN1","1",0
"PGAM5","1",0
"PGAM5","-1",0
"PGF","1",0
"PGK1","1",0
"PGR","1",0
"PHACTR1","1",0
"PHB2","-1",0
"PHF1","1",0
"PHF12","1",0
"PHF2","1",0
"PHF2","-1",0
"PHF21A","-1",0
"PHF3","-1",0
"PHF6","-1",0
"PHF8","1",0
"PHIP","1",0
"PHKA1","1",0
"PHKA2","-1",0
"PHKG1","1",0
"PHKG1","-1",0
"PHKG2","1",0
"PHLPP1","1",0
"PHLPP1","-1",0
"PHLPP2","1",0
"PHLPP2","-1",0
"PHPT1","-1",0
"PHRF1","-1",0
"PI4K2A","-1",0
"PIAS1","1",0
"PIAS1","-1",0
"PIAS2","1",0
"PIAS3","1",0
"PIAS3","-1",0
"PIAS3_SMAD3","-1",0
"PIAS4","1",0
"PIAS4","-1",0
"PICALM","1",0
"PICK1","1",0
"PICK1","-1",0
"PIDD1","1",0
"PIGF","1",0
"PIGG","1",0
"PIGS","1",0
"PIH1D1","1",0
"PIH1D2_RUVBL1_RUVBL2_SPAG1","1",0
"PIK3AP1","1",0
"PIK3C3","1",0
"PIK3CA","1",0
"PIK3CA_PIK3R1","1",0
"PIK3CA_PIK3R1","-1",0
"PIK3CB","-1",0
"PIK3CG","1",0
"PIK3IP1","-1",0
"PIK3R1","1",0
"PIK3R2","1",0
"PIK3R3","1",0
"PIK3R4","1",0
"PIK3R6","-1",0
"PIM1","1",0
"PIM1","-1",0
"PIM2","1",0
"PIM2","-1",0
"PIM3","1",0
"PIM3","-1",0
"PIMREG","-1",0
"PIN1","1",0
"PIN1","-1",0
"PIN4","1",0
"PINK1","1",0
"PINK1","-1",0
"PIRT","1",0
"PITRM1","-1",0
"PITX1","1",0
"PITX3","1",0
"PIWIL1","1",0
"PJA1","-1",0
"PJA2","1",0
"PJA2","-1",0
"PKD1","1",0
"PKD1","-1",0
"PKD2","1",0
"PKIA","-1",0
"PKM","1",0
"PKMYT1","-1",0
"PKN1","1",0
"PKN1","-1",0
"PKN2","1",0
"PKN2","-1",0
"PKN3","1",0
"PKNOX1","1",0
"PKP2","1",0
"PLA2G6","1",0
"PLAC8","1",0
"PLAT","1",0
"PLAU","1",0
"PLAUR","1",0
"PLCG1","1",0
"PLCG2","1",0
"PLD1","-1",0
"PLD3","1",0
"PLEKHA7","1",0
"PLEKHF2","1",0
"PLEKHG1","1",0
"PLEKHG2","1",0
"PLEKHG3","1",0
"PLEKHG4","1",0
"PLEKHG4B","1",0
"PLEKHG5","1",0
"PLEKHG6","1",0
"PLG","1",0
"PLG","-1",0
"PLIN3","1",0
"PLK1","1",0
"PLK1","-1",0
"PLK2","1",0
"PLK2","-1",0
"PLK3","1",0
"PLK3","-1",0
"PLK4","1",0
"PLK4","-1",0
"PLN","-1",0
"PLPPR1","1",0
"PLRG1","1",0
"PLXNB3","1",0
"PMAIP1","1",0
"PMAIP1","-1",0
"PMCH","1",0
"PML","1",0
"PMP22","1",0
"PMPCB","-1",0
"PMS2","1",0
"PNCK","1",0
"PNOC","1",0
"PNPLA8","1",0
"PODXL2","1",0
"POFUT1","1",0
"POGLUT1","1",0
"POGZ","1",0
"POGZ","-1",0
"POLDIP3","1",0
"POLH","1",0
"POLR2A","1",0
"POMC","1",0
"POMT1_POMT2","1",0
"POPDC1","1",0
"PORCN","1",0
"POT1","1",0
"POT1","-1",0
"POU2AF1","1",0
"POU2F1","1",0
"POU3F2","1",0
"POU3F4","1",0
"POU4F1","1",0
"POU4F2","1",0
"POU4F3","1",0
"POU5F1","1",0
"POU5F1_SOX2","1",0
"PPA1","1",0
"PPA1","-1",0
"PPARA","1",0
"PPARA","-1",0
"PPARD","1",0
"PPARG","1",0
"PPARG","-1",0
"PPARGC1A","1",0
"PPBP","1",0
"PPBP","-1",0
"PPEF1","-1",0
"PPFIA1","1",0
"PPIF","1",0
"PPM1A","1",0
"PPM1A","-1",0
"PPM1B","1",0
"PPM1B","-1",0
"PPM1D","1",0
"PPM1D","-1",0
"PPM1E","-1",0
"PPM1F","-1",0
"PPM1G","1",0
"PPM1G","-1",0
"PPM1K","1",0
"PPM1L","1",0
"PPM1L","-1",0
"PPM1M","-1",0
"PPME1","-1",0
"PPP1CA","1",0
"PPP1CA","-1",0
"PPP1CA_PPP1R12A_PPP1R12B","-1",0
"PPP1CB","1",0
"PPP1CB","-1",0
"PPP1CC","1",0
"PPP1CC","-1",0
"PPP1R12B","-1",0
"PPP1R13B","1",0
"PPP1R13L","-1",0
"PPP1R14A","-1",0
"PPP1R14B","-1",0
"PPP1R15A","1",0
"PPP1R1A","-1",0
"PPP1R1B","-1",0
"PPP1R1C","-1",0
"PPP1R2","-1",0
"PPP1R3A","1",0
"PPP1R3B","1",0
"PPP1R3C","1",0
"PPP1R8","1",0
"PPP1R8","-1",0
"PPP1R9A","1",0
"PPP1R9B","1",0
"PPP2CA","1",0
"PPP2CA","-1",0
"PPP2CA_PPP2R1A_PPP2R2A","1",0
"PPP2CA_PPP2R1A_PPP2R2A","-1",0
"PPP2CA_PPP2R1A_PPP2R2B","1",0
"PPP2CA_PPP2R1A_PPP2R2B","-1",0
"PPP2CA_PPP2R1A_PPP2R5D","1",0
"PPP2CA_PPP2R1A_PPP2R5D","-1",0
"PPP2CA_PPP2R5A_PTPA","1",0
"PPP2CA_PPP2R5A_PTPA","-1",0
"PPP2CB","1",0
"PPP2CB","-1",0
"PPP2R1A","1",0
"PPP2R1A","-1",0
"PPP2R1B","1",0
"PPP2R2A","1",0
"PPP2R2A","-1",0
"PPP2R2B","-1",0
"PPP2R2C","-1",0
"PPP2R3C","1",0
"PPP2R5A","1",0
"PPP2R5B","1",0
"PPP2R5B","-1",0
"PPP2R5C","1",0
"PPP2R5C","-1",0
"PPP2R5D","1",0
"PPP3CA","1",0
"PPP3CA","-1",0
"PPP3CA_PPP3CB_PPP3CC_PPP3R1_PPP3R2","1",0
"PPP3CA_PPP3R1","1",0
"PPP3CA_PPP3R1","-1",0
"PPP3CB","1",0
"PPP3CB","-1",0
"PPP3CC","1",0
"PPP3CC","-1",0
"PPP3R1","1",0
"PPP3R1","-1",0
"PPP4C","1",0
"PPP4C","-1",0
"PPP4C_PPP4R1","-1",0
"PPP4R3A","1",0
"PPP5C","1",0
"PPP5C","-1",0
"PPP6C","1",0
"PPP6C","-1",0
"PPY","1",0
"PRC1","1",0
"PRCC","1",0
"PRDM1","-1",0
"PRDM16","1",0
"PRDM2","-1",0
"PRDX1","1",0
"PREX1","1",0
"PREX2","1",0
"PREX2","-1",0
"PRG4","1",0
"PRICKLE1","-1",0
"PRKAA1","1",0
"PRKAA1","-1",0
"PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3","1",0
"PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3","-1",0
"PRKAA2","1",0
"PRKAA2","-1",0
"PRKAA2_PRKAB2_PRKAG2","-1",0
"PRKAB1","1",0
"PRKAB1","-1",0
"PRKACA","1",0
"PRKACA","-1",0
"PRKACB","1",0
"PRKACB","-1",0
"PRKACG","1",0
"PRKACG","-1",0
"PRKAG1","1",0
"PRKAG2","-1",0
"PRKAR1A","-1",0
"PRKAR1B","-1",0
"PRKAR2A","-1",0
"PRKAR2B","-1",0
"PRKCA","1",0
"PRKCA","-1",0
"PRKCB","1",0
"PRKCB","-1",0
"PRKCD","1",0
"PRKCD","-1",0
"PRKCE","1",0
"PRKCE","-1",0
"PRKCG","1",0
"PRKCG","-1",0
"PRKCH","1",0
"PRKCH","-1",0
"PRKCI","1",0
"PRKCI","-1",0
"PRKCQ","1",0
"PRKCQ","-1",0
"PRKCSH","-1",0
"PRKCZ","1",0
"PRKCZ","-1",0
"PRKD1","1",0
"PRKD1","-1",0
"PRKD2","1",0
"PRKD2","-1",0
"PRKD3","1",0
"PRKD3","-1",0
"PRKDC","1",0
"PRKDC","-1",0
"PRKDC_XRCC6","1",0
"PRKDC_XRCC6","-1",0
"PRKG1","1",0
"PRKG1","-1",0
"PRKG2","1",0
"PRKG2","-1",0
"PRKN","1",0
"PRKN","-1",0
"PRKRA","1",0
"PRKX","1",0
"PRKX","-1",0
"PRL","1",0
"PRLH","1",0
"PRLHR","1",0
"PRLR","1",0
"PRMT1","1",0
"PRMT1","-1",0
"PRMT3","-1",0
"PRMT5","1",0
"PRMT5","-1",0
"PRMT6","1",0
"PRMT6","-1",0
"PRND","1",0
"PROC","1",0
"PROC","-1",0
"PROK1","1",0
"PROK2","1",0
"PROKR1","-1",0
"PROS1","1",0
"PROX1","-1",0
"PRP4K","1",0
"PRP4K","-1",0
"PRPF19","1",0
"PRRX1","1",0
"PRRX1","-1",0
"PRSS1","1",0
"PRSS2","1",0
"PRSS21","1",0
"PRSS3","1",0
"PRTN3","1",0
"PRTN3","-1",0
"PSAP","1",0
"PSD3","1",0
"PSEN1","1",0
"PSEN1","-1",0
"PSENEN","1",0
"PSIP1","1",0
"PSMA5","-1",0
"PSMA6","-1",0
"PSMA7","-1",0
"PSMB8","-1",0
"PSMC3","1",0
"PSME1","1",0
"PSME2","1",0
"PSME3","1",0
"PSME3","-1",0
"PSMF1","-1",0
"PSPN","1",0
"PSTPIP1","1",0
"PSTPIP1","-1",0
"PTAFR","1",0
"PTBP2","1",0
"PTBP2","-1",0
"PTCH1","1",0
"PTCH1","-1",0
"PTCH2","1",0
"PTCHD1","1",0
"PTCRA","1",0
"PTDSS1","1",0
"PTEN","1",0
"PTEN","-1",0
"PTGDR","1",0
"PTGER1","1",0
"PTGER2","1",0
"PTGER3","1",0
"PTGER4","1",0
"PTGES3","1",0
"PTGFR","1",0
"PTGIR","1",0
"PTGS2","1",0
"PTGS2","-1",0
"PTH","1",0
"PTH1R","1",0
"PTH2","1",0
"PTH2","-1",0
"PTHLH","1",0
"PTK2","1",0
"PTK2","-1",0
"PTK2B","1",0
"PTK2B","-1",0
"PTK6","1",0
"PTK6","-1",0
"PTK7","-1",0
"PTMA","-1",0
"PTMS","1",0
"PTN","1",0
"PTP4A1","-1",0
"PTP4A2","1",0
"PTP4A3","-1",0
"PTPA","-1",0
"PTPN1","1",0
"PTPN1","-1",0
"PTPN11","1",0
"PTPN11","-1",0
"PTPN12","1",0
"PTPN12","-1",0
"PTPN13","1",0
"PTPN13","-1",0
"PTPN14","-1",0
"PTPN18","-1",0
"PTPN2","1",0
"PTPN2","-1",0
"PTPN21","1",0
"PTPN22","1",0
"PTPN22","-1",0
"PTPN3","1",0
"PTPN3","-1",0
"PTPN4","-1",0
"PTPN5","1",0
"PTPN5","-1",0
"PTPN6","1",0
"PTPN6","-1",0
"PTPN7","-1",0
"PTPN9","-1",0
"PTPRA","1",0
"PTPRA","-1",0
"PTPRB","1",0
"PTPRB","-1",0
"PTPRC","1",0
"PTPRC","-1",0
"PTPRD","-1",0
"PTPRE","1",0
"PTPRE","-1",0
"PTPRF","1",0
"PTPRF","-1",0
"PTPRG","1",0
"PTPRG","-1",0
"PTPRH","-1",0
"PTPRJ","1",0
"PTPRJ","-1",0
"PTPRK","1",0
"PTPRK","-1",0
"PTPRM","-1",0
"PTPRO","-1",0
"PTPRR","-1",0
"PTPRS","-1",0
"PTPRT","1",0
"PTPRT","-1",0
"PTPRU","-1",0
"PTPRZ1","1",0
"PTPRZ1","-1",0
"PTTG1","-1",0
"PTX3","1",0
"PUF60","-1",0
"PVR","1",0
"PXDN","1",0
"PXN","1",0
"PYCARD","1",0
"PYDC1","-1",0
"PYHIN1","-1",0
"PYY","1",0
"PZP","-1",0
"Perturbation","A2M",0
"Perturbation","AAAS_AHCTF1_GLE1_NDC1_NUP107_NUP133_NUP153_NUP155_NUP160_NUP188_NUP205_NUP210_NUP214_NUP35_NUP37_NUP42_NUP43_NUP50_NUP54_NUP58_NUP62_NUP85_NUP88_NUP93_NUP98_POM121_RAE1_RANBP2_SEC13_SEH1L_TPR",0
"Perturbation","AAK1",0
"Perturbation","AANAT",0
"Perturbation","AATK",0
"Perturbation","ABCA7",0
"Perturbation","ABCC4",0
"Perturbation","ABCE1",0
"Perturbation","ABI1",0
"Perturbation","ABI1_BRK1_CYFIP1_NCKAP1_WASF1",0
"Perturbation","ABI1_BRK1_CYFIP1_NCKAP1_WASF2",0
"Perturbation","ABI1_EPS8_SOS1",0
"Perturbation","ABL1",0
"Perturbation","ABL2",0
"Perturbation","ABR",0
"Perturbation","ABRAXAS1",0
"Perturbation","ACAA2",0
"Perturbation","ACAN",0
"Perturbation","ACAT1",0
"Perturbation","ACD",0
"Perturbation","ACD_POT1_TERF1_TERF2_TERF2IP_TINF2",0
"Perturbation","ACE",0
"Perturbation","ACE2",0
"Perturbation","ACOX1",0
"Perturbation","ACP1",0
"Perturbation","ACTA1_ACTL6A_ALKBH3_BRD2_BRD8_DMAP1_EP400_EPC1_ING3_KAT5_MORF4L1_MRGBP_RUVBL1_RUVBL2_TRRAP_VPS72_YEATS4",0
"Perturbation","ACTB",0
"Perturbation","ACTB_ACTL6A_ACTR5_ACTR8_INO80_INO80B_INO80C_INO80D_INO80E_MCRS1_NFRKB_RUVBL1_RUVBL2_TFPT_UCHL5_YY1",0
"Perturbation","ACTB_ACTL6A_BRD8_DMAP1_EP400_EPC1_EPC2_ING3_KAT5_MBTD1_MEAF6_MORF4L1_MORF4L2_MRGBP_RUVBL1_RUVBL2_TRRAP_VPS72_YEATS4",0
"Perturbation","ACTL6A",0
"Perturbation","ACTL6A_ACTL6B_ARID1A_ARID1B_ARID2_PBRM1_SMARCA2_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCD2_SMARCD3_SMARCE1",0
"Perturbation","ACTL6A_ARID1A_ARID1B_ARID2_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCE1",0
"Perturbation","ACTN1",0
"Perturbation","ACTR2",0
"Perturbation","ACTR2_ACTR3_ARPC1A_ARPC1B_ARPC2_ARPC3_ARPC4_ARPC5_ARPC5L",0
"Perturbation","ACVR1",0
"Perturbation","ACVR1B",0
"Perturbation","ACVR1C",0
"Perturbation","ACVR2A",0
"Perturbation","ACVR2B",0
"Perturbation","ACVRL1",0
"Perturbation","ADA",0
"Perturbation","ADAM10",0
"Perturbation","ADAM12",0
"Perturbation","ADAM15",0
"Perturbation","ADAM17",0
"Perturbation","ADAM2",0
"Perturbation","ADAM23",0
"Perturbation","ADAM9",0
"Perturbation","ADAMTS1",0
"Perturbation","ADAMTS13",0
"Perturbation","ADAMTS4",0
"Perturbation","ADAMTS5",0
"Perturbation","ADARB1",0
"Perturbation","ADCK5",0
"Perturbation","ADCY5",0
"Perturbation","ADCYAP1",0
"Perturbation","ADD1_ADD2_EPB41_GYPC_SLC2A1_SLC4A1_STOM",0
"Perturbation","ADGRG1",0
"Perturbation","ADGRV1",0
"Perturbation","ADIPOQ",0
"Perturbation","ADIPOR1",0
"Perturbation","ADIPOR2",0
"Perturbation","ADM",0
"Perturbation","ADM2",0
"Perturbation","ADNP",0
"Perturbation","ADORA1",0
"Perturbation","ADORA2A",0
"Perturbation","ADORA2B",0
"Perturbation","ADORA3",0
"Perturbation","ADRA1A",0
"Perturbation","ADRA1B",0
"Perturbation","ADRA1D",0
"Perturbation","ADRA2A",0
"Perturbation","ADRA2B",0
"Perturbation","ADRA2C",0
"Perturbation","ADRB1",0
"Perturbation","ADRB2",0
"Perturbation","ADRB3",0
"Perturbation","ADRM1",0
